UNKNOWN
version=1
nRows=6001
nColumns=4
inDegrees=no
endheader
time	Coordinates(Deg.)	soleus_r	tib_ant_r
   1411.00000000	     28.22000000	      0.02700594	      0.09028109
   1412.00000000	     28.24000000	      0.02891167	      0.08772269
   1413.00000000	     28.26000000	      0.03117290	      0.08484971
   1414.00000000	     28.28000000	      0.03373636	      0.08171062
   1415.00000000	     28.30000000	      0.03652789	      0.07836682
   1416.00000000	     28.32000000	      0.03946170	      0.07489140
   1417.00000000	     28.34000000	      0.04244772	      0.07136680
   1418.00000000	     28.36000000	      0.04539667	      0.06788130
   1419.00000000	     28.38000000	      0.04822364	      0.06452475
   1420.00000000	     28.40000000	      0.05085085	      0.06138369
   1421.00000000	     28.42000000	      0.05318625	      0.05853644
   1422.00000000	     28.44000000	      0.05519915	      0.05604867
   1423.00000000	     28.46000000	      0.05685715	      0.05397038
   1424.00000000	     28.48000000	      0.05814456	      0.05233509
   1425.00000000	     28.50000000	      0.05905827	      0.05116159
   1426.00000000	     28.52000000	      0.05960192	      0.05045786
   1427.00000000	     28.54000000	      0.05978031	      0.05022601
   1428.00000000	     28.56000000	      0.05959549	      0.05046621
   1429.00000000	     28.58000000	      0.05904534	      0.05117828
   1430.00000000	     28.60000000	      0.05812503	      0.05236006
   1431.00000000	     28.62000000	      0.05683100	      0.05400338
   1432.00000000	     28.64000000	      0.05516654	      0.05608926
   1433.00000000	     28.66000000	      0.05314760	      0.05858388
   1434.00000000	     28.68000000	      0.05080689	      0.06143695
   1435.00000000	     28.70000000	      0.04817513	      0.06458253
   1436.00000000	     28.72000000	      0.04534530	      0.06794213
   1437.00000000	     28.74000000	      0.04239493	      0.07142911
   1438.00000000	     28.76000000	      0.03940905	      0.07495360
   1439.00000000	     28.78000000	      0.03647699	      0.07842738
   1440.00000000	     28.80000000	      0.03368877	      0.08176816
   1441.00000000	     28.82000000	      0.03113006	      0.08490304
   1442.00000000	     28.84000000	      0.02887473	      0.08777083
   1443.00000000	     28.86000000	      0.02697561	      0.09032330
   1444.00000000	     28.88000000	      0.02545616	      0.09252503
   1445.00000000	     28.90000000	      0.02430739	      0.09435228
   1446.00000000	     28.92000000	      0.02349554	      0.09579088
   1447.00000000	     28.94000000	      0.02297488	      0.09683372
   1448.00000000	     28.96000000	      0.02268435	      0.09747812
   1449.00000000	     28.98000000	      0.02258022	      0.09772351
   1450.00000000	     29.00000000	      0.02264497	      0.09756992
   1451.00000000	     29.02000000	      0.02288961	      0.09701732
   1452.00000000	     29.04000000	      0.02335228	      0.09606603
   1453.00000000	     29.06000000	      0.02409211	      0.09471806
   1454.00000000	     29.08000000	      0.02515996	      0.09297928
   1455.00000000	     29.10000000	      0.02659218	      0.09086200
   1456.00000000	     29.12000000	      0.02840485	      0.08838754
   1457.00000000	     29.14000000	      0.03058194	      0.08558850
   1458.00000000	     29.16000000	      0.03307677	      0.08251012
   1459.00000000	     29.18000000	      0.03581948	      0.07921065
   1460.00000000	     29.20000000	      0.03872636	      0.07576048
   1461.00000000	     29.22000000	      0.04170787	      0.07223999
   1462.00000000	     29.24000000	      0.04467414	      0.06873641
   1463.00000000	     29.26000000	      0.04753889	      0.06533963
   1464.00000000	     29.28000000	      0.05022776	      0.06213748
   1465.00000000	     29.30000000	      0.05263597	      0.05921075
   1466.00000000	     29.32000000	      0.05473250	      0.05662860
   1467.00000000	     29.34000000	      0.05648050	      0.05444509
   1468.00000000	     29.36000000	      0.05786043	      0.05269777
   1469.00000000	     29.38000000	      0.05886656	      0.05140876
   1470.00000000	     29.40000000	      0.05950142	      0.05058828
   1471.00000000	     29.42000000	      0.05976997	      0.05023946
   1472.00000000	     29.44000000	      0.05967518	      0.05036270
   1473.00000000	     29.46000000	      0.05921595	      0.05095792
   1474.00000000	     29.48000000	      0.05838783	      0.05202375
   1475.00000000	     29.50000000	      0.05718647	      0.05355398
   1476.00000000	     29.52000000	      0.05561288	      0.05553273
   1477.00000000	     29.54000000	      0.05367943	      0.05793011
   1478.00000000	     29.56000000	      0.05141442	      0.06069993
   1479.00000000	     29.58000000	      0.04884852	      0.06377993
   1480.00000000	     29.60000000	      0.04606088	      0.06709434
   1481.00000000	     29.62000000	      0.04313270	      0.07055809
   1482.00000000	     29.64000000	      0.04014741	      0.07408165
   1483.00000000	     29.66000000	      0.03719357	      0.07757596
   1484.00000000	     29.68000000	      0.03436145	      0.08095691
   1485.00000000	     29.70000000	      0.03173838	      0.08414899
   1486.00000000	     29.72000000	      0.02940198	      0.08708797
   1487.00000000	     29.74000000	      0.02741116	      0.08972236
   1488.00000000	     29.76000000	      0.02579723	      0.09201363
   1489.00000000	     29.78000000	      0.02455911	      0.09393532
   1490.00000000	     29.80000000	      0.02366716	      0.09547111
   1491.00000000	     29.82000000	      0.02308025	      0.09661240
   1492.00000000	     29.84000000	      0.02273769	      0.09735563
   1493.00000000	     29.86000000	      0.02259009	      0.09769989
   1494.00000000	     29.88000000	      0.02261307	      0.09764516
   1495.00000000	     29.90000000	      0.02281058	      0.09719143
   1496.00000000	     29.92000000	      0.02321436	      0.09633884
   1497.00000000	     29.94000000	      0.02387944	      0.09508881
   1498.00000000	     29.96000000	      0.02486266	      0.09344602
   1499.00000000	     29.98000000	      0.02620194	      0.09142093
   1500.00000000	     30.00000000	      0.02792055	      0.08903240
   1501.00000000	     30.02000000	      0.03001059	      0.08631008
   1502.00000000	     30.04000000	      0.03243247	      0.08329598
   1503.00000000	     30.06000000	      0.03512118	      0.08004518
   1504.00000000	     30.08000000	      0.03799561	      0.07662520
   1505.00000000	     30.10000000	      0.04096706	      0.07311421
   1506.00000000	     30.12000000	      0.04394534	      0.06959809
   1507.00000000	     30.14000000	      0.04684297	      0.06616650
   1508.00000000	     30.16000000	      0.04957851	      0.06290823
   1509.00000000	     30.18000000	      0.05206647	      0.05990629
   1510.00000000	     30.20000000	      0.05424437	      0.05723309
   1511.00000000	     30.22000000	      0.05608118	      0.05494666
   1512.00000000	     30.24000000	      0.05755330	      0.05308864
   1513.00000000	     30.26000000	      0.05865203	      0.05168473
   1514.00000000	     30.28000000	      0.05937843	      0.05074768
   1515.00000000	     30.30000000	      0.05973734	      0.05028190
   1516.00000000	     30.32000000	      0.05973252	      0.05028817
   1517.00000000	     30.34000000	      0.05936391	      0.05076647
   1518.00000000	     30.36000000	      0.05862769	      0.05171600
   1519.00000000	     30.38000000	      0.05751903	      0.05313218
   1520.00000000	     30.40000000	      0.05603706	      0.05500198
   1521.00000000	     30.42000000	      0.05419081	      0.05729928
   1522.00000000	     30.44000000	      0.05200434	      0.05998203
   1523.00000000	     30.46000000	      0.04950862	      0.06299177
   1524.00000000	     30.48000000	      0.04676779	      0.06625574
   1525.00000000	     30.50000000	      0.04386694	      0.06969075
   1526.00000000	     30.52000000	      0.04088768	      0.07320788
   1527.00000000	     30.54000000	      0.03791764	      0.07671754
   1528.00000000	     30.56000000	      0.03504701	      0.08013400
   1529.00000000	     30.58000000	      0.03236439	      0.08337934
   1530.00000000	     30.60000000	      0.02995058	      0.08638634
   1531.00000000	     30.62000000	      0.02787001	      0.08910029
   1532.00000000	     30.64000000	      0.02616152	      0.09147949
   1533.00000000	     30.66000000	      0.02483212	      0.09349463
   1534.00000000	     30.68000000	      0.02385780	      0.09512710
   1535.00000000	     30.70000000	      0.02320054	      0.09636663
   1536.00000000	     30.72000000	      0.02280287	      0.09720864
   1537.00000000	     30.74000000	      0.02261029	      0.09765177
   1538.00000000	     30.76000000	      0.02259176	      0.09769590
   1539.00000000	     30.78000000	      0.02274409	      0.09734105
   1540.00000000	     30.80000000	      0.02309241	      0.09658724
   1541.00000000	     30.82000000	      0.02368665	      0.09543541
   1542.00000000	     30.84000000	      0.02458733	      0.09388924
   1543.00000000	     30.86000000	      0.02583515	      0.09195749
   1544.00000000	     30.88000000	      0.02745921	      0.08965671
   1545.00000000	     30.90000000	      0.02945975	      0.08701368
   1546.00000000	     30.92000000	      0.03180463	      0.08406725
   1547.00000000	     30.94000000	      0.03443431	      0.08086928
   1548.00000000	     30.96000000	      0.03727082	      0.07748430
   1549.00000000	     30.98000000	      0.04022665	      0.07398810
   1550.00000000	     31.00000000	      0.04321156	      0.07046496
   1551.00000000	     31.02000000	      0.04613706	      0.06700403
   1552.00000000	     31.04000000	      0.04891990	      0.06369477
   1553.00000000	     31.06000000	      0.05147848	      0.06062208
   1554.00000000	     31.08000000	      0.05373520	      0.05786141
   1555.00000000	     31.10000000	      0.05565940	      0.05547462
   1556.00000000	     31.12000000	      0.05722320	      0.05350746
   1557.00000000	     31.14000000	      0.05841463	      0.05198941
   1558.00000000	     31.16000000	      0.05923288	      0.05093602
   1559.00000000	     31.18000000	      0.05968240	      0.05035333
   1560.00000000	     31.20000000	      0.05976754	      0.05024262
   1561.00000000	     31.22000000	      0.05948931	      0.05060398
   1562.00000000	     31.24000000	      0.05884466	      0.05143695
   1563.00000000	     31.26000000	      0.05782862	      0.05273830
   1564.00000000	     31.28000000	      0.05643879	      0.05449755
   1565.00000000	     31.30000000	      0.05468122	      0.05669220
   1566.00000000	     31.32000000	      0.05257586	      0.05928427
   1567.00000000	     31.34000000	      0.05016004	      0.06221927
   1568.00000000	     31.36000000	      0.04746484	      0.06542767
   1569.00000000	     31.38000000	      0.04459633	      0.06882845
   1570.00000000	     31.40000000	      0.04162851	      0.07233364
   1571.00000000	     31.42000000	      0.03864782	      0.07585336
   1572.00000000	     31.44000000	      0.03574416	      0.07930053
   1573.00000000	     31.46000000	      0.03300699	      0.08259499
   1574.00000000	     31.48000000	      0.03051977	      0.08566665
   1575.00000000	     31.50000000	      0.02835187	      0.08845760
   1576.00000000	     31.52000000	      0.02654925	      0.09092294
   1577.00000000	     31.54000000	      0.02512704	      0.09303041
   1578.00000000	     31.56000000	      0.02406839	      0.09475893
   1579.00000000	     31.58000000	      0.02333671	      0.09609643
   1580.00000000	     31.60000000	      0.02288052	      0.09703715
   1581.00000000	     31.62000000	      0.02264104	      0.09757915
   1582.00000000	     31.64000000	      0.02258079	      0.09772215
   1583.00000000	     31.66000000	      0.02268952	      0.09746616
   1584.00000000	     31.68000000	      0.02298548	      0.09681118
   1585.00000000	     31.70000000	      0.02351305	      0.09575778
   1586.00000000	     31.72000000	      0.02433337	      0.09430874
   1587.00000000	     31.74000000	      0.02549160	      0.09247134
   1588.00000000	     31.76000000	      0.02702115	      0.09025994
   1589.00000000	     31.78000000	      0.02893018	      0.08769859
   1590.00000000	     31.80000000	      0.03119436	      0.08482302
   1591.00000000	     31.82000000	      0.03376018	      0.08168183
   1592.00000000	     31.84000000	      0.03655336	      0.07833653
   1593.00000000	     31.86000000	      0.03948803	      0.07486030
   1594.00000000	     31.88000000	      0.04247411	      0.07133565
   1595.00000000	     31.90000000	      0.04542234	      0.06785090
   1596.00000000	     31.92000000	      0.04824788	      0.06449588
   1597.00000000	     31.94000000	      0.05087280	      0.06135710
   1598.00000000	     31.96000000	      0.05320554	      0.05851276
   1599.00000000	     31.98000000	      0.05521541	      0.05602842
   1600.00000000	     32.00000000	      0.05687018	      0.05395392
   1601.00000000	     32.02000000	      0.05815429	      0.05232266
   1602.00000000	     32.04000000	      0.05906470	      0.05115329
   1603.00000000	     32.06000000	      0.05960510	      0.05045374
   1604.00000000	     32.08000000	      0.05978027	      0.05022606
   1605.00000000	     32.10000000	      0.05959223	      0.05047045
   1606.00000000	     32.12000000	      0.05903882	      0.05118669
   1607.00000000	     32.14000000	      0.05811522	      0.05237259
   1608.00000000	     32.16000000	      0.05681788	      0.05401994
   1609.00000000	     32.18000000	      0.05515019	      0.05610961
   1610.00000000	     32.20000000	      0.05312823	      0.05860765
   1611.00000000	     32.22000000	      0.05078488	      0.06146361
   1612.00000000	     32.24000000	      0.04815084	      0.06461145
   1613.00000000	     32.26000000	      0.04531960	      0.06797257
   1614.00000000	     32.28000000	      0.04236854	      0.07146027
   1615.00000000	     32.30000000	      0.03938274	      0.07498469
   1616.00000000	     32.32000000	      0.03645155	      0.07845764
   1617.00000000	     32.34000000	      0.03366500	      0.08179691
   1618.00000000	     32.36000000	      0.03110867	      0.08492967
   1619.00000000	     32.38000000	      0.02885631	      0.08779487
   1620.00000000	     32.40000000	      0.02696049	      0.09034437
   1621.00000000	     32.42000000	      0.02544440	      0.09254287
   1622.00000000	     32.44000000	      0.02429879	      0.09436673
   1623.00000000	     32.46000000	      0.02348975	      0.09580185
   1624.00000000	     32.48000000	      0.02297138	      0.09684118
   1625.00000000	     32.50000000	      0.02268266	      0.09748204
   1626.00000000	     32.52000000	      0.02258006	      0.09772390
   1627.00000000	     32.54000000	      0.02264631	      0.09756678
   1628.00000000	     32.56000000	      0.02289268	      0.09701065
   1629.00000000	     32.58000000	      0.02335751	      0.09605584
   1630.00000000	     32.60000000	      0.02410007	      0.09470437
   1631.00000000	     32.62000000	      0.02517099	      0.09296218
   1632.00000000	     32.64000000	      0.02660656	      0.09084163
   1633.00000000	     32.66000000	      0.02842256	      0.08836414
   1634.00000000	     32.68000000	      0.03060271	      0.08556241
   1635.00000000	     32.70000000	      0.03310007	      0.08248180
   1636.00000000	     32.72000000	      0.03584462	      0.07918067
   1637.00000000	     32.74000000	      0.03875255	      0.07572951
   1638.00000000	     32.76000000	      0.04173431	      0.07220878
   1639.00000000	     32.78000000	      0.04470006	      0.06870575
   1640.00000000	     32.80000000	      0.04756354	      0.06531031
   1641.00000000	     32.82000000	      0.05025029	      0.06211026
   1642.00000000	     32.84000000	      0.05265596	      0.05918630
   1643.00000000	     32.86000000	      0.05474954	      0.05660746
   1644.00000000	     32.88000000	      0.05649434	      0.05442767
   1645.00000000	     32.90000000	      0.05787097	      0.05268433
   1646.00000000	     32.92000000	      0.05887380	      0.05139943
   1647.00000000	     32.94000000	      0.05950539	      0.05058313
   1648.00000000	     32.96000000	      0.05977072	      0.05023848
   1649.00000000	     32.98000000	      0.05967272	      0.05036590
   1650.00000000	     33.00000000	      0.05921025	      0.05096529
   1651.00000000	     33.02000000	      0.05837884	      0.05203527
   1652.00000000	     33.04000000	      0.05717417	      0.05356956
   1653.00000000	     33.06000000	      0.05559732	      0.05555216
   1654.00000000	     33.08000000	      0.05366078	      0.05795307
   1655.00000000	     33.10000000	      0.05139302	      0.06072593
   1656.00000000	     33.12000000	      0.04882469	      0.06380835
   1657.00000000	     33.14000000	      0.04603547	      0.06712447
   1658.00000000	     33.16000000	      0.04310641	      0.07058915
   1659.00000000	     33.18000000	      0.04012100	      0.07411283
   1660.00000000	     33.20000000	      0.03716784	      0.07760649
   1661.00000000	     33.22000000	      0.03433720	      0.08098609
   1662.00000000	     33.24000000	      0.03171634	      0.08417619
   1663.00000000	     33.26000000	      0.02938278	      0.08711268
   1664.00000000	     33.28000000	      0.02739520	      0.08974419
   1665.00000000	     33.30000000	      0.02578465	      0.09203229
   1666.00000000	     33.32000000	      0.02454976	      0.09395062
   1667.00000000	     33.34000000	      0.02366071	      0.09548295
   1668.00000000	     33.36000000	      0.02307624	      0.09662073
   1669.00000000	     33.38000000	      0.02273558	      0.09736042
   1670.00000000	     33.40000000	      0.02258956	      0.09770115
   1671.00000000	     33.42000000	      0.02261403	      0.09764289
   1672.00000000	     33.44000000	      0.02281318	      0.09718564
   1673.00000000	     33.46000000	      0.02321900	      0.09632952
   1674.00000000	     33.48000000	      0.02388670	      0.09507598
   1675.00000000	     33.50000000	      0.02487290	      0.09342975
   1676.00000000	     33.52000000	      0.02621548	      0.09140135
   1677.00000000	     33.54000000	      0.02793745	      0.08900972
   1678.00000000	     33.56000000	      0.03003065	      0.08628461
   1679.00000000	     33.58000000	      0.03245520	      0.08326816
   1680.00000000	     33.60000000	      0.03514593	      0.08001555
   1681.00000000	     33.62000000	      0.03802161	      0.07659441
   1682.00000000	     33.64000000	      0.04099352	      0.07308299
   1683.00000000	     33.66000000	      0.04397146	      0.06956722
   1684.00000000	     33.68000000	      0.04686800	      0.06613677
   1685.00000000	     33.70000000	      0.04960178	      0.06288042
   1686.00000000	     33.72000000	      0.05208713	      0.05988109
   1687.00000000	     33.74000000	      0.05426216	      0.05721109
   1688.00000000	     33.76000000	      0.05609583	      0.05492829
   1689.00000000	     33.78000000	      0.05756466	      0.05307420
   1690.00000000	     33.80000000	      0.05866009	      0.05167438
   1691.00000000	     33.82000000	      0.05938321	      0.05074149
   1692.00000000	     33.84000000	      0.05973889	      0.05027989
   1693.00000000	     33.86000000	      0.05973086	      0.05029033
   1694.00000000	     33.88000000	      0.05935902	      0.05077281
   1695.00000000	     33.90000000	      0.05861952	      0.05172650
   1696.00000000	     33.92000000	      0.05750754	      0.05314677
   1697.00000000	     33.94000000	      0.05602229	      0.05502048
   1698.00000000	     33.96000000	      0.05417290	      0.05732141
   1699.00000000	     33.98000000	      0.05198359	      0.06000733
   1700.00000000	     34.00000000	      0.04948529	      0.06301965
   1701.00000000	     34.02000000	      0.04674271	      0.06628552
   1702.00000000	     34.04000000	      0.04384079	      0.06972164
   1703.00000000	     34.06000000	      0.04086123	      0.07323910
   1704.00000000	     34.08000000	      0.03789167	      0.07674830
   1705.00000000	     34.10000000	      0.03502232	      0.08016358
   1706.00000000	     34.12000000	      0.03234174	      0.08340708
   1707.00000000	     34.14000000	      0.02993063	      0.08641171
   1708.00000000	     34.16000000	      0.02785323	      0.08912286
   1709.00000000	     34.18000000	      0.02614811	      0.09149895
   1710.00000000	     34.20000000	      0.02482200	      0.09351078
   1711.00000000	     34.22000000	      0.02385065	      0.09513980
   1712.00000000	     34.24000000	      0.02319598	      0.09637582
   1713.00000000	     34.26000000	      0.02280033	      0.09721431
   1714.00000000	     34.28000000	      0.02260939	      0.09765391
   1715.00000000	     34.30000000	      0.02259234	      0.09769451
   1716.00000000	     34.32000000	      0.02274626	      0.09733613
   1717.00000000	     34.34000000	      0.02309650	      0.09657879
   1718.00000000	     34.36000000	      0.02369320	      0.09542345
   1719.00000000	     34.38000000	      0.02459679	      0.09387381
   1720.00000000	     34.40000000	      0.02584785	      0.09193871
   1721.00000000	     34.42000000	      0.02747529	      0.08963477
   1722.00000000	     34.44000000	      0.02947906	      0.08698887
   1723.00000000	     34.46000000	      0.03182675	      0.08403997
   1724.00000000	     34.48000000	      0.03445863	      0.08084004
   1725.00000000	     34.50000000	      0.03729658	      0.07745373
   1726.00000000	     34.52000000	      0.04025308	      0.07395691
   1727.00000000	     34.54000000	      0.04323784	      0.07043393
   1728.00000000	     34.56000000	      0.04616243	      0.06697395
   1729.00000000	     34.58000000	      0.04894365	      0.06366642
   1730.00000000	     34.60000000	      0.05149979	      0.06059618
   1731.00000000	     34.62000000	      0.05375375	      0.05783857
   1732.00000000	     34.64000000	      0.05567485	      0.05545531
   1733.00000000	     34.66000000	      0.05723538	      0.05349203
   1734.00000000	     34.68000000	      0.05842350	      0.05197803
   1735.00000000	     34.70000000	      0.05923847	      0.05092880
   1736.00000000	     34.72000000	      0.05968474	      0.05035028
   1737.00000000	     34.74000000	      0.05976667	      0.05024375
   1738.00000000	     34.76000000	      0.05948522	      0.05060928
   1739.00000000	     34.78000000	      0.05883731	      0.05144642
   1740.00000000	     34.80000000	      0.05781796	      0.05275189
   1741.00000000	     34.82000000	      0.05642483	      0.05451511
   1742.00000000	     34.84000000	      0.05466407	      0.05671347
   1743.00000000	     34.86000000	      0.05255577	      0.05930884
   1744.00000000	     34.88000000	      0.05013743	      0.06224657
   1745.00000000	     34.90000000	      0.04744013	      0.06545705
   1746.00000000	     34.92000000	      0.04457038	      0.06885914
   1747.00000000	     34.94000000	      0.04160206	      0.07236485
   1748.00000000	     34.96000000	      0.03862166	      0.07588431
   1749.00000000	     34.98000000	      0.03571907	      0.07933047
   1750.00000000	     35.00000000	      0.03298377	      0.08262324
   1751.00000000	     35.02000000	      0.03049909	      0.08569266
   1752.00000000	     35.04000000	      0.02833427	      0.08848090
   1753.00000000	     35.06000000	      0.02653500	      0.09094320
   1754.00000000	     35.08000000	      0.02511612	      0.09304739
   1755.00000000	     35.10000000	      0.02406053	      0.09477250
   1756.00000000	     35.12000000	      0.02333156	      0.09610650
   1757.00000000	     35.14000000	      0.02287753	      0.09704370
   1758.00000000	     35.16000000	      0.02263976	      0.09758217
   1759.00000000	     35.18000000	      0.02258100	      0.09772163
   1760.00000000	     35.20000000	      0.02269127	      0.09746212
   1761.00000000	     35.22000000	      0.02298905	      0.09680361
   1762.00000000	     35.24000000	      0.02351893	      0.09574669
   1763.00000000	     35.26000000	      0.02434208	      0.09429417
   1764.00000000	     35.28000000	      0.02550347	      0.09245338
   1765.00000000	     35.30000000	      0.02703640	      0.09023876
   1766.00000000	     35.32000000	      0.02894872	      0.08767446
   1767.00000000	     35.34000000	      0.03121584	      0.08479630
   1768.00000000	     35.36000000	      0.03378403	      0.08165302
   1769.00000000	     35.38000000	      0.03657884	      0.07830622
   1770.00000000	     35.40000000	      0.03951436	      0.07482920
   1771.00000000	     35.42000000	      0.04250050	      0.07130451
   1772.00000000	     35.44000000	      0.04544801	      0.06782051
   1773.00000000	     35.46000000	      0.04827210	      0.06446704
   1774.00000000	     35.48000000	      0.05089472	      0.06133053
   1775.00000000	     35.50000000	      0.05322480	      0.05848911
   1776.00000000	     35.52000000	      0.05523165	      0.05600820
   1777.00000000	     35.54000000	      0.05688318	      0.05393751
   1778.00000000	     35.56000000	      0.05816398	      0.05231027
   1779.00000000	     35.58000000	      0.05907110	      0.05114504
   1780.00000000	     35.60000000	      0.05960824	      0.05044965
   1781.00000000	     35.62000000	      0.05978020	      0.05022615
   1782.00000000	     35.64000000	      0.05958894	      0.05047472
   1783.00000000	     35.66000000	      0.05903228	      0.05119513
   1784.00000000	     35.68000000	      0.05810538	      0.05238517
   1785.00000000	     35.70000000	      0.05680473	      0.05403653
   1786.00000000	     35.72000000	      0.05513381	      0.05612998
   1787.00000000	     35.74000000	      0.05310884	      0.05863144
   1788.00000000	     35.76000000	      0.05076284	      0.06149029
   1789.00000000	     35.78000000	      0.04812655	      0.06464038
   1790.00000000	     35.80000000	      0.04529388	      0.06800301
   1791.00000000	     35.82000000	      0.04234214	      0.07149143
   1792.00000000	     35.84000000	      0.03935642	      0.07501577
   1793.00000000	     35.86000000	      0.03642612	      0.07848789
   1794.00000000	     35.88000000	      0.03364124	      0.08182563
   1795.00000000	     35.90000000	      0.03108731	      0.08495628
   1796.00000000	     35.92000000	      0.02883791	      0.08781887
   1797.00000000	     35.94000000	      0.02694540	      0.09036541
   1798.00000000	     35.96000000	      0.02543268	      0.09256068
   1799.00000000	     35.98000000	      0.02429021	      0.09438115
   1800.00000000	     36.00000000	      0.02348398	      0.09581279
   1801.00000000	     36.02000000	      0.02296790	      0.09684860
   1802.00000000	     36.04000000	      0.02268098	      0.09748593
   1803.00000000	     36.06000000	      0.02257991	      0.09772426
   1804.00000000	     36.08000000	      0.02264766	      0.09756361
   1805.00000000	     36.10000000	      0.02289576	      0.09700395
   1806.00000000	     36.12000000	      0.02336277	      0.09604561
   1807.00000000	     36.14000000	      0.02410806	      0.09469066
   1808.00000000	     36.16000000	      0.02518205	      0.09294505
   1809.00000000	     36.18000000	      0.02662096	      0.09082123
   1810.00000000	     36.20000000	      0.02844031	      0.08834071
   1811.00000000	     36.22000000	      0.03062351	      0.08553629
   1812.00000000	     36.24000000	      0.03312339	      0.08245345
   1813.00000000	     36.26000000	      0.03586976	      0.07915067
   1814.00000000	     36.28000000	      0.03877875	      0.07569853
   1815.00000000	     36.30000000	      0.04176076	      0.07217757
   1816.00000000	     36.32000000	      0.04472597	      0.06867510
   1817.00000000	     36.34000000	      0.04758818	      0.06528101
   1818.00000000	     36.36000000	      0.05027280	      0.06208306
   1819.00000000	     36.38000000	      0.05267592	      0.05916187
   1820.00000000	     36.40000000	      0.05476655	      0.05658635
   1821.00000000	     36.42000000	      0.05650815	      0.05441029
   1822.00000000	     36.44000000	      0.05788148	      0.05267092
   1823.00000000	     36.46000000	      0.05888101	      0.05139015
   1824.00000000	     36.48000000	      0.05950934	      0.05057801
   1825.00000000	     36.50000000	      0.05977145	      0.05023754
   1826.00000000	     36.52000000	      0.05967023	      0.05036913
   1827.00000000	     36.54000000	      0.05920451	      0.05097270
   1828.00000000	     36.56000000	      0.05836982	      0.05204683
   1829.00000000	     36.58000000	      0.05716183	      0.05358517
   1830.00000000	     36.60000000	      0.05558173	      0.05557163
   1831.00000000	     36.62000000	      0.05364211	      0.05797606
   1832.00000000	     36.64000000	      0.05137159	      0.06075196
   1833.00000000	     36.66000000	      0.04880084	      0.06383679
   1834.00000000	     36.68000000	      0.04601004	      0.06715461
   1835.00000000	     36.70000000	      0.04308011	      0.07062020
   1836.00000000	     36.72000000	      0.04009459	      0.07414401
   1837.00000000	     36.74000000	      0.03714212	      0.07763702
   1838.00000000	     36.76000000	      0.03431296	      0.08101525
   1839.00000000	     36.78000000	      0.03169433	      0.08420338
   1840.00000000	     36.80000000	      0.02936360	      0.08713737
   1841.00000000	     36.82000000	      0.02737927	      0.08976599
   1842.00000000	     36.84000000	      0.02577210	      0.09205092
   1843.00000000	     36.86000000	      0.02454043	      0.09396589
   1844.00000000	     36.88000000	      0.02365428	      0.09549476
   1845.00000000	     36.90000000	      0.02307224	      0.09662902
   1846.00000000	     36.92000000	      0.02273349	      0.09736519
   1847.00000000	     36.94000000	      0.02258904	      0.09770239
   1848.00000000	     36.96000000	      0.02261500	      0.09764060
   1849.00000000	     36.98000000	      0.02281580	      0.09717981
   1850.00000000	     37.00000000	      0.02322367	      0.09632017
   1851.00000000	     37.02000000	      0.02389399	      0.09506313
   1852.00000000	     37.04000000	      0.02488316	      0.09341346
   1853.00000000	     37.06000000	      0.02622904	      0.09138174
   1854.00000000	     37.08000000	      0.02795438	      0.08898702
   1855.00000000	     37.10000000	      0.03005073	      0.08625913
   1856.00000000	     37.12000000	      0.03247796	      0.08324032
   1857.00000000	     37.14000000	      0.03517069	      0.07998591
   1858.00000000	     37.16000000	      0.03804762	      0.07656361
   1859.00000000	     37.18000000	      0.04101997	      0.07305176
   1860.00000000	     37.20000000	      0.04399758	      0.06953635
   1861.00000000	     37.22000000	      0.04689302	      0.06610706
   1862.00000000	     37.24000000	      0.04962502	      0.06285264
   1863.00000000	     37.26000000	      0.05210777	      0.05985593
   1864.00000000	     37.28000000	      0.05427994	      0.05718911
   1865.00000000	     37.30000000	      0.05611045	      0.05490996
   1866.00000000	     37.32000000	      0.05757600	      0.05305979
   1867.00000000	     37.34000000	      0.05866811	      0.05166407
   1868.00000000	     37.36000000	      0.05938796	      0.05073533
   1869.00000000	     37.38000000	      0.05974041	      0.05027791
   1870.00000000	     37.40000000	      0.05972917	      0.05029253
   1871.00000000	     37.42000000	      0.05935409	      0.05077919
   1872.00000000	     37.44000000	      0.05861132	      0.05173704
   1873.00000000	     37.46000000	      0.05749603	      0.05316139
   1874.00000000	     37.48000000	      0.05600750	      0.05503902
   1875.00000000	     37.50000000	      0.05415497	      0.05734357
   1876.00000000	     37.52000000	      0.05196281	      0.06003265
   1877.00000000	     37.54000000	      0.04946193	      0.06304756
   1878.00000000	     37.56000000	      0.04671761	      0.06631531
   1879.00000000	     37.58000000	      0.04381464	      0.06975255
   1880.00000000	     37.60000000	      0.04083477	      0.07327033
   1881.00000000	     37.62000000	      0.03786570	      0.07677906
   1882.00000000	     37.64000000	      0.03499764	      0.08019314
   1883.00000000	     37.66000000	      0.03231911	      0.08343481
   1884.00000000	     37.68000000	      0.02991070	      0.08643706
   1885.00000000	     37.70000000	      0.02783647	      0.08914541
   1886.00000000	     37.72000000	      0.02613473	      0.09151839
   1887.00000000	     37.74000000	      0.02481190	      0.09352689
   1888.00000000	     37.76000000	      0.02384353	      0.09515248
   1889.00000000	     37.78000000	      0.02319144	      0.09638499
   1890.00000000	     37.80000000	      0.02279781	      0.09721995
