UNKNOWN
version=1
nRows=5001
nColumns=6
inDegrees=no
endheader
time	Coordinates(Deg.)	soleus_l	soleus_r	tib_ant_l	tib_ant_r
    965.00000000	     41.92800000	      0.02332579	      0.03663526	      0.09611781	      0.07823914
    966.00000000	     41.93000000	      0.02324077	      0.03664875	      0.09628595	      0.07822309
    967.00000000	     41.93200000	      0.02317106	      0.03668169	      0.09642623	      0.07818394
    968.00000000	     41.93400000	      0.02311623	      0.03673308	      0.09653816	      0.07812286
    969.00000000	     41.93600000	      0.02307589	      0.03680180	      0.09662144	      0.07804119
    970.00000000	     41.93800000	      0.02304969	      0.03688658	      0.09667598	      0.07794046
    971.00000000	     41.94000000	      0.02303732	      0.03698610	      0.09670186	      0.07782226
    972.00000000	     41.94200000	      0.02303846	      0.03709896	      0.09669947	      0.07768825
    973.00000000	     41.94400000	      0.02305285	      0.03722375	      0.09666938	      0.07754014
    974.00000000	     41.94600000	      0.02308029	      0.03735904	      0.09661231	      0.07737964
    975.00000000	     41.94800000	      0.02312058	      0.03750342	      0.09652922	      0.07720842
    976.00000000	     41.95000000	      0.02317354	      0.03765551	      0.09642119	      0.07702812
    977.00000000	     41.95200000	      0.02323905	      0.03781394	      0.09628938	      0.07684039
    978.00000000	     41.95400000	      0.02331694	      0.03797751	      0.09613516	      0.07664663
    979.00000000	     41.95600000	      0.02340702	      0.03814507	      0.09595995	      0.07644823
    980.00000000	     41.95800000	      0.02350912	      0.03831547	      0.09576520	      0.07624655
    981.00000000	     41.96000000	      0.02362300	      0.03848764	      0.09555242	      0.07604283
    982.00000000	     41.96200000	      0.02374842	      0.03866064	      0.09532312	      0.07583820
    983.00000000	     41.96400000	      0.02388512	      0.03883363	      0.09507878	      0.07563365
    984.00000000	     41.96600000	      0.02403260	      0.03900588	      0.09482082	      0.07543002
    985.00000000	     41.96800000	      0.02419001	      0.03917676	      0.09455060	      0.07522806
    986.00000000	     41.97000000	      0.02435692	      0.03934574	      0.09426937	      0.07502840
    987.00000000	     41.97200000	      0.02453290	      0.03951238	      0.09397824	      0.07483154
    988.00000000	     41.97400000	      0.02471755	      0.03967632	      0.09367821	      0.07463790
    989.00000000	     41.97600000	      0.02491049	      0.03983729	      0.09337013	      0.07444780
    990.00000000	     41.97800000	      0.02511138	      0.03999509	      0.09305477	      0.07426148
    991.00000000	     41.98000000	      0.02531999	      0.04014954	      0.09273261	      0.07407914
    992.00000000	     41.98200000	      0.02553602	      0.04030057	      0.09240422	      0.07390084
    993.00000000	     41.98400000	      0.02575921	      0.04044815	      0.09207007	      0.07372664
    994.00000000	     41.98600000	      0.02598947	      0.04059226	      0.09173032	      0.07355654
    995.00000000	     41.98800000	      0.02622666	      0.04073292	      0.09138518	      0.07339053
    996.00000000	     41.99000000	      0.02647070	      0.04087018	      0.09103478	      0.07322854
    997.00000000	     41.99200000	      0.02672151	      0.04100408	      0.09067921	      0.07307052
    998.00000000	     41.99400000	      0.02697902	      0.04113467	      0.09031856	      0.07291641
    999.00000000	     41.99600000	      0.02724314	      0.04126200	      0.08995289	      0.07276614
   1000.00000000	     41.99800000	      0.02751378	      0.04138611	      0.08958230	      0.07261969
   1001.00000000	     42.00000000	      0.02779080	      0.04150703	      0.08920694	      0.07247700
   1002.00000000	     42.00200000	      0.02807398	      0.04162476	      0.08882701	      0.07233807
   1003.00000000	     42.00400000	      0.02836312	      0.04173927	      0.08844271	      0.07220293
   1004.00000000	     42.00600000	      0.02865786	      0.04185058	      0.08805446	      0.07207157
   1005.00000000	     42.00800000	      0.02895765	      0.04195865	      0.08766283	      0.07194404
   1006.00000000	     42.01000000	      0.02926223	      0.04206340	      0.08726810	      0.07182041
   1007.00000000	     42.01200000	      0.02957118	      0.04216472	      0.08687066	      0.07170083
   1008.00000000	     42.01400000	      0.02988360	      0.04226257	      0.08647156	      0.07158534
   1009.00000000	     42.01600000	      0.03019876	      0.04235686	      0.08607157	      0.07147405
   1010.00000000	     42.01800000	      0.03051590	      0.04244751	      0.08567151	      0.07136705
   1011.00000000	     42.02000000	      0.03083414	      0.04253442	      0.08527234	      0.07126446
   1012.00000000	     42.02200000	      0.03115258	      0.04261750	      0.08487500	      0.07116639
   1013.00000000	     42.02400000	      0.03147028	      0.04269667	      0.08448051	      0.07107293
   1014.00000000	     42.02600000	      0.03178629	      0.04277184	      0.08408987	      0.07098418
   1015.00000000	     42.02800000	      0.03209971	      0.04284296	      0.08370403	      0.07090022
   1016.00000000	     42.03000000	      0.03240959	      0.04290995	      0.08332399	      0.07082112
   1017.00000000	     42.03200000	      0.03271500	      0.04297280	      0.08295073	      0.07074691
   1018.00000000	     42.03400000	      0.03301512	      0.04303147	      0.08258510	      0.07067763
   1019.00000000	     42.03600000	      0.03330911	      0.04308596	      0.08222797	      0.07061330
   1020.00000000	     42.03800000	      0.03359634	      0.04313625	      0.08187996	      0.07055391
   1021.00000000	     42.04000000	      0.03387596	      0.04318240	      0.08154199	      0.07049940
   1022.00000000	     42.04200000	      0.03414741	      0.04322448	      0.08121460	      0.07044971
   1023.00000000	     42.04400000	      0.03441036	      0.04326247	      0.08089807	      0.07040484
   1024.00000000	     42.04600000	      0.03466439	      0.04329650	      0.08059283	      0.07036466
   1025.00000000	     42.04800000	      0.03490925	      0.04332664	      0.08029908	      0.07032905
   1026.00000000	     42.05000000	      0.03514475	      0.04335303	      0.08001696	      0.07029789
   1027.00000000	     42.05200000	      0.03537080	      0.04337577	      0.07974651	      0.07027102
   1028.00000000	     42.05400000	      0.03558738	      0.04339503	      0.07948771	      0.07024827
   1029.00000000	     42.05600000	      0.03579460	      0.04341093	      0.07924034	      0.07022949
   1030.00000000	     42.05800000	      0.03599259	      0.04342367	      0.07900421	      0.07021445
   1031.00000000	     42.06000000	      0.03618155	      0.04343340	      0.07877906	      0.07020295
   1032.00000000	     42.06200000	      0.03636178	      0.04344029	      0.07856446	      0.07019481
   1033.00000000	     42.06400000	      0.03653365	      0.04344454	      0.07835997	      0.07018979
   1034.00000000	     42.06600000	      0.03669760	      0.04344633	      0.07816503	      0.07018768
   1035.00000000	     42.06800000	      0.03685399	      0.04344590	      0.07797918	      0.07018819
   1036.00000000	     42.07000000	      0.03700316	      0.04344342	      0.07780199	      0.07019112
   1037.00000000	     42.07200000	      0.03714570	      0.04343910	      0.07763278	      0.07019622
   1038.00000000	     42.07400000	      0.03728200	      0.04343317	      0.07747103	      0.07020322
   1039.00000000	     42.07600000	      0.03741259	      0.04342577	      0.07731612	      0.07021197
   1040.00000000	     42.07800000	      0.03753795	      0.04341710	      0.07716748	      0.07022220
   1041.00000000	     42.08000000	      0.03765845	      0.04340733	      0.07702464	      0.07023374
   1042.00000000	     42.08200000	      0.03777451	      0.04339665	      0.07688709	      0.07024637
   1043.00000000	     42.08400000	      0.03788662	      0.04338513	      0.07675428	      0.07025997
   1044.00000000	     42.08600000	      0.03799511	      0.04337293	      0.07662579	      0.07027438
   1045.00000000	     42.08800000	      0.03810034	      0.04336020	      0.07650119	      0.07028942
   1046.00000000	     42.09000000	      0.03820252	      0.04334698	      0.07638022	      0.07030503
   1047.00000000	     42.09200000	      0.03830188	      0.04333334	      0.07626262	      0.07032114
   1048.00000000	     42.09400000	      0.03839867	      0.04331935	      0.07614809	      0.07033767
   1049.00000000	     42.09600000	      0.03849304	      0.04330505	      0.07603644	      0.07035455
   1050.00000000	     42.09800000	      0.03858508	      0.04329037	      0.07592756	      0.07037190
   1051.00000000	     42.10000000	      0.03867484	      0.04327533	      0.07582140	      0.07038965
   1052.00000000	     42.10200000	      0.03876233	      0.04325993	      0.07571794	      0.07040784
   1053.00000000	     42.10400000	      0.03884753	      0.04324411	      0.07561720	      0.07042653
   1054.00000000	     42.10600000	      0.03893040	      0.04322778	      0.07551924	      0.07044581
   1055.00000000	     42.10800000	      0.03901091	      0.04321085	      0.07542407	      0.07046581
   1056.00000000	     42.11000000	      0.03908889	      0.04319324	      0.07533190	      0.07048660
   1057.00000000	     42.11200000	      0.03916426	      0.04317482	      0.07524283	      0.07050836
   1058.00000000	     42.11400000	      0.03923687	      0.04315545	      0.07515703	      0.07053123
   1059.00000000	     42.11600000	      0.03930662	      0.04313499	      0.07507461	      0.07055539
   1060.00000000	     42.11800000	      0.03937336	      0.04311330	      0.07499577	      0.07058101
   1061.00000000	     42.12000000	      0.03943698	      0.04309016	      0.07492060	      0.07060833
   1062.00000000	     42.12200000	      0.03949734	      0.04306546	      0.07484930	      0.07063750
   1063.00000000	     42.12400000	      0.03955434	      0.04303904	      0.07478197	      0.07066869
   1064.00000000	     42.12600000	      0.03960793	      0.04301070	      0.07471867	      0.07070216
   1065.00000000	     42.12800000	      0.03965803	      0.04298021	      0.07465950	      0.07073816
   1066.00000000	     42.13000000	      0.03970460	      0.04294746	      0.07460451	      0.07077683
   1067.00000000	     42.13200000	      0.03974765	      0.04291231	      0.07455366	      0.07081834
   1068.00000000	     42.13400000	      0.03978721	      0.04287456	      0.07450695	      0.07086290
   1069.00000000	     42.13600000	      0.03982333	      0.04283407	      0.07446429	      0.07091071
   1070.00000000	     42.13800000	      0.03985610	      0.04279070	      0.07442559	      0.07096192
   1071.00000000	     42.14000000	      0.03988563	      0.04274432	      0.07439073	      0.07101667
   1072.00000000	     42.14200000	      0.03991203	      0.04269483	      0.07435955	      0.07107509
   1073.00000000	     42.14400000	      0.03993549	      0.04264215	      0.07433185	      0.07113729
   1074.00000000	     42.14600000	      0.03995616	      0.04258622	      0.07430744	      0.07120332
   1075.00000000	     42.14800000	      0.03997424	      0.04252698	      0.07428610	      0.07127324
   1076.00000000	     42.15000000	      0.03998991	      0.04246443	      0.07426759	      0.07134708
   1077.00000000	     42.15200000	      0.04000353	      0.04239855	      0.07425152	      0.07142485
   1078.00000000	     42.15400000	      0.04001520	      0.04232932	      0.07423773	      0.07150656
   1079.00000000	     42.15600000	      0.04002519	      0.04225679	      0.07422594	      0.07159217
   1080.00000000	     42.15800000	      0.04003373	      0.04218098	      0.07421585	      0.07168164
   1081.00000000	     42.16000000	      0.04004107	      0.04210194	      0.07420719	      0.07177493
   1082.00000000	     42.16200000	      0.04004742	      0.04201968	      0.07419970	      0.07187201
   1083.00000000	     42.16400000	      0.04005302	      0.04193424	      0.07419309	      0.07197285
   1084.00000000	     42.16600000	      0.04005807	      0.04184562	      0.07418712	      0.07207742
   1085.00000000	     42.16800000	      0.04006278	      0.04175383	      0.07418156	      0.07218575
   1086.00000000	     42.17000000	      0.04006733	      0.04165884	      0.07417619	      0.07229785
   1087.00000000	     42.17200000	      0.04007187	      0.04156061	      0.07417083	      0.07241377
   1088.00000000	     42.17400000	      0.04007649	      0.04145906	      0.07416538	      0.07253360
   1089.00000000	     42.17600000	      0.04008126	      0.04135410	      0.07415974	      0.07265746
   1090.00000000	     42.17800000	      0.04008621	      0.04124559	      0.07415389	      0.07278552
   1091.00000000	     42.18000000	      0.04009130	      0.04113334	      0.07414788	      0.07291798
   1092.00000000	     42.18200000	      0.04009644	      0.04101714	      0.07414182	      0.07305510
   1093.00000000	     42.18400000	      0.04010146	      0.04089672	      0.07413589	      0.07319722
   1094.00000000	     42.18600000	      0.04010614	      0.04077176	      0.07413037	      0.07334469
   1095.00000000	     42.18800000	      0.04011016	      0.04064189	      0.07412562	      0.07349796
   1096.00000000	     42.19000000	      0.04011317	      0.04050670	      0.07412206	      0.07365753
   1097.00000000	     42.19200000	      0.04011471	      0.04036573	      0.07412025	      0.07382393
   1098.00000000	     42.19400000	      0.04011427	      0.04021846	      0.07412077	      0.07399777
   1099.00000000	     42.19600000	      0.04011126	      0.04006437	      0.07412433	      0.07417969
   1100.00000000	     42.19800000	      0.04010505	      0.03990285	      0.07413165	      0.07437039
   1101.00000000	     42.20000000	      0.04009497	      0.03973331	      0.07414355	      0.07457060
   1102.00000000	     42.20200000	      0.04008030	      0.03955509	      0.07416088	      0.07478109
   1103.00000000	     42.20400000	      0.04006029	      0.03936756	      0.07418450	      0.07500261
   1104.00000000	     42.20600000	      0.04003418	      0.03917009	      0.07421532	      0.07523595
   1105.00000000	     42.20800000	      0.04000123	      0.03896204	      0.07425423	      0.07548184
   1106.00000000	     42.21000000	      0.03996071	      0.03874282	      0.07430207	      0.07574102
   1107.00000000	     42.21200000	      0.03991192	      0.03851189	      0.07435968	      0.07601414
   1108.00000000	     42.21400000	      0.03985424	      0.03826877	      0.07442779	      0.07630181
   1109.00000000	     42.21600000	      0.03978711	      0.03801307	      0.07450707	      0.07660453
   1110.00000000	     42.21800000	      0.03971005	      0.03774446	      0.07459806	      0.07692271
   1111.00000000	     42.22000000	      0.03962274	      0.03746276	      0.07470118	      0.07725662
   1112.00000000	     42.22200000	      0.03952496	      0.03716792	      0.07481668	      0.07760640
   1113.00000000	     42.22400000	      0.03941667	      0.03686001	      0.07494460	      0.07797202
   1114.00000000	     42.22600000	      0.03929795	      0.03653927	      0.07508485	      0.07835329
   1115.00000000	     42.22800000	      0.03916910	      0.03620613	      0.07523711	      0.07874978
   1116.00000000	     42.23000000	      0.03903059	      0.03586119	      0.07540081	      0.07916090
   1117.00000000	     42.23200000	      0.03888308	      0.03550524	      0.07557517	      0.07958583
   1118.00000000	     42.23400000	      0.03872743	      0.03513927	      0.07575921	      0.08002353
   1119.00000000	     42.23600000	      0.03856467	      0.03476444	      0.07595171	      0.08047275
   1120.00000000	     42.23800000	      0.03839594	      0.03438214	      0.07615132	      0.08093202
   1121.00000000	     42.24000000	      0.03822255	      0.03399389	      0.07635652	      0.08139967
   1122.00000000	     42.24200000	      0.03804593	      0.03360139	      0.07656561	      0.08187385
   1123.00000000	     42.24400000	      0.03786759	      0.03320648	      0.07677683	      0.08235253
   1124.00000000	     42.24600000	      0.03768919	      0.03281108	      0.07698820	      0.08283356
   1125.00000000	     42.24800000	      0.03751235	      0.03241721	      0.07719782	      0.08331466
   1126.00000000	     42.25000000	      0.03733866	      0.03202702	      0.07740381	      0.08379338
   1127.00000000	     42.25200000	      0.03716975	      0.03164253	      0.07760423	      0.08426737
   1128.00000000	     42.25400000	      0.03700710	      0.03126585	      0.07779732	      0.08473413
   1129.00000000	     42.25600000	      0.03685204	      0.03089902	      0.07798150	      0.08519121
   1130.00000000	     42.25800000	      0.03670589	      0.03054400	      0.07815517	      0.08563618
   1131.00000000	     42.26000000	      0.03656979	      0.03020264	      0.07831699	      0.08606667
   1132.00000000	     42.26200000	      0.03644474	      0.02987664	      0.07846574	      0.08648042
   1133.00000000	     42.26400000	      0.03633166	      0.02956749	      0.07860032	      0.08687539
   1134.00000000	     42.26600000	      0.03623130	      0.02927665	      0.07871981	      0.08724949
   1135.00000000	     42.26800000	      0.03614430	      0.02900526	      0.07882343	      0.08760093
   1136.00000000	     42.27000000	      0.03607115	      0.02875431	      0.07891058	      0.08792810
   1137.00000000	     42.27200000	      0.03601223	      0.02852457	      0.07898080	      0.08822962
   1138.00000000	     42.27400000	      0.03596783	      0.02831655	      0.07903373	      0.08850437
   1139.00000000	     42.27600000	      0.03593816	      0.02813065	      0.07906911	      0.08875140
   1140.00000000	     42.27800000	      0.03592325	      0.02796699	      0.07908688	      0.08897012
   1141.00000000	     42.28000000	      0.03592310	      0.02782556	      0.07908707	      0.08916010
   1142.00000000	     42.28200000	      0.03593757	      0.02770618	      0.07906981	      0.08932120
   1143.00000000	     42.28400000	      0.03596639	      0.02760852	      0.07903544	      0.08945349
   1144.00000000	     42.28600000	      0.03600922	      0.02753215	      0.07898439	      0.08955730
   1145.00000000	     42.28800000	      0.03606560	      0.02747652	      0.07891720	      0.08963310
   1146.00000000	     42.29000000	      0.03613498	      0.02744095	      0.07883454	      0.08968164
   1147.00000000	     42.29200000	      0.03621675	      0.02742479	      0.07873713	      0.08970373
   1148.00000000	     42.29400000	      0.03631023	      0.02742717	      0.07862582	      0.08970047
   1149.00000000	     42.29600000	      0.03641471	      0.02744728	      0.07850148	      0.08967300
   1150.00000000	     42.29800000	      0.03652942	      0.02748420	      0.07836500	      0.08962262
   1151.00000000	     42.30000000	      0.03665357	      0.02753698	      0.07821737	      0.08955073
   1152.00000000	     42.30200000	      0.03678630	      0.02760467	      0.07805960	      0.08945872
   1153.00000000	     42.30400000	      0.03692679	      0.02768633	      0.07789270	      0.08934805
   1154.00000000	     42.30600000	      0.03707419	      0.02778100	      0.07771767	      0.08922015
   1155.00000000	     42.30800000	      0.03722761	      0.02788777	      0.07753557	      0.08907642
   1156.00000000	     42.31000000	      0.03738623	      0.02800578	      0.07734738	      0.08891818
   1157.00000000	     42.31200000	      0.03754923	      0.02813418	      0.07715410	      0.08874670
   1158.00000000	     42.31400000	      0.03771579	      0.02827225	      0.07695668	      0.08856312
   1159.00000000	     42.31600000	      0.03788513	      0.02841930	      0.07675604	      0.08836844
   1160.00000000	     42.31800000	      0.03805650	      0.02857478	      0.07655309	      0.08816356
   1161.00000000	     42.32000000	      0.03822920	      0.02873819	      0.07634865	      0.08794919
   1162.00000000	     42.32200000	      0.03840255	      0.02890916	      0.07614350	      0.08772596
   1163.00000000	     42.32400000	      0.03857595	      0.02908741	      0.07593837	      0.08749429
   1164.00000000	     42.32600000	      0.03874883	      0.02927275	      0.07573390	      0.08725451
   1165.00000000	     42.32800000	      0.03892068	      0.02946508	      0.07553073	      0.08700683
   1166.00000000	     42.33000000	      0.03909105	      0.02966435	      0.07532935	      0.08675136
   1167.00000000	     42.33200000	      0.03925949	      0.02987060	      0.07513030	      0.08648811
   1168.00000000	     42.33400000	      0.03942568	      0.03008391	      0.07493395	      0.08621704
   1169.00000000	     42.33600000	      0.03958926	      0.03030440	      0.07474073	      0.08593805
   1170.00000000	     42.33800000	      0.03974990	      0.03053223	      0.07455100	      0.08565098
   1171.00000000	     42.34000000	      0.03990737	      0.03076753	      0.07436505	      0.08535571
   1172.00000000	     42.34200000	      0.04006144	      0.03101045	      0.07418315	      0.08505210
   1173.00000000	     42.34400000	      0.04021190	      0.03126114	      0.07400551	      0.08473999
   1174.00000000	     42.34600000	      0.04035858	      0.03151966	      0.07383236	      0.08441935
   1175.00000000	     42.34800000	      0.04050132	      0.03178605	      0.07366387	      0.08409017
   1176.00000000	     42.35000000	      0.04063998	      0.03206026	      0.07350022	      0.08375251
   1177.00000000	     42.35200000	      0.04077443	      0.03234218	      0.07334154	      0.08340655
   1178.00000000	     42.35400000	      0.04090454	      0.03263158	      0.07318798	      0.08305256
   1179.00000000	     42.35600000	      0.04103022	      0.03292820	      0.07303967	      0.08269087
   1180.00000000	     42.35800000	      0.04115134	      0.03323163	      0.07289673	      0.08232200
   1181.00000000	     42.36000000	      0.04126781	      0.03354135	      0.07275930	      0.08194652
   1182.00000000	     42.36200000	      0.04137951	      0.03385678	      0.07262748	      0.08156514
   1183.00000000	     42.36400000	      0.04148634	      0.03417724	      0.07250142	      0.08117865
   1184.00000000	     42.36600000	      0.04158822	      0.03450188	      0.07238119	      0.08078804
   1185.00000000	     42.36800000	      0.04168506	      0.03482968	      0.07226691	      0.08039448
   1186.00000000	     42.37000000	      0.04177672	      0.03516019	      0.07215874	      0.07999848
   1187.00000000	     42.37200000	      0.04186315	      0.03549201	      0.07205674	      0.07960163
   1188.00000000	     42.37400000	      0.04194426	      0.03582410	      0.07196102	      0.07920514
   1189.00000000	     42.37600000	      0.04202000	      0.03615536	      0.07187163	      0.07881026
   1190.00000000	     42.37800000	      0.04209029	      0.03648473	      0.07178868	      0.07841817
   1191.00000000	     42.38000000	      0.04215509	      0.03681101	      0.07171220	      0.07803024
   1192.00000000	     42.38200000	      0.04221434	      0.03713313	      0.07164226	      0.07764770
   1193.00000000	     42.38400000	      0.04226802	      0.03745003	      0.07157891	      0.07727173
   1194.00000000	     42.38600000	      0.04231607	      0.03776077	      0.07152220	      0.07690338
   1195.00000000	     42.38800000	      0.04235852	      0.03806439	      0.07147209	      0.07654375
   1196.00000000	     42.39000000	      0.04239538	      0.03836003	      0.07142858	      0.07619382
   1197.00000000	     42.39200000	      0.04242665	      0.03864703	      0.07139167	      0.07585429
   1198.00000000	     42.39400000	      0.04245242	      0.03892465	      0.07136126	      0.07552603
   1199.00000000	     42.39600000	      0.04247272	      0.03919214	      0.07133729	      0.07520988
   1200.00000000	     42.39800000	      0.04248760	      0.03944927	      0.07131973	      0.07490609
   1201.00000000	     42.40000000	      0.04249710	      0.03969587	      0.07130852	      0.07461482
   1202.00000000	     42.40200000	      0.04250135	      0.03993151	      0.07130349	      0.07433655
   1203.00000000	     42.40400000	      0.04250041	      0.04015627	      0.07130460	      0.07407119
   1204.00000000	     42.40600000	      0.04249446	      0.04037002	      0.07131163	      0.07381887
   1205.00000000	     42.40800000	      0.04248353	      0.04057293	      0.07132454	      0.07357936
   1206.00000000	     42.41000000	      0.04246780	      0.04076509	      0.07134310	      0.07335257
   1207.00000000	     42.41200000	      0.04244742	      0.04094669	      0.07136716	      0.07313824
   1208.00000000	     42.41400000	      0.04242249	      0.04111815	      0.07139658	      0.07293590
   1209.00000000	     42.41600000	      0.04239321	      0.04127970	      0.07143114	      0.07274527
   1210.00000000	     42.41800000	      0.04235975	      0.04143167	      0.07147064	      0.07256593
   1211.00000000	     42.42000000	      0.04232227	      0.04157443	      0.07151487	      0.07239746
   1212.00000000	     42.42200000	      0.04228101	      0.04170830	      0.07156358	      0.07223948
   1213.00000000	     42.42400000	      0.04223607	      0.04183368	      0.07161661	      0.07209152
   1214.00000000	     42.42600000	      0.04218758	      0.04195098	      0.07167385	      0.07195308
   1215.00000000	     42.42800000	      0.04213578	      0.04206042	      0.07173499	      0.07182393
   1216.00000000	     42.43000000	      0.04208078	      0.04216231	      0.07179990	      0.07170367
   1217.00000000	     42.43200000	      0.04202274	      0.04225691	      0.07186839	      0.07159203
   1218.00000000	     42.43400000	      0.04196183	      0.04234440	      0.07194029	      0.07148876
   1219.00000000	     42.43600000	      0.04189813	      0.04242497	      0.07201546	      0.07139365
   1220.00000000	     42.43800000	      0.04183179	      0.04249869	      0.07209375	      0.07130664
   1221.00000000	     42.44000000	      0.04176290	      0.04256566	      0.07217504	      0.07122758
   1222.00000000	     42.44200000	      0.04169165	      0.04262574	      0.07225913	      0.07115666
   1223.00000000	     42.44400000	      0.04161802	      0.04267903	      0.07234602	      0.07109375
   1224.00000000	     42.44600000	      0.04154215	      0.04272532	      0.07243555	      0.07103910
   1225.00000000	     42.44800000	      0.04146413	      0.04276452	      0.07252762	      0.07099283
   1226.00000000	     42.45000000	      0.04138394	      0.04279659	      0.07262226	      0.07095496
   1227.00000000	     42.45200000	      0.04130172	      0.04282134	      0.07271927	      0.07092574
   1228.00000000	     42.45400000	      0.04121750	      0.04283867	      0.07281866	      0.07090528
   1229.00000000	     42.45600000	      0.04113141	      0.04284845	      0.07292026	      0.07089374
   1230.00000000	     42.45800000	      0.04104338	      0.04285058	      0.07302415	      0.07089122
   1231.00000000	     42.46000000	      0.04095361	      0.04284495	      0.07313008	      0.07089786
   1232.00000000	     42.46200000	      0.04086212	      0.04283161	      0.07323805	      0.07091362
   1233.00000000	     42.46400000	      0.04076902	      0.04281054	      0.07334792	      0.07093849
   1234.00000000	     42.46600000	      0.04067438	      0.04278178	      0.07345962	      0.07097245
   1235.00000000	     42.46800000	      0.04057834	      0.04274548	      0.07357298	      0.07101531
   1236.00000000	     42.47000000	      0.04048094	      0.04270181	      0.07368793	      0.07106686
   1237.00000000	     42.47200000	      0.04038226	      0.04265103	      0.07380441	      0.07112681
   1238.00000000	     42.47400000	      0.04028243	      0.04259349	      0.07392225	      0.07119473
   1239.00000000	     42.47600000	      0.04018145	      0.04252965	      0.07404146	      0.07127009
   1240.00000000	     42.47800000	      0.04007938	      0.04245995	      0.07416196	      0.07135236
   1241.00000000	     42.48000000	      0.03997618	      0.04238496	      0.07428381	      0.07144089
   1242.00000000	     42.48200000	      0.03987197	      0.04230531	      0.07440685	      0.07153489
   1243.00000000	     42.48400000	      0.03976673	      0.04222172	      0.07453112	      0.07163356
   1244.00000000	     42.48600000	      0.03966042	      0.04213490	      0.07465669	      0.07173603
   1245.00000000	     42.48800000	      0.03955292	      0.04204574	      0.07478365	      0.07184125
   1246.00000000	     42.49000000	      0.03944416	      0.04195506	      0.07491212	      0.07194828
   1247.00000000	     42.49200000	      0.03933405	      0.04186375	      0.07504221	      0.07205604
   1248.00000000	     42.49400000	      0.03922243	      0.04177271	      0.07517409	      0.07216347
   1249.00000000	     42.49600000	      0.03910916	      0.04168287	      0.07530795	      0.07226949
   1250.00000000	     42.49800000	      0.03899406	      0.04159511	      0.07544399	      0.07237306
   1251.00000000	     42.50000000	      0.03887695	      0.04151031	      0.07558243	      0.07247312
   1252.00000000	     42.50200000	      0.03875764	      0.04142929	      0.07572349	      0.07256874
   1253.00000000	     42.50400000	      0.03863594	      0.04135282	      0.07586741	      0.07265897
   1254.00000000	     42.50600000	      0.03851166	      0.04128159	      0.07601442	      0.07274304
   1255.00000000	     42.50800000	      0.03838461	      0.04121618	      0.07616473	      0.07282022
   1256.00000000	     42.51000000	      0.03825458	      0.04115710	      0.07631860	      0.07288994
   1257.00000000	     42.51200000	      0.03812143	      0.04110475	      0.07647621	      0.07295172
   1258.00000000	     42.51400000	      0.03798501	      0.04105936	      0.07663775	      0.07300528
   1259.00000000	     42.51600000	      0.03784519	      0.04102114	      0.07680336	      0.07305039
   1260.00000000	     42.51800000	      0.03770185	      0.04099007	      0.07697320	      0.07308706
   1261.00000000	     42.52000000	      0.03755492	      0.04096606	      0.07714735	      0.07311539
   1262.00000000	     42.52200000	      0.03740435	      0.04094889	      0.07732590	      0.07313565
   1263.00000000	     42.52400000	      0.03725006	      0.04093821	      0.07750892	      0.07314826
   1264.00000000	     42.52600000	      0.03709205	      0.04093352	      0.07769646	      0.07315379
   1265.00000000	     42.52800000	      0.03693030	      0.04093426	      0.07788853	      0.07315291
   1266.00000000	     42.53000000	      0.03676481	      0.04093973	      0.07808515	      0.07314646
   1267.00000000	     42.53200000	      0.03659558	      0.04094914	      0.07828631	      0.07313535
   1268.00000000	     42.53400000	      0.03642262	      0.04096161	      0.07849206	      0.07312064
   1269.00000000	     42.53600000	      0.03624591	      0.04097616	      0.07870241	      0.07310347
   1270.00000000	     42.53800000	      0.03606542	      0.04099179	      0.07891741	      0.07308502
   1271.00000000	     42.54000000	      0.03588114	      0.04100740	      0.07913711	      0.07306660
   1272.00000000	     42.54200000	      0.03569298	      0.04102189	      0.07936161	      0.07304951
   1273.00000000	     42.54400000	      0.03550087	      0.04103409	      0.07959105	      0.07303510
   1274.00000000	     42.54600000	      0.03530468	      0.04104285	      0.07982559	      0.07302477
   1275.00000000	     42.54800000	      0.03510425	      0.04104701	      0.08006545	      0.07301985
   1276.00000000	     42.55000000	      0.03489939	      0.04104544	      0.08031090	      0.07302171
   1277.00000000	     42.55200000	      0.03468986	      0.04103702	      0.08056225	      0.07303165
   1278.00000000	     42.55400000	      0.03447541	      0.04102071	      0.08081986	      0.07305090
   1279.00000000	     42.55600000	      0.03425572	      0.04099553	      0.08108414	      0.07308061
   1280.00000000	     42.55800000	      0.03403048	      0.04096059	      0.08135554	      0.07312185
   1281.00000000	     42.56000000	      0.03379934	      0.04091511	      0.08163452	      0.07317552
   1282.00000000	     42.56200000	      0.03356195	      0.04085844	      0.08192158	      0.07324240
   1283.00000000	     42.56400000	      0.03331795	      0.04079006	      0.08221724	      0.07332309
   1284.00000000	     42.56600000	      0.03306702	      0.04070963	      0.08252198	      0.07341801
   1285.00000000	     42.56800000	      0.03280884	      0.04061696	      0.08283629	      0.07352739
   1286.00000000	     42.57000000	      0.03254314	      0.04051206	      0.08316062	      0.07365120
   1287.00000000	     42.57200000	      0.03226972	      0.04039513	      0.08349536	      0.07378923
   1288.00000000	     42.57400000	      0.03198845	      0.04026655	      0.08384082	      0.07394100
