UNKNOWN
version=1
nRows=5001
nColumns=5
inDegrees=no
endheader
time	Coordinates(Deg.)	med_gas_l	soleus_l	tib_ant_l
    111.00000000	     40.22000000	      0.06857016	      0.03774587	      0.07692104
    112.00000000	     40.22200000	      0.06874476	      0.03793712	      0.07669447
    113.00000000	     40.22400000	      0.06892318	      0.03812889	      0.07646739
    114.00000000	     40.22600000	      0.06910474	      0.03832080	      0.07624024
    115.00000000	     40.22800000	      0.06928874	      0.03851248	      0.07601345
    116.00000000	     40.23000000	      0.06947454	      0.03870360	      0.07578739
    117.00000000	     40.23200000	      0.06966156	      0.03889389	      0.07556240
    118.00000000	     40.23400000	      0.06984926	      0.03908309	      0.07533876
    119.00000000	     40.23600000	      0.07003722	      0.03927099	      0.07511671
    120.00000000	     40.23800000	      0.07022490	      0.03945739	      0.07489650
    121.00000000	     40.24000000	      0.07041207	      0.03964214	      0.07467827
    122.00000000	     40.24200000	      0.07059846	      0.03982513	      0.07446217
    123.00000000	     40.24400000	      0.07078383	      0.04000625	      0.07424830
    124.00000000	     40.24600000	      0.07096799	      0.04018541	      0.07403678
    125.00000000	     40.24800000	      0.07115080	      0.04036255	      0.07382768
    126.00000000	     40.25000000	      0.07133211	      0.04053760	      0.07362106
    127.00000000	     40.25200000	      0.07151187	      0.04071052	      0.07341696
    128.00000000	     40.25400000	      0.07169016	      0.04088133	      0.07321538
    129.00000000	     40.25600000	      0.07186674	      0.04104996	      0.07301638
    130.00000000	     40.25800000	      0.07204185	      0.04121643	      0.07281992
    131.00000000	     40.26000000	      0.07221555	      0.04138079	      0.07262597
    132.00000000	     40.26200000	      0.07238778	      0.04154301	      0.07243454
    133.00000000	     40.26400000	      0.07255893	      0.04170317	      0.07224554
    134.00000000	     40.26600000	      0.07272893	      0.04186125	      0.07205898
    135.00000000	     40.26800000	      0.07289791	      0.04201730	      0.07187482
    136.00000000	     40.27000000	      0.07306619	      0.04217139	      0.07169296
    137.00000000	     40.27200000	      0.07323380	      0.04232352	      0.07151340
    138.00000000	     40.27400000	      0.07340072	      0.04247368	      0.07133616
    139.00000000	     40.27600000	      0.07356727	      0.04262194	      0.07116114
    140.00000000	     40.27800000	      0.07373356	      0.04276833	      0.07098833
    141.00000000	     40.28000000	      0.07389958	      0.04291282	      0.07081774
    142.00000000	     40.28200000	      0.07406564	      0.04305548	      0.07064929
    143.00000000	     40.28400000	      0.07423178	      0.04319629	      0.07048300
    144.00000000	     40.28600000	      0.07439799	      0.04333521	      0.07031893
    145.00000000	     40.28800000	      0.07456435	      0.04347223	      0.07015709
    146.00000000	     40.29000000	      0.07473092	      0.04360732	      0.06999750
    147.00000000	     40.29200000	      0.07489770	      0.04374045	      0.06984021
    148.00000000	     40.29400000	      0.07506473	      0.04387158	      0.06968526
    149.00000000	     40.29600000	      0.07523198	      0.04400068	      0.06953269
    150.00000000	     40.29800000	      0.07539943	      0.04412769	      0.06938257
    151.00000000	     40.30000000	      0.07556712	      0.04425258	      0.06923493
    152.00000000	     40.30200000	      0.07573492	      0.04437530	      0.06908984
    153.00000000	     40.30400000	      0.07590277	      0.04449578	      0.06894737
    154.00000000	     40.30600000	      0.07607062	      0.04461399	      0.06880756
    155.00000000	     40.30800000	      0.07623836	      0.04472987	      0.06867049
    156.00000000	     40.31000000	      0.07640594	      0.04484338	      0.06853620
    157.00000000	     40.31200000	      0.07657328	      0.04495447	      0.06840475
    158.00000000	     40.31400000	      0.07674035	      0.04506312	      0.06827618
    159.00000000	     40.31600000	      0.07690688	      0.04516924	      0.06815057
    160.00000000	     40.31800000	      0.07707298	      0.04527282	      0.06802794
    161.00000000	     40.32000000	      0.07723860	      0.04537384	      0.06790833
    162.00000000	     40.32200000	      0.07740312	      0.04547215	      0.06779192
    163.00000000	     40.32400000	      0.07756719	      0.04556784	      0.06767858
    164.00000000	     40.32600000	      0.07773049	      0.04566083	      0.06756843
    165.00000000	     40.32800000	      0.07789288	      0.04575107	      0.06746152
    166.00000000	     40.33000000	      0.07805453	      0.04583857	      0.06735784
    167.00000000	     40.33200000	      0.07821548	      0.04592333	      0.06725738
    168.00000000	     40.33400000	      0.07837517	      0.04600521	      0.06716034
    169.00000000	     40.33600000	      0.07853386	      0.04608424	      0.06706665
    170.00000000	     40.33800000	      0.07869139	      0.04616037	      0.06697639
    171.00000000	     40.34000000	      0.07884783	      0.04623362	      0.06688953
    172.00000000	     40.34200000	      0.07900287	      0.04630392	      0.06680615
    173.00000000	     40.34400000	      0.07915656	      0.04637129	      0.06672626
    174.00000000	     40.34600000	      0.07930879	      0.04643569	      0.06664985
    175.00000000	     40.34800000	      0.07945940	      0.04649714	      0.06657695
    176.00000000	     40.35000000	      0.07960895	      0.04655575	      0.06650741
    177.00000000	     40.35200000	      0.07975662	      0.04661138	      0.06644140
    178.00000000	     40.35400000	      0.07990284	      0.04666414	      0.06637877
    179.00000000	     40.35600000	      0.08004777	      0.04671412	      0.06631946
    180.00000000	     40.35800000	      0.08019085	      0.04676122	      0.06626355
    181.00000000	     40.36000000	      0.08033239	      0.04680556	      0.06621091
    182.00000000	     40.36200000	      0.08047257	      0.04684719	      0.06616149
    183.00000000	     40.36400000	      0.08061115	      0.04688610	      0.06611529
    184.00000000	     40.36600000	      0.08074802	      0.04692230	      0.06607230
    185.00000000	     40.36800000	      0.08088283	      0.04695575	      0.06603258
    186.00000000	     40.37000000	      0.08101582	      0.04698652	      0.06599603
    187.00000000	     40.37200000	      0.08114675	      0.04701459	      0.06596269
    188.00000000	     40.37400000	      0.08127541	      0.04703993	      0.06593260
    189.00000000	     40.37600000	      0.08140164	      0.04706252	      0.06590577
    190.00000000	     40.37800000	      0.08152542	      0.04708235	      0.06588221
    191.00000000	     40.38000000	      0.08164607	      0.04709933	      0.06586204
    192.00000000	     40.38200000	      0.08176384	      0.04711346	      0.06584526
    193.00000000	     40.38400000	      0.08187841	      0.04712468	      0.06583192
    194.00000000	     40.38600000	      0.08198955	      0.04713295	      0.06582210
    195.00000000	     40.38800000	      0.08209701	      0.04713821	      0.06581585
    196.00000000	     40.39000000	      0.08220057	      0.04714040	      0.06581325
    197.00000000	     40.39200000	      0.08229986	      0.04713943	      0.06581440
    198.00000000	     40.39400000	      0.08239496	      0.04713530	      0.06581931
    199.00000000	     40.39600000	      0.08248556	      0.04712794	      0.06582805
    200.00000000	     40.39800000	      0.08257170	      0.04711732	      0.06584067
    201.00000000	     40.40000000	      0.08265328	      0.04710341	      0.06585719
    202.00000000	     40.40200000	      0.08273009	      0.04708615	      0.06587770
    203.00000000	     40.40400000	      0.08280195	      0.04706547	      0.06590226
    204.00000000	     40.40600000	      0.08286890	      0.04704136	      0.06593090
    205.00000000	     40.40800000	      0.08293099	      0.04701379	      0.06596365
    206.00000000	     40.41000000	      0.08298809	      0.04698270	      0.06600057
    207.00000000	     40.41200000	      0.08304026	      0.04694809	      0.06604168
    208.00000000	     40.41400000	      0.08308745	      0.04690990	      0.06608702
    209.00000000	     40.41600000	      0.08312960	      0.04686810	      0.06613666
    210.00000000	     40.41800000	      0.08316687	      0.04682266	      0.06619061
    211.00000000	     40.42000000	      0.08319923	      0.04677354	      0.06624892
    212.00000000	     40.42200000	      0.08322674	      0.04672072	      0.06631162
    213.00000000	     40.42400000	      0.08324943	      0.04666415	      0.06637877
    214.00000000	     40.42600000	      0.08326733	      0.04660379	      0.06645041
    215.00000000	     40.42800000	      0.08328045	      0.04653960	      0.06652657
    216.00000000	     40.43000000	      0.08328873	      0.04647155	      0.06660732
    217.00000000	     40.43200000	      0.08329223	      0.04639959	      0.06669268
    218.00000000	     40.43400000	      0.08329089	      0.04632371	      0.06678269
    219.00000000	     40.43600000	      0.08328472	      0.04624386	      0.06687738
    220.00000000	     40.43800000	      0.08327365	      0.04616004	      0.06697678
    221.00000000	     40.44000000	      0.08325758	      0.04607221	      0.06708092
    222.00000000	     40.44200000	      0.08323649	      0.04598037	      0.06718978
    223.00000000	     40.44400000	      0.08321033	      0.04588453	      0.06730337
    224.00000000	     40.44600000	      0.08317897	      0.04578470	      0.06742167
    225.00000000	     40.44800000	      0.08314239	      0.04568093	      0.06754462
    226.00000000	     40.45000000	      0.08310049	      0.04557324	      0.06767218
    227.00000000	     40.45200000	      0.08305313	      0.04546171	      0.06780428
    228.00000000	     40.45400000	      0.08300015	      0.04534640	      0.06794082
    229.00000000	     40.45600000	      0.08294155	      0.04522742	      0.06808169
    230.00000000	     40.45800000	      0.08287716	      0.04510488	      0.06822674
    231.00000000	     40.46000000	      0.08280689	      0.04497891	      0.06837584
    232.00000000	     40.46200000	      0.08273061	      0.04484964	      0.06852879
    233.00000000	     40.46400000	      0.08264823	      0.04471726	      0.06868541
    234.00000000	     40.46600000	      0.08255968	      0.04458193	      0.06884548
    235.00000000	     40.46800000	      0.08246478	      0.04444383	      0.06900880
    236.00000000	     40.47000000	      0.08236332	      0.04430311	      0.06917519
    237.00000000	     40.47200000	      0.08225529	      0.04416000	      0.06934437
    238.00000000	     40.47400000	      0.08214065	      0.04401470	      0.06951612
    239.00000000	     40.47600000	      0.08201919	      0.04386737	      0.06969023
    240.00000000	     40.47800000	      0.08189081	      0.04371820	      0.06986650
    241.00000000	     40.48000000	      0.08175535	      0.04356734	      0.07004473
    242.00000000	     40.48200000	      0.08161265	      0.04341493	      0.07022477
    243.00000000	     40.48400000	      0.08146258	      0.04326108	      0.07040648
    244.00000000	     40.48600000	      0.08130490	      0.04310588	      0.07058977
    245.00000000	     40.48800000	      0.08113940	      0.04294937	      0.07077458
    246.00000000	     40.49000000	      0.08096588	      0.04279157	      0.07096089
    247.00000000	     40.49200000	      0.08078403	      0.04263244	      0.07114875
    248.00000000	     40.49400000	      0.08059361	      0.04247193	      0.07133822
    249.00000000	     40.49600000	      0.08039427	      0.04230992	      0.07152945
    250.00000000	     40.49800000	      0.08018565	      0.04214624	      0.07172264
    251.00000000	     40.50000000	      0.07996737	      0.04198067	      0.07191805
    252.00000000	     40.50200000	      0.07973901	      0.04181295	      0.07211598
    253.00000000	     40.50400000	      0.07950009	      0.04164276	      0.07231682
    254.00000000	     40.50600000	      0.07925014	      0.04146973	      0.07252101
    255.00000000	     40.50800000	      0.07898864	      0.04129346	      0.07272903
    256.00000000	     40.51000000	      0.07871502	      0.04111347	      0.07294143
    257.00000000	     40.51200000	      0.07842874	      0.04092927	      0.07315881
    258.00000000	     40.51400000	      0.07812922	      0.04074032	      0.07338180
    259.00000000	     40.51600000	      0.07781584	      0.04054607	      0.07361106
    260.00000000	     40.51800000	      0.07748799	      0.04034593	      0.07384730
    261.00000000	     40.52000000	      0.07714509	      0.04013931	      0.07409121
    262.00000000	     40.52200000	      0.07678655	      0.03992562	      0.07434351
    263.00000000	     40.52400000	      0.07641186	      0.03970426	      0.07460490
    264.00000000	     40.52600000	      0.07602043	      0.03947467	      0.07487608
    265.00000000	     40.52800000	      0.07561189	      0.03923632	      0.07515768
    266.00000000	     40.53000000	      0.07518587	      0.03898871	      0.07545031
    267.00000000	     40.53200000	      0.07474204	      0.03873142	      0.07575450
    268.00000000	     40.53400000	      0.07428019	      0.03846407	      0.07607072
    269.00000000	     40.53600000	      0.07380019	      0.03818637	      0.07639935
    270.00000000	     40.53800000	      0.07330205	      0.03789813	      0.07674065
    271.00000000	     40.54000000	      0.07278590	      0.03759925	      0.07709480
    272.00000000	     40.54200000	      0.07225197	      0.03728976	      0.07746183
    273.00000000	     40.54400000	      0.07170057	      0.03696978	      0.07784164
    274.00000000	     40.54600000	      0.07113202	      0.03663958	      0.07823401
    275.00000000	     40.54800000	      0.07054691	      0.03629956	      0.07863854
    276.00000000	     40.55000000	      0.06994591	      0.03595023	      0.07905471
    277.00000000	     40.55200000	      0.06932994	      0.03559229	      0.07948184
    278.00000000	     40.55400000	      0.06869995	      0.03522651	      0.07991910
    279.00000000	     40.55600000	      0.06805709	      0.03485382	      0.08036554
    280.00000000	     40.55800000	      0.06740266	      0.03447527	      0.08082003
    281.00000000	     40.56000000	      0.06673806	      0.03409203	      0.08128133
    282.00000000	     40.56200000	      0.06606491	      0.03370536	      0.08174810
    283.00000000	     40.56400000	      0.06538470	      0.03331659	      0.08221889
    284.00000000	     40.56600000	      0.06469905	      0.03292710	      0.08269221
    285.00000000	     40.56800000	      0.06400976	      0.03253837	      0.08316645
    286.00000000	     40.57000000	      0.06331866	      0.03215189	      0.08363994
    287.00000000	     40.57200000	      0.06262761	      0.03176918	      0.08411098
    288.00000000	     40.57400000	      0.06193865	      0.03139177	      0.08457783
    289.00000000	     40.57600000	      0.06125383	      0.03102118	      0.08503872
    290.00000000	     40.57800000	      0.06057520	      0.03065891	      0.08549187
    291.00000000	     40.58000000	      0.05990480	      0.03030640	      0.08593553
    292.00000000	     40.58200000	      0.05924455	      0.02996501	      0.08636799
    293.00000000	     40.58400000	      0.05859636	      0.02963605	      0.08678757
    294.00000000	     40.58600000	      0.05796201	      0.02932069	      0.08719267
    295.00000000	     40.58800000	      0.05734331	      0.02902005	      0.08758171
    296.00000000	     40.59000000	      0.05674196	      0.02873514	      0.08795319
    297.00000000	     40.59200000	      0.05615974	      0.02846691	      0.08830560
    298.00000000	     40.59400000	      0.05559787	      0.02821607	      0.08863772
    299.00000000	     40.59600000	      0.05505775	      0.02798331	      0.08894826
    300.00000000	     40.59800000	      0.05454068	      0.02776920	      0.08923607
    301.00000000	     40.60000000	      0.05404784	      0.02757422	      0.08950008
    302.00000000	     40.60200000	      0.05358047	      0.02739875	      0.08973933
    303.00000000	     40.60400000	      0.05314018	      0.02724320	      0.08995280
    304.00000000	     40.60600000	      0.05272760	      0.02710768	      0.09013991
    305.00000000	     40.60800000	      0.05234371	      0.02699235	      0.09030000
    306.00000000	     40.61000000	      0.05198943	      0.02689729	      0.09043256
    307.00000000	     40.61200000	      0.05136333	      0.02682253	      0.09053722
    308.00000000	     40.61400000	      0.05106794	      0.02676808	      0.09061367
    309.00000000	     40.61600000	      0.05080116	      0.02673385	      0.09066182
    310.00000000	     40.61800000	      0.05056316	      0.02671969	      0.09068177
    311.00000000	     40.62000000	      0.05035409	      0.02672543	      0.09067369
    312.00000000	     40.62200000	      0.05017380	      0.02675080	      0.09063797
    313.00000000	     40.62400000	      0.05002217	      0.02679555	      0.09057507
    314.00000000	     40.62600000	      0.04989869	      0.02685931	      0.09048568
    315.00000000	     40.62800000	      0.04980296	      0.02694171	      0.09037054
    316.00000000	     40.63000000	      0.04973431	      0.02704231	      0.09023055
    317.00000000	     40.63200000	      0.04969199	      0.02716062	      0.09006670
    318.00000000	     40.63400000	      0.04967511	      0.02729608	      0.08988009
    319.00000000	     40.63600000	      0.04968268	      0.02744808	      0.08967191
    320.00000000	     40.63800000	      0.04971359	      0.02761596	      0.08944340
    321.00000000	     40.64000000	      0.04976669	      0.02779901	      0.08919587
    322.00000000	     40.64200000	      0.04984088	      0.02799650	      0.08893059
    323.00000000	     40.64400000	      0.04993499	      0.02820765	      0.08864891
    324.00000000	     40.64600000	      0.05004782	      0.02843166	      0.08835213
    325.00000000	     40.64800000	      0.05017822	      0.02866772	      0.08804152
    326.00000000	     40.65000000	      0.05032496	      0.02891499	      0.08771836
    327.00000000	     40.65200000	      0.05048694	      0.02917267	      0.08738385
    328.00000000	     40.65400000	      0.05066306	      0.02943992	      0.08703916
    329.00000000	     40.65600000	      0.05085227	      0.02971591	      0.08668543
    330.00000000	     40.65800000	      0.05105359	      0.02999985	      0.08632373
    331.00000000	     40.66000000	      0.05126615	      0.03029094	      0.08595505
    332.00000000	     40.66200000	      0.05148900	      0.03058839	      0.08558040
    333.00000000	     40.66400000	      0.05172135	      0.03089144	      0.08520069
    334.00000000	     40.66600000	      0.05196231	      0.03119932	      0.08481684
    335.00000000	     40.66800000	      0.05221106	      0.03151127	      0.08442974
    336.00000000	     40.67000000	      0.05246683	      0.03182655	      0.08404022
    337.00000000	     40.67200000	      0.05272880	      0.03214440	      0.08364914
    338.00000000	     40.67400000	      0.05299629	      0.03246412	      0.08325725
    339.00000000	     40.67600000	      0.05326842	      0.03278496	      0.08286541
    340.00000000	     40.67800000	      0.05354451	      0.03310620	      0.08247435
    341.00000000	     40.68000000	      0.05382385	      0.03342715	      0.08208484
    342.00000000	     40.68200000	      0.05410565	      0.03374710	      0.08169765
    343.00000000	     40.68400000	      0.05438939	      0.03406540	      0.08131343
    344.00000000	     40.68600000	      0.05467419	      0.03438132	      0.08093300
    345.00000000	     40.68800000	      0.05495944	      0.03469423	      0.08055701
    346.00000000	     40.69000000	      0.05524461	      0.03500353	      0.08018609
    347.00000000	     40.69200000	      0.05552912	      0.03530860	      0.07982089
    348.00000000	     40.69400000	      0.05581198	      0.03560873	      0.07946221
    349.00000000	     40.69600000	      0.05609315	      0.03590351	      0.07911043
    350.00000000	     40.69800000	      0.05637207	      0.03619240	      0.07876613
    351.00000000	     40.70000000	      0.05664835	      0.03647494	      0.07842982
    352.00000000	     40.70200000	      0.05692190	      0.03675077	      0.07810183
    353.00000000	     40.70400000	      0.05719193	      0.03701935	      0.07778277
    354.00000000	     40.70600000	      0.05745814	      0.03728034	      0.07747300
    355.00000000	     40.70800000	      0.05772058	      0.03753351	      0.07717274
    356.00000000	     40.71000000	      0.05797874	      0.03777852	      0.07688235
    357.00000000	     40.71200000	      0.05823237	      0.03801515	      0.07660206
    358.00000000	     40.71400000	      0.05848139	      0.03824327	      0.07633199
    359.00000000	     40.71600000	      0.05872573	      0.03846281	      0.07607220
    360.00000000	     40.71800000	      0.05896552	      0.03867378	      0.07582266
    361.00000000	     40.72000000	      0.05920077	      0.03887622	      0.07558329
    362.00000000	     40.72200000	      0.05943169	      0.03907026	      0.07535392
    363.00000000	     40.72400000	      0.05965865	      0.03925615	      0.07513425
    364.00000000	     40.72600000	      0.05988186	      0.03943408	      0.07492403
    365.00000000	     40.72800000	      0.06010162	      0.03960433	      0.07472293
    366.00000000	     40.73000000	      0.06031845	      0.03976728	      0.07453048
    367.00000000	     40.73200000	      0.06053279	      0.03992329	      0.07434625
    368.00000000	     40.73400000	      0.06074502	      0.04007275	      0.07416979
    369.00000000	     40.73600000	      0.06095573	      0.04021608	      0.07400058
    370.00000000	     40.73800000	      0.06116508	      0.04035361	      0.07383823
    371.00000000	     40.74000000	      0.06137382	      0.04048581	      0.07368218
    372.00000000	     40.74200000	      0.06158226	      0.04061305	      0.07353200
    373.00000000	     40.74400000	      0.06179085	      0.04073570	      0.07338725
    374.00000000	     40.74600000	      0.06199994	      0.04085409	      0.07324753
    375.00000000	     40.74800000	      0.06220991	      0.04096856	      0.07311244
    376.00000000	     40.75000000	      0.06242094	      0.04107934	      0.07298170
    377.00000000	     40.75200000	      0.06263344	      0.04118673	      0.07285498
    378.00000000	     40.75400000	      0.06284744	      0.04129088	      0.07273207
    379.00000000	     40.75600000	      0.06306345	      0.04139203	      0.07261271
    380.00000000	     40.75800000	      0.06328142	      0.04149026	      0.07249679
    381.00000000	     40.76000000	      0.06350168	      0.04158573	      0.07238413
    382.00000000	     40.76200000	      0.06372411	      0.04167843	      0.07227473
    383.00000000	     40.76400000	      0.06394874	      0.04176836	      0.07216860
    384.00000000	     40.76600000	      0.06417557	      0.04185553	      0.07206574
    385.00000000	     40.76800000	      0.06440458	      0.04193988	      0.07196619
    386.00000000	     40.77000000	      0.06463600	      0.04202143	      0.07186994
    387.00000000	     40.77200000	      0.06486940	      0.04210000	      0.07177722
    388.00000000	     40.77400000	      0.06510490	      0.04217555	      0.07168805
    389.00000000	     40.77600000	      0.06534215	      0.04224787	      0.07160269
    390.00000000	     40.77800000	      0.06558127	      0.04231693	      0.07152118
    391.00000000	     40.78000000	      0.06582234	      0.04238266	      0.07144360
    392.00000000	     40.78200000	      0.06606487	      0.04244481	      0.07137023
    393.00000000	     40.78400000	      0.06630911	      0.04250338	      0.07130111
    394.00000000	     40.78600000	      0.06655488	      0.04255820	      0.07123640
