UNKNOWN
version=1
nRows=5001
nColumns=5
inDegrees=no
endheader
time	Coordinates(Deg.)	med_gas_l	soleus_l	tib_ant_l
     42.00000000	     40.08200000	      0.07395563	      0.03852132	      0.07600299
     43.00000000	     40.08400000	      0.07403573	      0.03857856	      0.07593528
     44.00000000	     40.08600000	      0.07411512	      0.03863463	      0.07586896
     45.00000000	     40.08800000	      0.07419403	      0.03868959	      0.07580397
     46.00000000	     40.09000000	      0.07427255	      0.03874345	      0.07574028
     47.00000000	     40.09200000	      0.07435085	      0.03879626	      0.07567783
     48.00000000	     40.09400000	      0.07442902	      0.03884807	      0.07561658
     49.00000000	     40.09600000	      0.07450710	      0.03889890	      0.07555648
     50.00000000	     40.09800000	      0.07458519	      0.03894882	      0.07549746
     51.00000000	     40.10000000	      0.07466351	      0.03899789	      0.07543946
     52.00000000	     40.10200000	      0.07474208	      0.03904616	      0.07538241
     53.00000000	     40.10400000	      0.07482100	      0.03909367	      0.07532625
