UNKNOWN
version=1
nRows=1928
nColumns=8
inDegrees=no
endheader
time	Coordinates(Deg.)	lat_gas_l	lat_gas_r	soleus_l	soleus_r	tib_ant_l	tib_ant_r
    501.00000000	      5.01000000	      0.05931974	      0.05844085	      0.04957918	      0.04672765	      0.06290743	      0.06630340
    502.00000000	      5.02000000	      0.05886023	      0.05761626	      0.04955064	      0.04632748	      0.06294155	      0.06677821
    503.00000000	      5.03000000	      0.05829510	      0.05613771	      0.04952632	      0.04541523	      0.06297062	      0.06785933
    504.00000000	      5.04000000	      0.05762344	      0.05427967	      0.04948218	      0.04413561	      0.06302336	      0.06937321
    505.00000000	      5.05000000	      0.05661263	      0.05269081	      0.04912577	      0.04301809	      0.06344906	      0.07069343
    506.00000000	      5.06000000	      0.05531891	      0.05150914	      0.04856003	      0.04227920	      0.06412394	      0.07156572
    507.00000000	      5.07000000	      0.05393684	      0.05081388	      0.04794970	      0.04215080	      0.06485091	      0.07171727
    508.00000000	      5.08000000	      0.05216588	      0.05035471	      0.04703087	      0.04239921	      0.06594336	      0.07142407
    509.00000000	      5.09000000	      0.04972862	      0.05025993	      0.04556654	      0.04297287	      0.06768013	      0.07074683
    510.00000000	      5.10000000	      0.04688663	      0.05043543	      0.04374415	      0.04359731	      0.06983583	      0.07000933
    511.00000000	      5.11000000	      0.04383909	      0.05069902	      0.04165625	      0.04403265	      0.07230091	      0.06949490
    512.00000000	      5.12000000	      0.04052781	      0.05097301	      0.03926903	      0.04430297	      0.07511903	      0.06917535
    513.00000000	      5.13000000	      0.03665129	      0.05117842	      0.03647419	      0.04440502	      0.07843070	      0.06905470
    514.00000000	      5.14000000	      0.03207284	      0.05154582	      0.03325708	      0.04459945	      0.08229110	      0.06882475
    515.00000000	      5.15000000	      0.02737342	      0.05219244	      0.03021701	      0.04504805	      0.08604848	      0.06829401
    516.00000000	      5.16000000	      0.02347849	      0.05271175	      0.02800346	      0.04546496	      0.08892128	      0.06780043
    517.00000000	      5.17000000	      0.02077437	      0.05297820	      0.02670533	      0.04573142	      0.09070201	      0.06748480
    518.00000000	      5.18000000	      0.01937998	      0.05323092	      0.02625233	      0.04586755	      0.09134809	      0.06732350
    519.00000000	      5.19000000	      0.01972070	      0.05368074	      0.02694191	      0.04617099	      0.09037027	      0.06696380
    520.00000000	      5.20000000	      0.02131323	      0.05407172	      0.02857626	      0.04647153	      0.08816160	      0.06660734
    521.00000000	      5.21000000	      0.02303103	      0.05432935	      0.03035023	      0.04662031	      0.08588020	      0.06643080
    522.00000000	      5.22000000	      0.02419332	      0.05455416	      0.03159452	      0.04669370	      0.08432672	      0.06634370
    523.00000000	      5.23000000	      0.02490561	      0.05487256	      0.03233201	      0.04682799	      0.08341900	      0.06618428
    524.00000000	      5.24000000	      0.02551135	      0.05521498	      0.03295969	      0.04696670	      0.08265254	      0.06601957
    525.00000000	      5.25000000	      0.02616079	      0.05545866	      0.03363330	      0.04701770	      0.08183525	      0.06595900
    526.00000000	      5.26000000	      0.02695456	      0.05554561	      0.03439510	      0.04694280	      0.08091643	      0.06604795
    527.00000000	      5.27000000	      0.02831893	      0.05580015	      0.03559112	      0.04704076	      0.07948323	      0.06593162
    528.00000000	      5.28000000	      0.02990123	      0.05621010	      0.03694929	      0.04732727	      0.07786598	      0.06559119
    529.00000000	      5.29000000	      0.03132834	      0.05675848	      0.03813838	      0.04776632	      0.07645615	      0.06506913
    530.00000000	      5.30000000	      0.03249014	      0.05715779	      0.03904052	      0.04796359	      0.07538907	      0.06483437
    531.00000000	      5.31000000	      0.03308904	      0.05736839	      0.03940025	      0.04791816	      0.07496400	      0.06488845
    532.00000000	      5.32000000	      0.03339394	      0.05777026	      0.03944394	      0.04809512	      0.07491238	      0.06467779
    533.00000000	      5.33000000	      0.03387039	      0.05824517	      0.03958042	      0.04832309	      0.07475117	      0.06440629
    534.00000000	      5.34000000	      0.03469205	      0.05878191	      0.03995558	      0.04864209	      0.07430813	      0.06402611
    535.00000000	      5.35000000	      0.03585299	      0.05921845	      0.04056628	      0.04891940	      0.07358721	      0.06369537
    536.00000000	      5.36000000	      0.03744348	      0.05932051	      0.04150349	      0.04891167	      0.07248117	      0.06370459
    537.00000000	      5.37000000	      0.03871801	      0.05947035	      0.04207139	      0.04894474	      0.07181098	      0.06366512
    538.00000000	      5.38000000	      0.03949792	      0.05981420	      0.04210259	      0.04914582	      0.07177416	      0.06342512
    539.00000000	      5.39000000	      0.04003795	      0.06023799	      0.04182982	      0.04941518	      0.07209608	      0.06310343
    540.00000000	      5.40000000	      0.04044545	      0.06051263	      0.04138241	      0.04952078	      0.07262406	      0.06297724
    541.00000000	      5.41000000	      0.04126222	      0.06088306	      0.04122904	      0.04978947	      0.07280504	      0.06265600
    542.00000000	      5.42000000	      0.04201318	      0.06112105	      0.04094059	      0.05002610	      0.07314544	      0.06238097
    543.00000000	      5.43000000	      0.04265803	      0.06147883	      0.04043641	      0.05035111	      0.07374049	      0.06198843
    544.00000000	      5.44000000	      0.04381222	      0.06184602	      0.04034803	      0.05065044	      0.07384482	      0.06162639
    545.00000000	      5.45000000	      0.04491177	      0.06199259	      0.04017919	      0.05074853	      0.07404413	      0.06150763
    546.00000000	      5.46000000	      0.04537000	      0.06193078	      0.03938652	      0.05071937	      0.07498022	      0.06154294
    547.00000000	      5.47000000	      0.04581417	      0.06209478	      0.03857696	      0.05106178	      0.07593718	      0.06112801
    548.00000000	      5.48000000	      0.04649240	      0.06231006	      0.03809445	      0.05141834	      0.07650817	      0.06069517
    549.00000000	      5.49000000	      0.04710625	      0.06238954	      0.03772526	      0.05154719	      0.07694546	      0.06053856
    550.00000000	      5.50000000	      0.04767606	      0.06255923	      0.03747350	      0.05173867	      0.07724389	      0.06030562
    551.00000000	      5.51000000	      0.04813180	      0.06269172	      0.03726149	      0.05192144	      0.07749536	      0.06008306
    552.00000000	      5.52000000	      0.04850601	      0.06280225	      0.03715451	      0.05211887	      0.07762232	      0.05984239
    553.00000000	      5.53000000	      0.04893007	      0.06290665	      0.03729190	      0.05236884	      0.07745928	      0.05953728
    554.00000000	      5.54000000	      0.04933076	      0.06286081	      0.03757704	      0.05257333	      0.07712113	      0.05928737
    555.00000000	      5.55000000	      0.04951415	      0.06266812	      0.03777395	      0.05269829	      0.07688776	      0.05913449
    556.00000000	      5.56000000	      0.04932996	      0.06243016	      0.03769226	      0.05277053	      0.07698456	      0.05904607
    557.00000000	      5.57000000	      0.04901273	      0.06217299	      0.03758099	      0.05283929	      0.07711645	      0.05896187
    558.00000000	      5.58000000	      0.04888266	      0.06181428	      0.03778833	      0.05289104	      0.07687073	      0.05889848
    559.00000000	      5.59000000	      0.04892309	      0.06133375	      0.03830093	      0.05289171	      0.07626375	      0.05889765
    560.00000000	      5.60000000	      0.04833113	      0.06062771	      0.03838443	      0.05271449	      0.07616494	      0.05911467
    561.00000000	      5.61000000	      0.04680099	      0.05984193	      0.03752998	      0.05245676	      0.07717692	      0.05942988
    562.00000000	      5.62000000	      0.04544740	      0.05907459	      0.03635612	      0.05224698	      0.07857121	      0.05968608
    563.00000000	      5.63000000	      0.04488585	      0.05805103	      0.03547336	      0.05182582	      0.07962392	      0.06019952
    564.00000000	      5.64000000	      0.04453275	      0.05682972	      0.03503144	      0.05127749	      0.08015265	      0.06086625
    565.00000000	      5.65000000	      0.04362579	      0.05549910	      0.03469807	      0.05070983	      0.08055240	      0.06155449
    566.00000000	      5.66000000	      0.04275321	      0.05370328	      0.03472068	      0.04973483	      0.08052526	      0.06272134
    567.00000000	      5.67000000	      0.04291088	      0.05159037	      0.03544542	      0.04845153	      0.07965731	      0.06425326
    568.00000000	      5.68000000	      0.04322686	      0.04915473	      0.03594055	      0.04684892	      0.07906625	      0.06615943
    569.00000000	      5.69000000	      0.04350812	      0.04644969	      0.03624031	      0.04499137	      0.07870908	      0.06836109
    570.00000000	      5.70000000	      0.04392146	      0.04347211	      0.03666907	      0.04285886	      0.07819894	      0.07088145
    571.00000000	      5.71000000	      0.04436075	      0.04003195	      0.03705567	      0.04019780	      0.07773964	      0.07402216
    572.00000000	      5.72000000	      0.04469865	      0.03667849	      0.03724797	      0.03746114	      0.07751140	      0.07725855
    573.00000000	      5.73000000	      0.04530263	      0.03436322	      0.03764893	      0.03573551	      0.07703592	      0.07931085
    574.00000000	      5.74000000	      0.04623991	      0.03285913	      0.03837220	      0.03512252	      0.07617942	      0.08004358
    575.00000000	      5.75000000	      0.04678931	      0.03221210	      0.03876002	      0.03542258	      0.07572068	      0.07968462
    576.00000000	      5.76000000	      0.04706634	      0.03274362	      0.03890442	      0.03670481	      0.07554996	      0.07815646
    577.00000000	      5.77000000	      0.04740678	      0.03388615	      0.03907790	      0.03841113	      0.07534489	      0.07613335
    578.00000000	      5.78000000	      0.04754034	      0.03490398	      0.03906368	      0.03984253	      0.07536170	      0.07444162
    579.00000000	      5.79000000	      0.04766631	      0.03514449	      0.03909034	      0.04039039	      0.07533020	      0.07379482
    580.00000000	      5.80000000	      0.04841933	      0.03512045	      0.03968235	      0.04055728	      0.07463078	      0.07359783
    581.00000000	      5.81000000	      0.04893232	      0.03528012	      0.03999565	      0.04084374	      0.07426082	      0.07325975
    582.00000000	      5.82000000	      0.04912056	      0.03575874	      0.03993367	      0.04141998	      0.07433400	      0.07257972
    583.00000000	      5.83000000	      0.04963596	      0.03645616	      0.04009847	      0.04211982	      0.07413942	      0.07175382
    584.00000000	      5.84000000	      0.04993465	      0.03712553	      0.04016708	      0.04270984	      0.07405843	      0.07105738
    585.00000000	      5.85000000	      0.05024448	      0.03790887	      0.04042856	      0.04336417	      0.07374976	      0.07028473
    586.00000000	      5.86000000	      0.05049868	      0.03884041	      0.04067395	      0.04412826	      0.07346013	      0.06938189
    587.00000000	      5.87000000	      0.05054517	      0.03990421	      0.04055408	      0.04493196	      0.07360161	      0.06843138
    588.00000000	      5.88000000	      0.05101101	      0.04083316	      0.04058357	      0.04551257	      0.07356680	      0.06774404
    589.00000000	      5.89000000	      0.05149307	      0.04171967	      0.04062869	      0.04600886	      0.07351354	      0.06715602
    590.00000000	      5.90000000	      0.05186198	      0.04274974	      0.04078359	      0.04664152	      0.07333073	      0.06640563
    591.00000000	      5.91000000	      0.05217594	      0.04378740	      0.04102080	      0.04725864	      0.07305079	      0.06567276
    592.00000000	      5.92000000	      0.05261401	      0.04482416	      0.04135114	      0.04779128	      0.07266095	      0.06503943
    593.00000000	      5.93000000	      0.05337564	      0.04593800	      0.04189774	      0.04833892	      0.07201592	      0.06438744
    594.00000000	      5.94000000	      0.05404202	      0.04694577	      0.04233033	      0.04873867	      0.07150537	      0.06391095
    595.00000000	      5.95000000	      0.05425614	      0.04780691	      0.04239692	      0.04891069	      0.07142676	      0.06370575
    596.00000000	      5.96000000	      0.05449426	      0.04867436	      0.04254407	      0.04900073	      0.07125306	      0.06359831
    597.00000000	      5.97000000	      0.05494362	      0.04950182	      0.04294153	      0.04898689	      0.07078383	      0.06361483
    598.00000000	      5.98000000	      0.05535488	      0.05024590	      0.04331462	      0.04893094	      0.07034324	      0.06368159
    599.00000000	      5.99000000	      0.05592847	      0.05099662	      0.04382520	      0.04887121	      0.06974007	      0.06375286
    600.00000000	      6.00000000	      0.05687189	      0.05146578	      0.04469806	      0.04850413	      0.06870812	      0.06419057
    601.00000000	      6.01000000	      0.05777088	      0.05188161	      0.04559756	      0.04807183	      0.06764338	      0.06470552
    602.00000000	      6.02000000	      0.05821765	      0.05272895	      0.04611195	      0.04801192	      0.06703380	      0.06477685
    603.00000000	      6.03000000	      0.05814257	      0.05370629	      0.04616897	      0.04805891	      0.06696619	      0.06472090
    604.00000000	      6.04000000	      0.05829015	      0.05455452	      0.04646603	      0.04801596	      0.06661386	      0.06477204
    605.00000000	      6.05000000	      0.05863227	      0.05528589	      0.04696301	      0.04788624	      0.06602396	      0.06492643
    606.00000000	      6.06000000	      0.05908011	      0.05581391	      0.04755401	      0.04759533	      0.06532165	      0.06527251
    607.00000000	      6.07000000	      0.05961647	      0.05631676	      0.04823242	      0.04729912	      0.06451430	      0.06562466
    608.00000000	      6.08000000	      0.05987299	      0.05696154	      0.04866386	      0.04713867	      0.06400015	      0.06581530
    609.00000000	      6.09000000	      0.06017473	      0.05770903	      0.04912816	      0.04712199	      0.06344621	      0.06583512
    610.00000000	      6.10000000	      0.06039170	      0.05813093	      0.04955175	      0.04693439	      0.06294022	      0.06605795
    611.00000000	      6.11000000	      0.06059753	      0.05797215	      0.04999009	      0.04640249	      0.06241596	      0.06668924
    612.00000000	      6.12000000	      0.06076112	      0.05783941	      0.05040999	      0.04612160	      0.06191726	      0.06702236
    613.00000000	      6.13000000	      0.06081646	      0.05790109	      0.05073490	      0.04625284	      0.06152413	      0.06686674
    614.00000000	      6.14000000	      0.06052541	      0.05799902	      0.05075728	      0.04655681	      0.06149703	      0.06650616
    615.00000000	      6.15000000	      0.06020424	      0.05795746	      0.05075930	      0.04678833	      0.06149459	      0.06623137
    616.00000000	      6.16000000	      0.05991252	      0.05759175	      0.05081864	      0.04678559	      0.06142272	      0.06623462
    617.00000000	      6.17000000	      0.05958987	      0.05650188	      0.05089179	      0.04621072	      0.06133409	      0.06691669
    618.00000000	      6.18000000	      0.05911813	      0.05477884	      0.05087919	      0.04514415	      0.06134936	      0.06818027
    619.00000000	      6.19000000	      0.05877820	      0.05309673	      0.05104848	      0.04408004	      0.06114413	      0.06943890
    620.00000000	      6.20000000	      0.05814678	      0.05199315	      0.05102321	      0.04345745	      0.06117478	      0.07017454
    621.00000000	      6.21000000	      0.05714679	      0.05129051	      0.05072132	      0.04322310	      0.06154058	      0.07045134
    622.00000000	      6.22000000	      0.05558443	      0.05066438	      0.04996592	      0.04320636	      0.06244489	      0.07047111
    623.00000000	      6.23000000	      0.05366369	      0.05022759	      0.04895233	      0.04339930	      0.06365608	      0.07024323
    624.00000000	      6.24000000	      0.05144754	      0.05043412	      0.04771458	      0.04401531	      0.06513067	      0.06951540
    625.00000000	      6.25000000	      0.04871726	      0.05091047	      0.04604026	      0.04464577	      0.06711879	      0.06876997
    626.00000000	      6.26000000	      0.04554506	      0.05123181	      0.04399487	      0.04496302	      0.06953956	      0.06839463
    627.00000000	      6.27000000	      0.04195613	      0.05147175	      0.04152906	      0.04514299	      0.07245100	      0.06818164
    628.00000000	      6.28000000	      0.03760311	      0.05172728	      0.03831709	      0.04530142	      0.07624463	      0.06799408
    629.00000000	      6.29000000	      0.03299267	      0.05201488	      0.03488832	      0.04540263	      0.08032417	      0.06787424
    630.00000000	      6.30000000	      0.02939355	      0.05248123	      0.03245875	      0.04558766	      0.08326383	      0.06765511
    631.00000000	      6.31000000	      0.02809591	      0.05290524	      0.03204257	      0.04578449	      0.08377426	      0.06742192
    632.00000000	      6.32000000	      0.02861232	      0.05312314	      0.03316436	      0.04581392	      0.08240368	      0.06738705
    633.00000000	      6.33000000	      0.02957051	      0.05367868	      0.03457722	      0.04620959	      0.08069751	      0.06691803
    634.00000000	      6.34000000	      0.03062721	      0.05441889	      0.03597292	      0.04675137	      0.07902767	      0.06627524
    635.00000000	      6.35000000	      0.03114219	      0.05503765	      0.03683023	      0.04710181	      0.07800740	      0.06585909
    636.00000000	      6.36000000	      0.03097649	      0.05543530	      0.03702347	      0.04720029	      0.07777788	      0.06574209
    637.00000000	      6.37000000	      0.03048162	      0.05561659	      0.03686095	      0.04713897	      0.07797091	      0.06581496
    638.00000000	      6.38000000	      0.03019514	      0.05586967	      0.03682210	      0.04713267	      0.07801706	      0.06582244
    639.00000000	      6.39000000	      0.03031310	      0.05619106	      0.03708012	      0.04715856	      0.07771063	      0.06579168
    640.00000000	      6.40000000	      0.03129637	      0.05649444	      0.03803025	      0.04717633	      0.07658418	      0.06577057
    641.00000000	      6.41000000	      0.03266810	      0.05685816	      0.03926344	      0.04727278	      0.07512564	      0.06565596
    642.00000000	      6.42000000	      0.03370941	      0.05727467	      0.04014517	      0.04748254	      0.07408429	      0.06540663
    643.00000000	      6.43000000	      0.03411084	      0.05783566	      0.04041017	      0.04783762	      0.07377147	      0.06498429
    644.00000000	      6.44000000	      0.03409173	      0.05820570	      0.04025807	      0.04801937	      0.07395101	      0.06476799
    645.00000000	      6.45000000	      0.03376273	      0.05830568	      0.03976864	      0.04795009	      0.07452887	      0.06485044
    646.00000000	      6.46000000	      0.03370269	      0.05841926	      0.03944307	      0.04786832	      0.07491341	      0.06494777
    647.00000000	      6.47000000	      0.03419168	      0.05876157	      0.03955665	      0.04797257	      0.07477925	      0.06482369
    648.00000000	      6.48000000	      0.03516320	      0.05909769	      0.04006483	      0.04804555	      0.07417914	      0.06473682
    649.00000000	      6.49000000	      0.03624236	      0.05944975	      0.04059107	      0.04810829	      0.07355795	      0.06466211
    650.00000000	      6.50000000	      0.03744420	      0.05988861	      0.04114748	      0.04824576	      0.07290129	      0.06449841
    651.00000000	      6.51000000	      0.03863091	      0.06008459	      0.04163207	      0.04813002	      0.07232944	      0.06463624
    652.00000000	      6.52000000	      0.03947502	      0.06026564	      0.04173264	      0.04788204	      0.07221076	      0.06493143
    653.00000000	      6.53000000	      0.04015679	      0.06056008	      0.04160821	      0.04786270	      0.07235760	      0.06495444
    654.00000000	      6.54000000	      0.04066455	      0.06060948	      0.04125061	      0.04784715	      0.07277959	      0.06497295
    655.00000000	      6.55000000	      0.04124779	      0.06066827	      0.04088965	      0.04788832	      0.07320556	      0.06492396
    656.00000000	      6.56000000	      0.04184259	      0.06070958	      0.04049667	      0.04793606	      0.07366937	      0.06486714
    657.00000000	      6.57000000	      0.04277079	      0.06081496	      0.04032182	      0.04805230	      0.07387575	      0.06472878
    658.00000000	      6.58000000	      0.04405334	      0.06108015	      0.04038288	      0.04828706	      0.07380368	      0.06444922
    659.00000000	      6.59000000	      0.04509633	      0.06143908	      0.04012093	      0.04862454	      0.07411291	      0.06404704
    660.00000000	      6.60000000	      0.04561129	      0.06172935	      0.03931013	      0.04891727	      0.07507046	      0.06369790
    661.00000000	      6.61000000	      0.04610716	      0.06220855	      0.03853072	      0.04935424	      0.07599187	      0.06317623
    662.00000000	      6.62000000	      0.04686002	      0.06260400	      0.03812765	      0.04974890	      0.07646886	      0.06270451
    663.00000000	      6.63000000	      0.04776307	      0.06275459	      0.03804407	      0.04998710	      0.07656781	      0.06241955
    664.00000000	      6.64000000	      0.04853971	      0.06294547	      0.03804541	      0.05030766	      0.07656623	      0.06204094
    665.00000000	      6.65000000	      0.04925044	      0.06306440	      0.03815998	      0.05054129	      0.07643058	      0.06175846
    666.00000000	      6.66000000	      0.04953161	      0.06319822	      0.03808391	      0.05079426	      0.07652065	      0.06145225
    667.00000000	      6.67000000	      0.04955388	      0.06327920	      0.03794634	      0.05105359	      0.07668355	      0.06113794
    668.00000000	      6.68000000	      0.04962750	      0.06339770	      0.03796692	      0.05138446	      0.07665918	      0.06073632
    669.00000000	      6.69000000	      0.04970535	      0.06348828	      0.03806813	      0.05173613	      0.07653932	      0.06030871
    670.00000000	      6.70000000	      0.04984766	      0.06337604	      0.03823626	      0.05194247	      0.07634029	      0.06005743
    671.00000000	      6.71000000	      0.04988230	      0.06297434	      0.03837450	      0.05192070	      0.07617669	      0.06008396
    672.00000000	      6.72000000	      0.04969591	      0.06257196	      0.03847951	      0.05190791	      0.07605245	      0.06009954
    673.00000000	      6.73000000	      0.04888018	      0.06221711	      0.03829262	      0.05196797	      0.07627359	      0.06002636
    674.00000000	      6.74000000	      0.04736673	      0.06196299	      0.03756254	      0.05214529	      0.07713831	      0.05981017
    675.00000000	      6.75000000	      0.04512374	      0.06175072	      0.03594150	      0.05236834	      0.07906513	      0.05953790
    676.00000000	      6.76000000	      0.04338798	      0.06098760	      0.03447164	      0.05214592	      0.08082440	      0.05980940
    677.00000000	      6.77000000	      0.04309974	      0.05968637	      0.03431971	      0.05151899	      0.08100713	      0.06057284
    678.00000000	      6.78000000	      0.04263457	      0.05831823	      0.03441956	      0.05089459	      0.08088701	      0.06133070
    679.00000000	      6.79000000	      0.04237526	      0.05682061	      0.03497704	      0.05019115	      0.08021782	      0.06218170
    680.00000000	      6.80000000	      0.04283648	      0.05511531	      0.03608026	      0.04937296	      0.07889972	      0.06315387
    681.00000000	      6.81000000	      0.04339481	      0.05324924	      0.03695754	      0.04844124	      0.07785618	      0.06426552
    682.00000000	      6.82000000	      0.04393280	      0.05104872	      0.03755451	      0.04715870	      0.07714784	      0.06579151
    683.00000000	      6.83000000	      0.04442801	      0.04828310	      0.03802694	      0.04529542	      0.07658810	      0.06800119
    684.00000000	      6.84000000	      0.04468161	      0.04499160	      0.03825500	      0.04295499	      0.07631811	      0.07076794
    685.00000000	      6.85000000	      0.04514444	      0.04155391	      0.03858211	      0.04039755	      0.07593108	      0.07378636
    686.00000000	      6.86000000	      0.04572029	      0.03806344	      0.03896965	      0.03772386	      0.07547284	      0.07694712
    687.00000000	      6.87000000	      0.04653170	      0.03511757	      0.03963418	      0.03565780	      0.07468767	      0.07940361
    688.00000000	      6.88000000	      0.04718765	      0.03375215	      0.04023113	      0.03518948	      0.07398281	      0.07996342
    689.00000000	      6.89000000	      0.04755139	      0.03415117	      0.04057150	      0.03634774	      0.07358104	      0.07858118
    690.00000000	      6.90000000	      0.04784689	      0.03547862	      0.04081740	      0.03833116	      0.07329083	      0.07622798
    691.00000000	      6.91000000	      0.04844623	      0.03665185	      0.04130037	      0.04008917	      0.07272088	      0.07415040
    692.00000000	      6.92000000	      0.04870140	      0.03726186	      0.04143110	      0.04118599	      0.07256660	      0.07285585
    693.00000000	      6.93000000	      0.04870832	      0.03766463	      0.04130545	      0.04195067	      0.07271488	      0.07195345
    694.00000000	      6.94000000	      0.04901850	      0.03798252	      0.04145463	      0.04251174	      0.07253884	      0.07129124
    695.00000000	      6.95000000	      0.04949372	      0.03838404	      0.04172485	      0.04310327	      0.07221996	      0.07059285
    696.00000000	      6.96000000	      0.05016086	      0.03899882	      0.04207884	      0.04381143	      0.07180219	      0.06975634
    697.00000000	      6.97000000	      0.05115304	      0.03972401	      0.04277609	      0.04452767	      0.07097916	      0.06890966
    698.00000000	      6.98000000	      0.05185114	      0.04045665	      0.04331566	      0.04520411	      0.07034202	      0.06810928
    699.00000000	      6.99000000	      0.05180447	      0.04109209	      0.04318190	      0.04577475	      0.07050000	      0.06743346
    700.00000000	      7.00000000	      0.05204430	      0.04165151	      0.04317897	      0.04617147	      0.07050345	      0.06696323
    701.00000000	      7.01000000	      0.05228038	      0.04221995	      0.04300701	      0.04647919	      0.07070652	      0.06659825
    702.00000000	      7.02000000	      0.05263766	      0.04273445	      0.04279861	      0.04666132	      0.07095258	      0.06638213
    703.00000000	      7.03000000	      0.05354034	      0.04333593	      0.04308618	      0.04689748	      0.07061303	      0.06610178
    704.00000000	      7.04000000	      0.05411255	      0.04406221	      0.04353543	      0.04721003	      0.07008243	      0.06573053
    705.00000000	      7.05000000	      0.05446187	      0.04472511	      0.04419901	      0.04742889	      0.06929826	      0.06547041
    706.00000000	      7.06000000	      0.05495915	      0.04535446	      0.04481824	      0.04760650	      0.06856594	      0.06525923
    707.00000000	      7.07000000	      0.05521190	      0.04616889	      0.04509513	      0.04790661	      0.06823829	      0.06490220
    708.00000000	      7.08000000	      0.05528856	      0.04685416	      0.04518670	      0.04800440	      0.06812989	      0.06478580
    709.00000000	      7.09000000	      0.05548704	      0.04755673	      0.04535862	      0.04802933	      0.06792636	      0.06475612
    710.00000000	      7.10000000	      0.05576653	      0.04846448	      0.04553195	      0.04820422	      0.06772109	      0.06454789
    711.00000000	      7.11000000	      0.05610062	      0.04917685	      0.04567859	      0.04815422	      0.06754740	      0.06460743
    712.00000000	      7.12000000	      0.05638004	      0.05016945	      0.04578411	      0.04835643	      0.06742237	      0.06436657
    713.00000000	      7.13000000	      0.05699992	      0.05118627	      0.04624630	      0.04853037	      0.06687449	      0.06415930
    714.00000000	      7.14000000	      0.05763173	      0.05169958	      0.04677253	      0.04821745	      0.06625013	      0.06453212
    715.00000000	      7.15000000	      0.05816946	      0.05211896	      0.04728274	      0.04777940	      0.06564412	      0.06505356
    716.00000000	      7.16000000	      0.05861766	      0.05314848	      0.04774933	      0.04782117	      0.06508933	      0.06500386
    717.00000000	      7.17000000	      0.05885816	      0.05426420	      0.04800683	      0.04787386	      0.06478290	      0.06494117
    718.00000000	      7.18000000	      0.05889220	      0.05484869	      0.04804259	      0.04742492	      0.06474034	      0.06547512
    719.00000000	      7.19000000	      0.05889490	      0.05508221	      0.04805921	      0.04673262	      0.06472056	      0.06629750
    720.00000000	      7.20000000	      0.05909505	      0.05512318	      0.04827323	      0.04590767	      0.06446568	      0.06727595
    721.00000000	      7.21000000	      0.05940118	      0.05551024	      0.04860205	      0.04546517	      0.06407385	      0.06780019
    722.00000000	      7.22000000	      0.05958834	      0.05641167	      0.04883941	      0.04563805	      0.06379079	      0.06759542
    723.00000000	      7.23000000	      0.05973858	      0.05723182	      0.04903750	      0.04588067	      0.06355443	      0.06730794
    724.00000000	      7.24000000	      0.05979250	      0.05774794	      0.04918276	      0.04599313	      0.06338103	      0.06717466
    725.00000000	      7.25000000	      0.05965485	      0.05805489	      0.04920123	      0.04611858	      0.06335896	      0.06702593
    726.00000000	      7.26000000	      0.05943640	      0.05820356	      0.04918158	      0.04629140	      0.06338244	      0.06682101
    727.00000000	      7.27000000	      0.05925764	      0.05831257	      0.04923722	      0.04651374	      0.06331599	      0.06655726
    728.00000000	      7.28000000	      0.05899542	      0.05815793	      0.04925072	      0.04651642	      0.06329987	      0.06655408
    729.00000000	      7.29000000	      0.05871724	      0.05772765	      0.04926238	      0.04628961	      0.06328595	      0.06682314
    730.00000000	      7.30000000	      0.05849201	      0.05705219	      0.04936665	      0.04593949	      0.06316140	      0.06723824
    731.00000000	      7.31000000	      0.05816837	      0.05602480	      0.04946010	      0.04541384	      0.06304975	      0.06786097
    732.00000000	      7.32000000	      0.05752941	      0.05445433	      0.04934561	      0.04446817	      0.06318654	      0.06898001
    733.00000000	      7.33000000	      0.05660250	      0.05250743	      0.04900443	      0.04313061	      0.06359390	      0.07056057
    734.00000000	      7.34000000	      0.05555943	      0.05113905	      0.04860407	      0.04222172	      0.06407144	      0.07163355
    735.00000000	      7.35000000	      0.05434093	      0.05055046	      0.04811700	      0.04206485	      0.06465175	      0.07181870
    736.00000000	      7.36000000	      0.05287895	      0.05004990	      0.04747548	      0.04215384	      0.06541502	      0.07171367
    737.00000000	      7.37000000	      0.05103527	      0.04995574	      0.04651362	      0.04264924	      0.06655740	      0.07112892
    738.00000000	      7.38000000	      0.04879552	      0.05018961	      0.04516976	      0.04329668	      0.06814995	      0.07036444
    739.00000000	      7.39000000	      0.04625408	      0.05044244	      0.04352720	      0.04373334	      0.07009215	      0.06984861
    740.00000000	      7.40000000	      0.04324813	      0.05085395	      0.04146745	      0.04410837	      0.07252370	      0.06940540
    741.00000000	      7.41000000	      0.03969396	      0.05109066	      0.03897866	      0.04424327	      0.07546219	      0.06924594
    742.00000000	      7.42000000	      0.03561134	      0.05119274	      0.03608010	      0.04427212	      0.07889992	      0.06921183
    743.00000000	      7.43000000	      0.03111701	      0.05176235	      0.03290380	      0.04471115	      0.08272058	      0.06869264
    744.00000000	      7.44000000	      0.02684071	      0.05229118	      0.03000406	      0.04508765	      0.08631838	      0.06824714
    745.00000000	      7.45000000	      0.02370671	      0.05264024	      0.02813747	      0.04532483	      0.08874231	      0.06796637
    746.00000000	      7.46000000	      0.02201777	      0.05290807	      0.02744699	      0.04545511	      0.08967340	      0.06781210
    747.00000000	      7.47000000	      0.02192584	      0.05329010	      0.02797990	      0.04562851	      0.08895283	      0.06760672
    748.00000000	      7.48000000	      0.02298553	      0.05381494	      0.02937831	      0.04595146	      0.08711844	      0.06722404
