UNKNOWN
version=1
nRows=1928
nColumns=8
inDegrees=no
endheader
time	Coordinates(Deg.)	med_gas_l	med_gas_r	soleus_l	soleus_r	tib_ant_l	tib_ant_r
     32.00000000	      0.32000000	      0.08729956	      0.08511011	      0.04975312	      0.04495810	      0.06269947	      0.06840045
     33.00000000	      0.33000000	      0.08671242	      0.08417226	      0.04969493	      0.04450045	      0.06276905	      0.06894184
     34.00000000	      0.34000000	      0.08585319	      0.08316330	      0.04943764	      0.04403192	      0.06307659	      0.06949577
     35.00000000	      0.35000000	      0.08466027	      0.08214271	      0.04892129	      0.04358472	      0.06369311	      0.07002419
     36.00000000	      0.36000000	      0.08308095	      0.08117131	      0.04809376	      0.04319194	      0.06467941	      0.07048813
     37.00000000	      0.37000000	      0.08107859	      0.08030557	      0.04691836	      0.04288339	      0.06607698	      0.07085248
     38.00000000	      0.38000000	      0.07864039	      0.07959216	      0.04538175	      0.04268207	      0.06789897	      0.07109016
     39.00000000	      0.39000000	      0.07578486	      0.07906372	      0.04350127	      0.04260167	      0.07012278	      0.07118507
     40.00000000	      0.40000000	      0.07256722	      0.07873660	      0.04132975	      0.04264540	      0.07268620	      0.07113345
     41.00000000	      0.41000000	      0.06908134	      0.07861056	      0.03895603	      0.04280622	      0.07548895	      0.07094359
     42.00000000	      0.42000000	      0.06545550	      0.07867022	      0.03649967	      0.04306824	      0.07840039	      0.07063422
     43.00000000	      0.43000000	      0.06184229	      0.07888946	      0.03409910	      0.04340904	      0.08127281	      0.07023173
     44.00000000	      0.44000000	      0.05810697	      0.07923525	      0.03189364	      0.04380248	      0.08395755	      0.06976691
     45.00000000	      0.45000000	      0.05499058	      0.07967144	      0.03000231	      0.04422171	      0.08632060	      0.06927142
     46.00000000	      0.46000000	      0.05230605	      0.08016248	      0.02850557	      0.04464180	      0.08825464	      0.06877467
     47.00000000	      0.47000000	      0.05014604	      0.08067637	      0.02743814	      0.04504193	      0.08968549	      0.06830125
     48.00000000	      0.48000000	      0.04856266	      0.08118690	      0.02679676	      0.04540680	      0.09057337	      0.06786930
     49.00000000	      0.49000000	      0.04757101	      0.08167489	      0.02655789	      0.04572723	      0.09091067	      0.06748977
     50.00000000	      0.50000000	      0.04715472	      0.08212850	      0.02669382	      0.04599997	      0.09071824	      0.06716655
     51.00000000	      0.51000000	      0.04727162	      0.08254279	      0.02717858	      0.04622695	      0.09004190	      0.06689744
     52.00000000	      0.52000000	      0.04785985	      0.08291860	      0.02798264	      0.04641404	      0.08894916	      0.06667555
     53.00000000	      0.53000000	      0.04884037	      0.08326113	      0.02906335	      0.04656957	      0.08752550	      0.06649102
     54.00000000	      0.54000000	      0.05012044	      0.08357788	      0.03035901	      0.04670288	      0.08586913	      0.06633280
     55.00000000	      0.55000000	      0.05159978	      0.08387721	      0.03179120	      0.04682297	      0.08408381	      0.06619024
     56.00000000	      0.56000000	      0.05317935	      0.08416686	      0.03327406	      0.04693749	      0.08227050	      0.06605426
     57.00000000	      0.57000000	      0.05477056	      0.08445297	      0.03472592	      0.04705209	      0.08051897	      0.06591815
     58.00000000	      0.58000000	      0.05630283	      0.08473952	      0.03607909	      0.04717024	      0.07890112	      0.06577780
     59.00000000	      0.59000000	      0.05772771	      0.08502816	      0.03728538	      0.04729337	      0.07746702	      0.06563148
     60.00000000	      0.60000000	      0.05901946	      0.08531860	      0.03831752	      0.04742137	      0.07624412	      0.06547934
     61.00000000	      0.61000000	      0.06017272	      0.08560918	      0.03916708	      0.04755324	      0.07523950	      0.06532257
     62.00000000	      0.62000000	      0.06119814	      0.08589761	      0.03984043	      0.04768777	      0.07444410	      0.06516257
     63.00000000	      0.63000000	      0.06211730	      0.08618173	      0.04035369	      0.04782419	      0.07383814	      0.06500027
     64.00000000	      0.64000000	      0.06295756	      0.08646009	      0.04072779	      0.04796259	      0.07339659	      0.06483556
     65.00000000	      0.65000000	      0.06374752	      0.08673240	      0.04098426	      0.04810415	      0.07309391	      0.06466705
     66.00000000	      0.66000000	      0.06451343	      0.08699964	      0.04114218	      0.04825102	      0.07290755	      0.06449214
     67.00000000	      0.67000000	      0.06527671	      0.08726390	      0.04121649	      0.04840608	      0.07281985	      0.06430741
     68.00000000	      0.68000000	      0.06605170	      0.08752799	      0.04121753	      0.04857241	      0.07281863	      0.06410918
     69.00000000	      0.69000000	      0.06684189	      0.08779484	      0.04115165	      0.04875268	      0.07289638	      0.06389424
     70.00000000	      0.70000000	      0.06764161	      0.08806678	      0.04102260	      0.04894853	      0.07304867	      0.06366061
     71.00000000	      0.71000000	      0.06843768	      0.08834490	      0.04083326	      0.04916010	      0.07327210	      0.06340808
     72.00000000	      0.72000000	      0.06953837	      0.08862850	      0.04058746	      0.04938570	      0.07356221	      0.06313865
     73.00000000	      0.73000000	      0.07036675	      0.08891485	      0.04029142	      0.04962181	      0.07391164	      0.06285648
     74.00000000	      0.74000000	      0.07121551	      0.08919918	      0.03995487	      0.04986335	      0.07430897	      0.06256761
     75.00000000	      0.75000000	      0.07208781	      0.08947511	      0.03959134	      0.05011035	      0.07473827	      0.06227927
     76.00000000	      0.76000000	      0.07297871	      0.08973527	      0.03921780	      0.05034245	      0.07517957	      0.06199890
     77.00000000	      0.77000000	      0.07387202	      0.08997224	      0.03885351	      0.05056224	      0.07561014	      0.06173311
     78.00000000	      0.78000000	      0.07474421	      0.09018847	      0.03851830	      0.05076591	      0.07600656	      0.06148658
     79.00000000	      0.79000000	      0.07555327	      0.09035995	      0.03823041	      0.05095195	      0.07634722	      0.06126118
     80.00000000	      0.80000000	      0.07626622	      0.09049502	      0.03800422	      0.05112161	      0.07661501	      0.06105543
     81.00000000	      0.81000000	      0.07687249	      0.09059412	      0.03784817	      0.05127893	      0.07679983	      0.06086449
     82.00000000	      0.82000000	      0.07737219	      0.09066016	      0.03776324	      0.05143025	      0.07690045	      0.06068069
     83.00000000	      0.83000000	      0.07776546	      0.09069763	      0.03774212	      0.05158328	      0.07692547	      0.06049467
     84.00000000	      0.84000000	      0.07804509	      0.09071124	      0.03776950	      0.05174561	      0.07689304	      0.06029718
