UNKNOWN
version=1
nRows=1928
nColumns=8
inDegrees=no
endheader
time	Coordinates(Deg.)	med_gas_l	med_gas_r	soleus_l	soleus_r	tib_ant_l	tib_ant_r
    367.00000000	      3.67000000	      0.08499334	      0.07720271	      0.04652939	      0.04820341	      0.06653868	      0.06454885
    368.00000000	      3.68000000	      0.08532149	      0.07798454	      0.04684615	      0.04820218	      0.06616272	      0.06455031
    369.00000000	      3.69000000	      0.08561779	      0.07876511	      0.04713152	      0.04814812	      0.06582380	      0.06461469
    370.00000000	      3.70000000	      0.08587991	      0.07954371	      0.04737900	      0.04804514	      0.06552972	      0.06473730
    371.00000000	      3.71000000	      0.08610564	      0.08032509	      0.04758344	      0.04790125	      0.06528665	      0.06490857
    372.00000000	      3.72000000	      0.08629337	      0.08111302	      0.04774185	      0.04772794	      0.06509824	      0.06511478
    373.00000000	      3.73000000	      0.08644273	      0.08190739	      0.04785415	      0.04753888	      0.06496462	      0.06533963
    374.00000000	      3.74000000	      0.08655520	      0.08270122	      0.04792386	      0.04734810	      0.06488166	      0.06556644
    375.00000000	      3.75000000	      0.08663460	      0.08348012	      0.04795847	      0.04716789	      0.06484047	      0.06578059
    376.00000000	      3.76000000	      0.08668724	      0.08422350	      0.04796940	      0.04700681	      0.06482747	      0.06597193
    377.00000000	      3.77000000	      0.08672156	      0.08489977	      0.04797143	      0.04686807	      0.06482505	      0.06613670
    378.00000000	      3.78000000	      0.08674713	      0.08547368	      0.04798144	      0.04674862	      0.06481312	      0.06627851
    379.00000000	      3.79000000	      0.08677305	      0.08591621	      0.04801653	      0.04663922	      0.06477136	      0.06640835
    380.00000000	      3.80000000	      0.08680565	      0.08620319	      0.04809149	      0.04652557	      0.06468212	      0.06654322
    381.00000000	      3.81000000	      0.08684583	      0.08631497	      0.04821599	      0.04639038	      0.06453386	      0.06670361
    382.00000000	      3.82000000	      0.08688641	      0.08623767	      0.04839173	      0.04621630	      0.06432451	      0.06691007
    383.00000000	      3.83000000	      0.08691001	      0.08596553	      0.04860992	      0.04598915	      0.06406446	      0.06717938
    384.00000000	      3.84000000	      0.08688783	      0.08550356	      0.04884964	      0.04570101	      0.06377859	      0.06752083
    385.00000000	      3.85000000	      0.08678002	      0.08486950	      0.04907736	      0.04535261	      0.06350686	      0.06793348
    386.00000000	      3.86000000	      0.08653771	      0.08409451	      0.04924803	      0.04495441	      0.06330309	      0.06840482
    387.00000000	      3.87000000	      0.08610657	      0.08322214	      0.04930774	      0.04452629	      0.06323177	      0.06891128
    388.00000000	      3.88000000	      0.08543020	      0.08230543	      0.04919789	      0.04409555	      0.06336296	      0.06942056
    389.00000000	      3.89000000	      0.08445326	      0.08140239	      0.04886050	      0.04369364	      0.06376564	      0.06989552
    390.00000000	      3.90000000	      0.08312914	      0.08057041	      0.04824453	      0.04335216	      0.06449987	      0.07029891
    391.00000000	      3.91000000	      0.08142521	      0.07986055	      0.04731265	      0.04309869	      0.06560857	      0.07059826
    392.00000000	      3.92000000	      0.07932884	      0.07931247	      0.04604816	      0.04295333	      0.06710943	      0.07076990
    393.00000000	      3.93000000	      0.07685329	      0.07895100	      0.04446115	      0.04292632	      0.06898832	      0.07080180
    394.00000000	      3.94000000	      0.07404201	      0.07878452	      0.04259266	      0.04301713	      0.07119571	      0.07069457
    395.00000000	      3.95000000	      0.07097076	      0.07880557	      0.04051522	      0.04321504	      0.07364747	      0.07046086
    396.00000000	      3.96000000	      0.06774498	      0.07899423	      0.03832858	      0.04350090	      0.07623103	      0.07012321
    397.00000000	      3.97000000	      0.06449189	      0.07932118	      0.03615033	      0.04384987	      0.07881624	      0.06971091
    398.00000000	      3.98000000	      0.06135159	      0.07975159	      0.03410204	      0.04423449	      0.08126927	      0.06925632
    399.00000000	      3.99000000	      0.05815695	      0.08024904	      0.03229332	      0.04462776	      0.08346642	      0.06879127
    400.00000000	      4.00000000	      0.05560345	      0.08077890	      0.03080757	      0.04500579	      0.08530558	      0.06834402
    401.00000000	      4.01000000	      0.05347902	      0.08131109	      0.02969414	      0.04534966	      0.08671327	      0.06793696
    402.00000000	      4.02000000	      0.05184062	      0.08182188	      0.02896965	      0.04564647	      0.08764723	      0.06758544
    403.00000000	      4.03000000	      0.05071290	      0.08229480	      0.02862659	      0.04588949	      0.08809548	      0.06729750
    404.00000000	      4.04000000	      0.05009164	      0.08272092	      0.02864341	      0.04607766	      0.08807341	      0.06707445
    405.00000000	      4.05000000	      0.04994649	      0.08309781	      0.02899057	      0.04621461	      0.08762003	      0.06691207
    406.00000000	      4.06000000	      0.05022653	      0.08342857	      0.02963105	      0.04630737	      0.08679398	      0.06680207
    407.00000000	      4.07000000	      0.05086559	      0.08372055	      0.03051786	      0.04636505	      0.08566905	      0.06673365
    408.00000000	      4.08000000	      0.05178664	      0.08398376	      0.03159279	      0.04639766	      0.08432886	      0.06669497
    409.00000000	      4.09000000	      0.05290756	      0.08422934	      0.03278888	      0.04641508	      0.08286062	      0.06667431
    410.00000000	      4.10000000	      0.05414776	      0.08446820	      0.03403645	      0.04642625	      0.08134833	      0.06666106
    411.00000000	      4.11000000	      0.05543493	      0.08470986	      0.03527047	      0.04643875	      0.07986651	      0.06664622
    412.00000000	      4.12000000	      0.05671044	      0.08496169	      0.03643687	      0.04645851	      0.07847510	      0.06662279
    413.00000000	      4.13000000	      0.05793245	      0.08522851	      0.03749639	      0.04648976	      0.07721674	      0.06658571
    414.00000000	      4.14000000	      0.05907653	      0.08551249	      0.03842555	      0.04653523	      0.07611629	      0.06653176
    415.00000000	      4.15000000	      0.06013401	      0.08581345	      0.03921514	      0.04659635	      0.07518271	      0.06645923
    416.00000000	      4.16000000	      0.06110883	      0.08612922	      0.03986711	      0.04667366	      0.07441259	      0.06636748
    417.00000000	      4.17000000	      0.06201361	      0.08645634	      0.04039067	      0.04676713	      0.07379449	      0.06625653
    418.00000000	      4.18000000	      0.06286567	      0.08679061	      0.04079837	      0.04687650	      0.07331329	      0.06612669
    419.00000000	      4.19000000	      0.06368348	      0.08712777	      0.04110294	      0.04700155	      0.07295386	      0.06597818
    420.00000000	      4.20000000	      0.06448404	      0.08746392	      0.04131513	      0.04714228	      0.07270346	      0.06581102
    421.00000000	      4.21000000	      0.06528115	      0.08779582	      0.04144280	      0.04729887	      0.07255280	      0.06562495
    422.00000000	      4.22000000	      0.06608454	      0.08812117	      0.04149109	      0.04747165	      0.07249581	      0.06541957
    423.00000000	      4.23000000	      0.06689652	      0.08843845	      0.04146350	      0.04766084	      0.07252837	      0.06519459
    424.00000000	      4.24000000	      0.06771238	      0.08874661	      0.04136337	      0.04786628	      0.07264653	      0.06495018
    425.00000000	      4.25000000	      0.06852239	      0.08904479	      0.04119557	      0.04808715	      0.07284455	      0.06468729
    426.00000000	      4.26000000	      0.06962420	      0.08933201	      0.04096777	      0.04832176	      0.07311337	      0.06440788
    427.00000000	      4.27000000	      0.07045826	      0.08960694	      0.04069131	      0.04856749	      0.07343964	      0.06411505
    428.00000000	      4.28000000	      0.07132216	      0.08986778	      0.04038116	      0.04882090	      0.07380571	      0.06381287
    429.00000000	      4.29000000	      0.07222506	      0.09012183	      0.04005524	      0.04907808	      0.07419046	      0.06350600
    430.00000000	      4.30000000	      0.07316848	      0.09034601	      0.03973293	      0.04933506	      0.07457105	      0.06319914
    431.00000000	      4.31000000	      0.07413926	      0.09054973	      0.03943303	      0.04958848	      0.07492527	      0.06289633
    432.00000000	      4.32000000	      0.07511169	      0.09073175	      0.03917155	      0.04983615	      0.07523422	      0.06260016
    433.00000000	      4.33000000	      0.07604180	      0.09089210	      0.03895946	      0.05008388	      0.07548489	      0.06231123
    434.00000000	      4.34000000	      0.07687671	      0.09103223	      0.03880096	      0.05031855	      0.07567226	      0.06202779
    435.00000000	      4.35000000	      0.07758415	      0.09115502	      0.03869243	      0.05055174	      0.07580061	      0.06174582
    436.00000000	      4.36000000	      0.07814351	      0.09126428	      0.03862231	      0.05078813	      0.07588353	      0.06145967
    437.00000000	      4.37000000	      0.07853970	      0.09136357	      0.03857221	      0.05103268	      0.07594279	      0.06116330
    438.00000000	      4.38000000	      0.07875567	      0.09145480	      0.03851902	      0.05128926	      0.07600571	      0.06085196
    439.00000000	      4.39000000	      0.07877536	      0.09153632	      0.03843803	      0.05155886	      0.07610152	      0.06052437
    440.00000000	      4.40000000	      0.07858880	      0.09160105	      0.03830672	      0.05183778	      0.07625690	      0.06018496
    441.00000000	      4.41000000	      0.07819614	      0.09163482	      0.03810859	      0.05211598	      0.07649142	      0.05984591
    442.00000000	      4.42000000	      0.07761042	      0.09161528	      0.03783648	      0.05237603	      0.07681368	      0.05952851
    443.00000000	      4.43000000	      0.07685875	      0.09151187	      0.03749475	      0.05259276	      0.07721869	      0.05926360
    444.00000000	      4.44000000	      0.07598174	      0.09128689	      0.03709975	      0.05273410	      0.07768732	      0.05909067
    445.00000000	      4.45000000	      0.07503117	      0.09089786	      0.03667838	      0.05276288	      0.07818788	      0.05905544
    446.00000000	      4.46000000	      0.07406685	      0.09030099	      0.03626494	      0.05263969	      0.07867975	      0.05920621
    447.00000000	      4.47000000	      0.07315221	      0.08944121	      0.03589669	      0.05232666	      0.07911856	      0.05958880
    448.00000000	      4.48000000	      0.07234709	      0.08830587	      0.03560899	      0.05179195	      0.07946189	      0.06024076
    449.00000000	      4.49000000	      0.07170224	      0.08686457	      0.03543088	      0.05101470	      0.07967469	      0.06118510
    450.00000000	      4.50000000	      0.07125464	      0.08511366	      0.03538165	      0.04998318	      0.07973354	      0.06242424
    451.00000000	      4.51000000	      0.07102446	      0.08307232	      0.03546898	      0.04871820	      0.07962915	      0.06393536
    452.00000000	      4.52000000	      0.07101400	      0.08078571	      0.03568851	      0.04726251	      0.07936695	      0.06566817
    453.00000000	      4.53000000	      0.07120871	      0.07832511	      0.03602488	      0.04567947	      0.07896573	      0.06754634
    454.00000000	      4.54000000	      0.07157997	      0.07578390	      0.03645392	      0.04405107	      0.07845482	      0.06947313
    455.00000000	      4.55000000	      0.07208923	      0.07326988	      0.03694581	      0.04246997	      0.07787010	      0.07134054
    456.00000000	      4.56000000	      0.07269283	      0.07089442	      0.03746876	      0.04102941	      0.07724951	      0.07304063
    457.00000000	      4.57000000	      0.07334684	      0.06876051	      0.03799263	      0.03981262	      0.07662872	      0.07447694
    458.00000000	      4.58000000	      0.07401140	      0.06695581	      0.03849215	      0.03888411	      0.07603749	      0.07557396
    459.00000000	      4.59000000	      0.07465405	      0.06524397	      0.03894912	      0.03828410	      0.07549711	      0.07628366
    460.00000000	      4.60000000	      0.07525195	      0.06423169	      0.03935345	      0.03802666	      0.07501929	      0.07658843
    461.00000000	      4.61000000	      0.07579264	      0.06362291	      0.03970297	      0.03810071	      0.07460642	      0.07650075
    462.00000000	      4.62000000	      0.07627366	      0.06339556	      0.04000229	      0.03847294	      0.07425298	      0.07606022
    463.00000000	      4.63000000	      0.07670100	      0.06350481	      0.04026084	      0.03909211	      0.07394774	      0.07532810
    464.00000000	      4.64000000	      0.07708686	      0.06388956	      0.04049072	      0.03989446	      0.07367639	      0.07438030
    465.00000000	      4.65000000	      0.07744695	      0.06448012	      0.04070458	      0.04081044	      0.07342398	      0.07329904
    466.00000000	      4.66000000	      0.07779791	      0.06520612	      0.04091389	      0.04177190	      0.07317696	      0.07216443
    467.00000000	      4.67000000	      0.07815494	      0.06600435	      0.04112774	      0.04271880	      0.07292459	      0.07104680
    468.00000000	      4.68000000	      0.07853016	      0.06682433	      0.04135235	      0.04360433	      0.07265954	      0.07000103
    469.00000000	      4.69000000	      0.07893148	      0.06763081	      0.04159104	      0.04439764	      0.07237785	      0.06906342
    470.00000000	      4.70000000	      0.07936222	      0.06840383	      0.04184480	      0.04508408	      0.07207840	      0.06825137
    471.00000000	      4.71000000	      0.07982131	      0.06913687	      0.04211292	      0.04566319	      0.07176197	      0.06756564
    472.00000000	      4.72000000	      0.08030390	      0.06983373	      0.04239386	      0.04614525	      0.07143037	      0.06699432
    473.00000000	      4.73000000	      0.08080245	      0.07050478	      0.04268593	      0.04654694	      0.07108560	      0.06651786
    474.00000000	      4.74000000	      0.08130792	      0.07116323	      0.04298776	      0.04688705	      0.07072924	      0.06611416
    475.00000000	      4.75000000	      0.08181114	      0.07182200	      0.04329854	      0.04718265	      0.07036224	      0.06576305
    476.00000000	      4.76000000	      0.08230393	      0.07249085	      0.04361798	      0.04744638	      0.06998490	      0.06544962
    477.00000000	      4.77000000	      0.08278014	      0.07317492	      0.04394609	      0.04768485	      0.06959721	      0.06516604
    478.00000000	      4.78000000	      0.08323613	      0.07387450	      0.04428274	      0.04789846	      0.06919927	      0.06491190
    479.00000000	      4.79000000	      0.08367083	      0.07458560	      0.04462730	      0.04808230	      0.06879182	      0.06469307
    480.00000000	      4.80000000	      0.08408534	      0.07530112	      0.04497812	      0.04822801	      0.06837676	      0.06451955
    481.00000000	      4.81000000	      0.08448212	      0.07601243	      0.04533230	      0.04832613	      0.06795752	      0.06440267
    482.00000000	      4.82000000	      0.08486390	      0.07671099	      0.04568550	      0.04836853	      0.06753921	      0.06435215
    483.00000000	      4.83000000	      0.08523268	      0.07770307	      0.04603203	      0.04835057	      0.06712855	      0.06437355
    484.00000000	      4.84000000	      0.08558890	      0.07840427	      0.04636521	      0.04827266	      0.06673346	      0.06446637
    485.00000000	      4.85000000	      0.08593097	      0.07911342	      0.04667800	      0.04814089	      0.06636233	      0.06462330
    486.00000000	      4.86000000	      0.08625538	      0.07984074	      0.04696375	      0.04796683	      0.06602308	      0.06483052
    487.00000000	      4.87000000	      0.08655723	      0.08059931	      0.04721716	      0.04776629	      0.06572205	      0.06506916
    488.00000000	      4.88000000	      0.08683121	      0.08139917	      0.04743520	      0.04755742	      0.06546291	      0.06531759
    489.00000000	      4.89000000	      0.08707278	      0.08224276	      0.04761791	      0.04735827	      0.06524565	      0.06555435
    490.00000000	      4.90000000	      0.08727931	      0.08312137	      0.04776899	      0.04718423	      0.06506595	      0.06576118
    491.00000000	      4.91000000	      0.08745107	      0.08401508	      0.04789594	      0.04704571	      0.06491489	      0.06592574
    492.00000000	      4.92000000	      0.08759163	      0.08488955	      0.04800982	      0.04694639	      0.06477934	      0.06604370
    493.00000000	      4.93000000	      0.08770761	      0.08569528	      0.04812441	      0.04688238	      0.06464293	      0.06611971
    494.00000000	      4.94000000	      0.08780762	      0.08638824	      0.04825471	      0.04684237	      0.06448775	      0.06616721
    495.00000000	      4.95000000	      0.08790037	      0.08693088	      0.04841498	      0.04680888	      0.06429681	      0.06620697
    496.00000000	      4.96000000	      0.08799204	      0.08729099	      0.04861622	      0.04676056	      0.06405695	      0.06626434
    497.00000000	      4.97000000	      0.08808328	      0.08744302	      0.04886340	      0.04667509	      0.06376217	      0.06636579
    498.00000000	      4.98000000	      0.08816617	      0.08736974	      0.04915276	      0.04653265	      0.06341684	      0.06653482
    499.00000000	      4.99000000	      0.08822178	      0.08706488	      0.04946957	      0.04631918	      0.06303844	      0.06678807
    500.00000000	      5.00000000	      0.08821877	      0.08653606	      0.04978674	      0.04602906	      0.06265925	      0.06713207
    501.00000000	      5.01000000	      0.08811355	      0.08580618	      0.05007116	      0.04566689	      0.06232658	      0.06756125
    502.00000000	      5.02000000	      0.08785214	      0.08491303	      0.05025791	      0.04524775	      0.06210106	      0.06805763
    503.00000000	      5.03000000	      0.08737390	      0.08390845	      0.05029771	      0.04479604	      0.06205297	      0.06859220
    504.00000000	      5.04000000	      0.08661597	      0.08285391	      0.05012904	      0.04434286	      0.06225670	      0.06912819
    505.00000000	      5.05000000	      0.08551592	      0.08181552	      0.04968282	      0.04392233	      0.06278353	      0.06962529
    506.00000000	      5.06000000	      0.08402097	      0.08085774	      0.04892123	      0.04356742	      0.06369318	      0.07004463
    507.00000000	      5.07000000	      0.08209535	      0.08003704	      0.04780359	      0.04330604	      0.06502479	      0.07035338
    508.00000000	      5.08000000	      0.07972817	      0.07939634	      0.04631930	      0.04315784	      0.06678792	      0.07052841
    509.00000000	      5.09000000	      0.07694103	      0.07896139	      0.04448894	      0.04313226	      0.06895546	      0.07055861
    510.00000000	      5.10000000	      0.07379321	      0.07873857	      0.04236868	      0.04322800	      0.07146010	      0.07044556
    511.00000000	      5.11000000	      0.07038300	      0.07871803	      0.04005007	      0.04343374	      0.07419657	      0.07020255
    512.00000000	      5.12000000	      0.06684264	      0.07887669	      0.03765376	      0.04373004	      0.07703019	      0.06985252
    513.00000000	      5.13000000	      0.06332706	      0.07918176	      0.03531698	      0.04409192	      0.07981087	      0.06942484
    514.00000000	      5.14000000	      0.06000177	      0.07959486	      0.03317580	      0.04449191	      0.08238978	      0.06895194
    515.00000000	      5.15000000	      0.05670779	      0.08007617	      0.03134559	      0.04490294	      0.08463511	      0.06846572
    516.00000000	      5.16000000	      0.05415197	      0.08058822	      0.02990533	      0.04530102	      0.08644390	      0.06799456
    517.00000000	      5.17000000	      0.05212310	      0.08109883	      0.02889199	      0.04566714	      0.08774833	      0.06756096
    518.00000000	      5.18000000	      0.05066790	      0.08158328	      0.02830714	      0.04598848	      0.08851684	      0.06718017
    519.00000000	      5.19000000	      0.04979436	      0.08202530	      0.02813041	      0.04625877	      0.08875173	      0.06685970
    520.00000000	      5.20000000	      0.04947710	      0.08241724	      0.02833103	      0.04647788	      0.08848519	      0.06659980
    521.00000000	      5.21000000	      0.04966265	      0.08275927	      0.02887171	      0.04665087	      0.08777478	      0.06639453
    522.00000000	      5.22000000	      0.05027694	      0.08305790	      0.02970567	      0.04678659	      0.08669852	      0.06623343
    523.00000000	      5.23000000	      0.05123076	      0.08332417	      0.03077287	      0.04689611	      0.08534903	      0.06610340
    524.00000000	      5.24000000	      0.05242635	      0.08357152	      0.03200039	      0.04699117	      0.08382613	      0.06599052
    525.00000000	      5.25000000	      0.05376571	      0.08381383	      0.03330860	      0.04708275	      0.08222858	      0.06588174
    526.00000000	      5.26000000	      0.05515945	      0.08406348	      0.03462038	      0.04717999	      0.08064568	      0.06576621
    527.00000000	      5.27000000	      0.05653433	      0.08433021	      0.03587004	      0.04728955	      0.07915035	      0.06563603
    528.00000000	      5.28000000	      0.05783798	      0.08462030	      0.03700919	      0.04741526	      0.07779483	      0.06548661
    529.00000000	      5.29000000	      0.05904008	      0.08493637	      0.03800884	      0.04755836	      0.07660953	      0.06531647
    530.00000000	      5.30000000	      0.06013067	      0.08527761	      0.03885799	      0.04771792	      0.07560484	      0.06512670
    531.00000000	      5.31000000	      0.06111610	      0.08564044	      0.03955992	      0.04789153	      0.07477538	      0.06492014
    532.00000000	      5.32000000	      0.06201395	      0.08601933	      0.04012726	      0.04807608	      0.07410543	      0.06470047
    533.00000000	      5.33000000	      0.06284776	      0.08640775	      0.04057690	      0.04826842	      0.07357467	      0.06447142
    534.00000000	      5.34000000	      0.06364217	      0.08679901	      0.04092554	      0.04846593	      0.07316321	      0.06423609
    535.00000000	      5.35000000	      0.06441918	      0.08718694	      0.04118649	      0.04866681	      0.07285526	      0.06399664
    536.00000000	      5.36000000	      0.06519566	      0.08756627	      0.04136800	      0.04887011	      0.07264106	      0.06375417
    537.00000000	      5.37000000	      0.06598210	      0.08793278	      0.04147312	      0.04907555	      0.07251701	      0.06350901
    538.00000000	      5.38000000	      0.06678011	      0.08828321	      0.04150083	      0.04928323	      0.07248431	      0.06326105
    539.00000000	      5.39000000	      0.06758266	      0.08861501	      0.04144815	      0.04949311	      0.07254648	      0.06301030
    540.00000000	      5.40000000	      0.06837609	      0.08892607	      0.04131262	      0.04970476	      0.07270642	      0.06275730
    541.00000000	      5.41000000	      0.06944319	      0.08921449	      0.04109474	      0.04991703	      0.07296353	      0.06250340
    542.00000000	      5.42000000	      0.07021733	      0.08947847	      0.04079990	      0.05013391	      0.07331148	      0.06225082
    543.00000000	      5.43000000	      0.07099645	      0.08971638	      0.04043944	      0.05033952	      0.07373692	      0.06200244
    544.00000000	      5.44000000	      0.07178675	      0.08992693	      0.04003068	      0.05053899	      0.07421946	      0.06176125
    545.00000000	      5.45000000	      0.07259476	      0.09011902	      0.03959591	      0.05073023	      0.07473287	      0.06152979
    546.00000000	      5.46000000	      0.07341656	      0.09027271	      0.03916039	      0.05091219	      0.07524740	      0.06130937
    547.00000000	      5.47000000	      0.07423669	      0.09040034	      0.03874969	      0.05108530	      0.07573289	      0.06109948
    548.00000000	      5.48000000	      0.07502838	      0.09050453	      0.03838681	      0.05125182	      0.07616213	      0.06089740
    549.00000000	      5.49000000	      0.07574746	      0.09058877	      0.03808935	      0.05141585	      0.07651420	      0.06069819
    550.00000000	      5.50000000	      0.07636940	      0.09065699	      0.03786736	      0.05158293	      0.07677710	      0.06049510
    551.00000000	      5.51000000	      0.07688482	      0.09071263	      0.03772199	      0.05175921	      0.07694934	      0.06028062
    552.00000000	      5.52000000	      0.07729006	      0.09075756	      0.03764519	      0.05195028	      0.07704034	      0.06004792
    553.00000000	      5.53000000	      0.07757792	      0.09079066	      0.03762069	      0.05215954	      0.07706939	      0.05979278
    554.00000000	      5.54000000	      0.07773658	      0.09080644	      0.03762590	      0.05238652	      0.07706322	      0.05951569
    555.00000000	      5.55000000	      0.07775396	      0.09079381	      0.03763489	      0.05262523	      0.07705256	      0.05922389
    556.00000000	      5.56000000	      0.07762154	      0.09073532	      0.03762194	      0.05286279	      0.07706791	      0.05893308
    557.00000000	      5.57000000	      0.07733748	      0.09060704	      0.03756516	      0.05307879	      0.07713522	      0.05866831
    558.00000000	      5.58000000	      0.07690890	      0.09037933	      0.03744983	      0.05324538	      0.07727196	      0.05846385
    559.00000000	      5.59000000	      0.07635304	      0.09001697	      0.03727080	      0.05332838	      0.07748432	      0.05836190
    560.00000000	      5.60000000	      0.07569730	      0.08946735	      0.03703351	      0.05328937	      0.07776596	      0.05840983
    561.00000000	      5.61000000	      0.07497798	      0.08871582	      0.03675356	      0.05308859	      0.07809851	      0.05865628
    562.00000000	      5.62000000	      0.07423854	      0.08771788	      0.03645471	      0.05268871	      0.07845388	      0.05914622
    563.00000000	      5.63000000	      0.07352534	      0.08644688	      0.03616573	      0.05205920	      0.07879790	      0.05991516
    564.00000000	      5.64000000	      0.07288325	      0.08488811	      0.03591658	      0.05118117	      0.07909484	      0.06098316
    565.00000000	      5.65000000	      0.07235181	      0.08304318	      0.03573467	      0.05005247	      0.07931186	      0.06234915
    566.00000000	      5.66000000	      0.07196185	      0.08093392	      0.03564157	      0.04867520	      0.07942299	      0.06398663
    567.00000000	      5.67000000	      0.07173321	      0.07860525	      0.03565081	      0.04711611	      0.07941196	      0.06584211
    568.00000000	      5.68000000	      0.07167363	      0.07612528	      0.03576675	      0.04543401	      0.07927356	      0.06783709
    569.00000000	      5.69000000	      0.07177876	      0.07358180	      0.03598464	      0.04371167	      0.07901369	      0.06987422
    570.00000000	      5.70000000	      0.07203349	      0.07107566	      0.03629156	      0.04204119	      0.07864805	      0.07184663
    571.00000000	      5.71000000	      0.07241411	      0.06871349	      0.03666827	      0.04051387	      0.07819990	      0.07364907
    572.00000000	      5.72000000	      0.07289119	      0.06629479	      0.03709149	      0.03921008	      0.07769713	      0.07518868
    573.00000000	      5.73000000	      0.07343271	      0.06447708	      0.03753653	      0.03819112	      0.07716916	      0.07639372
    574.00000000	      5.74000000	      0.07400719	      0.06301905	      0.03797979	      0.03749451	      0.07664393	      0.07721897
    575.00000000	      5.75000000	      0.07458632	      0.06195208	      0.03840088	      0.03713295	      0.07614548	      0.07764790
    576.00000000	      5.76000000	      0.07514699	      0.06128090	      0.03878412	      0.03709619	      0.07569218	      0.07769155
    577.00000000	      5.77000000	      0.07567244	      0.06098625	      0.03911934	      0.03735446	      0.07529592	      0.07738507
    578.00000000	      5.78000000	      0.07615269	      0.06102922	      0.03940189	      0.03786286	      0.07496205	      0.07678243
    579.00000000	      5.79000000	      0.07658410	      0.06135626	      0.03963212	      0.03856629	      0.07469011	      0.07594979
    580.00000000	      5.80000000	      0.07696854	      0.06190722	      0.03981435	      0.03940505	      0.07447489	      0.07495832
    581.00000000	      5.81000000	      0.07731212	      0.06262249	      0.03995580	      0.04032063	      0.07430787	      0.07387716
    582.00000000	      5.82000000	      0.07762380	      0.06344846	      0.04006540	      0.04126096	      0.07417846	      0.07276738
    583.00000000	      5.83000000	      0.07791411	      0.06434139	      0.04015285	      0.04218429	      0.07407522	      0.07167773
    584.00000000	      5.84000000	      0.07819395	      0.06526916	      0.04022786	      0.04306112	      0.07398667	      0.07064262
    585.00000000	      5.85000000	      0.07847375	      0.06621105	      0.04029969	      0.04387410	      0.07390188	      0.06968229
    586.00000000	      5.86000000	      0.07876277	      0.06715601	      0.04037690	      0.04461625	      0.07381074	      0.06880489
    587.00000000	      5.87000000	      0.07906882	      0.06810001	      0.04046727	      0.04528818	      0.07370407	      0.06800976
    588.00000000	      5.88000000	      0.07939799	      0.06904313	      0.04057781	      0.04589479	      0.07357360	      0.06729121
    589.00000000	      5.89000000	      0.07975474	      0.06998684	      0.04071479	      0.04644226	      0.07341192	      0.06664206
    590.00000000	      5.90000000	      0.08014190	      0.07093196	      0.04088377	      0.04693562	      0.07321250	      0.06605649
    591.00000000	      5.91000000	      0.08056071	      0.07187739	      0.04108947	      0.04737728	      0.07296975	      0.06553175
    592.00000000	      5.92000000	      0.08101109	      0.07281952	      0.04133570	      0.04776657	      0.07267918	      0.06506882
    593.00000000	      5.93000000	      0.08149149	      0.07375138	      0.04162508	      0.04810012	      0.07233769	      0.06467184
    594.00000000	      5.94000000	      0.08199878	      0.07466413	      0.04195877	      0.04837297	      0.07194389	      0.06434687
    595.00000000	      5.95000000	      0.08252809	      0.07554836	      0.04233618	      0.04858005	      0.07149846	      0.06410007
    596.00000000	      5.96000000	      0.08307275	      0.07639529	      0.04275466	      0.04871772	      0.07100446	      0.06393593
    597.00000000	      5.97000000	      0.08362440	      0.07719789	      0.04320943	      0.04878502	      0.07046748	      0.06385566
    598.00000000	      5.98000000	      0.08417317	      0.07826996	      0.04369358	      0.04878456	      0.06989559	      0.06385622
    599.00000000	      5.99000000	      0.08470825	      0.07902733	      0.04419841	      0.04872273	      0.06929897	      0.06392996
    600.00000000	      6.00000000	      0.08521871	      0.07976960	      0.04471407	      0.04860944	      0.06868918	      0.06406504
    601.00000000	      6.01000000	      0.08569450	      0.08050660	      0.04523045	      0.04845720	      0.06807811	      0.06424650
    602.00000000	      6.02000000	      0.08612763	      0.08124818	      0.04573820	      0.04827989	      0.06747677	      0.06445775
    603.00000000	      6.03000000	      0.08651322	      0.08199998	      0.04622984	      0.04809127	      0.06689402	      0.06468238
    604.00000000	      6.04000000	      0.08685028	      0.08276057	      0.04670066	      0.04790349	      0.06633543	      0.06490590
    605.00000000	      6.05000000	      0.08714230	      0.08351977	      0.04714940	      0.04772576	      0.06580255	      0.06511738
    606.00000000	      6.06000000	      0.08739697	      0.08425901	      0.04757840	      0.04756334	      0.06529264	      0.06531056
    607.00000000	      6.07000000	      0.08762512	      0.08495279	      0.04799329	      0.04741704	      0.06479902	      0.06548450
    608.00000000	      6.08000000	      0.08783927	      0.08556363	      0.04840204	      0.04728320	      0.06431223	      0.06564357
    609.00000000	      6.09000000	      0.08805141	      0.08605606	      0.04881348	      0.04715427	      0.06382172	      0.06579677
    610.00000000	      6.10000000	      0.08827033	      0.08640090	      0.04923526	      0.04701990	      0.06331833	      0.06595639
    611.00000000	      6.11000000	      0.08849874	      0.08657523	      0.04967150	      0.04686849	      0.06279707	      0.06613620
    612.00000000	      6.12000000	      0.08873039	      0.08656314	      0.05012629	      0.04668907	      0.06226003	      0.06634920
    613.00000000	      6.13000000	      0.08894792	      0.08635704	      0.05057383	      0.04647324	      0.06171909	      0.06660531
    614.00000000	      6.14000000	      0.08912156	      0.08595939	      0.05100426	      0.04621697	      0.06119776	      0.06690927
