UNKNOWN
version=1
nRows=6001
nColumns=4
inDegrees=no
endheader
time	Coordinates(Deg.)	MG	TA
    998.00000000	     19.96000000	      0.02762877	      0.02459476
    999.00000000	     19.98000000	      0.02743574	      0.02488155
   1000.00000000	     20.00000000	      0.02725746	      0.02512815
   1001.00000000	     20.02000000	      0.02709870	      0.02533868
   1002.00000000	     20.04000000	      0.02696301	      0.02551533
   1003.00000000	     20.06000000	      0.02685264	      0.02565745
   1004.00000000	     20.08000000	      0.02676873	      0.02576492
   1005.00000000	     20.10000000	      0.02671164	      0.02583790
   1006.00000000	     20.12000000	      0.02668134	      0.02587664
   1007.00000000	     20.14000000	      0.02667769	      0.02588131
   1008.00000000	     20.16000000	      0.02670067	      0.02585193
   1009.00000000	     20.18000000	      0.02675040	      0.02578837
   1010.00000000	     20.20000000	      0.02682696	      0.02569038
   1011.00000000	     20.22000000	      0.02693015	      0.02555777
   1012.00000000	     20.24000000	      0.02705907	      0.02539056
   1013.00000000	     20.26000000	      0.02721179	      0.02518922
   1014.00000000	     20.28000000	      0.02738514	      0.02495325
   1015.00000000	     20.30000000	      0.02757467	      0.02467733
   1016.00000000	     20.32000000	      0.02777485	      0.02436385
   1017.00000000	     20.34000000	      0.02797954	      0.02402509
   1018.00000000	     20.36000000	      0.02818250	      0.02366969
   1019.00000000	     20.38000000	      0.02837797	      0.02330598
   1020.00000000	     20.40000000	      0.02856102	      0.02294326
   1021.00000000	     20.42000000	      0.02872787	      0.02259137
   1022.00000000	     20.44000000	      0.02887590	      0.02226020
   1023.00000000	     20.46000000	      0.02900355	      0.02195916
   1024.00000000	     20.48000000	      0.02911014	      0.02169670
   1025.00000000	     20.50000000	      0.02919563	      0.02147971
   1026.00000000	     20.52000000	      0.02926034	      0.02131294
   1027.00000000	     20.54000000	      0.02930476	      0.02119843
   1028.00000000	     20.56000000	      0.02932936	      0.02113561
   1029.00000000	     20.58000000	      0.02933444	      0.02112275
   1030.00000000	     20.60000000	      0.02932006	      0.02115929
   1031.00000000	     20.62000000	      0.02928603	      0.02124661
   1032.00000000	     20.64000000	      0.02923198	      0.02138617
   1033.00000000	     20.66000000	      0.02915739	      0.02157737
   1034.00000000	     20.68000000	      0.02906184	      0.02181683
   1035.00000000	     20.70000000	      0.02894515	      0.02209870
   1036.00000000	     20.72000000	      0.02880763	      0.02241526
   1037.00000000	     20.74000000	      0.02865035	      0.02275755
   1038.00000000	     20.76000000	      0.02847536	      0.02311585
   1039.00000000	     20.78000000	      0.02828583	      0.02348025
   1040.00000000	     20.80000000	      0.02808611	      0.02384110
   1041.00000000	     20.82000000	      0.02788156	      0.02418952
   1042.00000000	     20.84000000	      0.02767824	      0.02451774
   1043.00000000	     20.86000000	      0.02748241	      0.02481417
   1044.00000000	     20.88000000	      0.02729998	      0.02507082
   1045.00000000	     20.90000000	      0.02713601	      0.02528963
   1046.00000000	     20.92000000	      0.02699434	      0.02547476
   1047.00000000	     20.94000000	      0.02687755	      0.02562547
   1048.00000000	     20.96000000	      0.02678703	      0.02574152
   1049.00000000	     20.98000000	      0.02672329	      0.02582302
   1050.00000000	     21.00000000	      0.02668636	      0.02587022
   1051.00000000	     21.02000000	      0.02667612	      0.02588332
   1052.00000000	     21.04000000	      0.02669249	      0.02586239
   1053.00000000	     21.06000000	      0.02673557	      0.02580732
   1054.00000000	     21.08000000	      0.02680549	      0.02571788
   1055.00000000	     21.10000000	      0.02690213	      0.02559386
   1056.00000000	     21.12000000	      0.02702481	      0.02543520
   1057.00000000	     21.14000000	      0.02717188	      0.02524224
   1058.00000000	     21.16000000	      0.02734049	      0.02501538
   1059.00000000	     21.18000000	      0.02752648	      0.02474941
   1060.00000000	     21.20000000	      0.02772458	      0.02444437
   1061.00000000	     21.22000000	      0.02792874	      0.02411088
   1062.00000000	     21.24000000	      0.02813270	      0.02375887
   1063.00000000	     21.26000000	      0.02833052	      0.02339638
   1064.00000000	     21.28000000	      0.02851705	      0.02303251
   1065.00000000	     21.30000000	      0.02868820	      0.02267701
   1066.00000000	     21.32000000	      0.02884108	      0.02233980
   1067.00000000	     21.34000000	      0.02897387	      0.02203047
   1068.00000000	     21.36000000	      0.02908570	      0.02175773
   1069.00000000	     21.38000000	      0.02917640	      0.02152894
   1070.00000000	     21.40000000	      0.02924621	      0.02134942
   1071.00000000	     21.42000000	      0.02929562	      0.02122193
   1072.00000000	     21.44000000	      0.02932509	      0.02114646
   1073.00000000	     21.46000000	      0.02933499	      0.02112135
   1074.00000000	     21.48000000	      0.02932544	      0.02114558
   1075.00000000	     21.50000000	      0.02929631	      0.02122014
   1076.00000000	     21.52000000	      0.02924726	      0.02134671
   1077.00000000	     21.54000000	      0.02917781	      0.02152532
   1078.00000000	     21.56000000	      0.02908749	      0.02175328
   1079.00000000	     21.58000000	      0.02897603	      0.02202530
   1080.00000000	     21.60000000	      0.02884360	      0.02233406
   1081.00000000	     21.62000000	      0.02869107	      0.02267086
   1082.00000000	     21.64000000	      0.02852022	      0.02302612
   1083.00000000	     21.66000000	      0.02833393	      0.02338993
   1084.00000000	     21.68000000	      0.02813627	      0.02375252
   1085.00000000	     21.70000000	      0.02793237	      0.02410479
   1086.00000000	     21.72000000	      0.02772816	      0.02443867
   1087.00000000	     21.74000000	      0.02752990	      0.02474434
   1088.00000000	     21.76000000	      0.02734364	      0.02501103
   1089.00000000	     21.78000000	      0.02717469	      0.02523852
   1090.00000000	     21.80000000	      0.02702721	      0.02543208
   1091.00000000	     21.82000000	      0.02690408	      0.02559135
   1092.00000000	     21.84000000	      0.02680697	      0.02571599
   1093.00000000	     21.86000000	      0.02673658	      0.02580603
   1094.00000000	     21.88000000	      0.02669302	      0.02586171
   1095.00000000	     21.90000000	      0.02667617	      0.02588325
   1096.00000000	     21.92000000	      0.02668595	      0.02587075
   1097.00000000	     21.94000000	      0.02672240	      0.02582415
   1098.00000000	     21.96000000	      0.02678566	      0.02574326
   1099.00000000	     21.98000000	      0.02687572	      0.02562782
   1100.00000000	     22.00000000	      0.02699205	      0.02547773
   1101.00000000	     22.02000000	      0.02713330	      0.02529321
   1102.00000000	     22.04000000	      0.02729691	      0.02507500
   1103.00000000	     22.06000000	      0.02747905	      0.02481907
   1104.00000000	     22.08000000	      0.02767469	      0.02452332
   1105.00000000	     22.10000000	      0.02787793	      0.02419552
   1106.00000000	     22.12000000	      0.02808251	      0.02384740
   1107.00000000	     22.14000000	      0.02828237	      0.02348670
   1108.00000000	     22.16000000	      0.02847212	      0.02312228
   1109.00000000	     22.18000000	      0.02864740	      0.02276378
   1110.00000000	     22.20000000	      0.02880501	      0.02242112
   1111.00000000	     22.22000000	      0.02894290	      0.02210402
   1112.00000000	     22.24000000	      0.02905996	      0.02182147
   1113.00000000	     22.26000000	      0.02915588	      0.02158120
   1114.00000000	     22.28000000	      0.02923084	      0.02138911
   1115.00000000	     22.30000000	      0.02928525	      0.02124863
   1116.00000000	     22.32000000	      0.02931963	      0.02116039
   1117.00000000	     22.34000000	      0.02933435	      0.02112296
   1118.00000000	     22.36000000	      0.02932962	      0.02113495
   1119.00000000	     22.38000000	      0.02930537	      0.02119687
   1120.00000000	     22.40000000	      0.02926130	      0.02131045
   1121.00000000	     22.42000000	      0.02919695	      0.02147631
   1122.00000000	     22.44000000	      0.02911184	      0.02169245
   1123.00000000	     22.46000000	      0.02900562	      0.02195416
   1124.00000000	     22.48000000	      0.02887834	      0.02225458
   1125.00000000	     22.50000000	      0.02873066	      0.02258530
   1126.00000000	     22.52000000	      0.02856412	      0.02293691
   1127.00000000	     22.54000000	      0.02838133	      0.02329952
   1128.00000000	     22.56000000	      0.02818604	      0.02366330
   1129.00000000	     22.58000000	      0.02798316	      0.02401892
   1130.00000000	     22.60000000	      0.02777845	      0.02435804
   1131.00000000	     22.62000000	      0.02757813	      0.02467209
   1132.00000000	     22.64000000	      0.02738837	      0.02494872
   1133.00000000	     22.66000000	      0.02721469	      0.02518535
   1134.00000000	     22.68000000	      0.02706157	      0.02538729
   1135.00000000	     22.70000000	      0.02693221	      0.02555511
   1136.00000000	     22.72000000	      0.02682856	      0.02568833
   1137.00000000	     22.74000000	      0.02675152	      0.02578693
   1138.00000000	     22.76000000	      0.02670132	      0.02585110
   1139.00000000	     22.78000000	      0.02667787	      0.02588109
   1140.00000000	     22.80000000	      0.02668105	      0.02587702
   1141.00000000	     22.82000000	      0.02671088	      0.02583889
   1142.00000000	     22.84000000	      0.02676749	      0.02576651
   1143.00000000	     22.86000000	      0.02685092	      0.02565965
   1144.00000000	     22.88000000	      0.02696083	      0.02551815
   1145.00000000	     22.90000000	      0.02709609	      0.02534211
   1146.00000000	     22.92000000	      0.02725447	      0.02513217
   1147.00000000	     22.94000000	      0.02743244	      0.02488627
   1148.00000000	     22.96000000	      0.02762526	      0.02460017
   1149.00000000	     22.98000000	      0.02782720	      0.02427891
   1150.00000000	     23.00000000	      0.02803203	      0.02393516
   1151.00000000	     23.02000000	      0.02823360	      0.02357678
   1152.00000000	     23.04000000	      0.02842630	      0.02321241
   1153.00000000	     23.06000000	      0.02860551	      0.02285152
   1154.00000000	     23.08000000	      0.02876774	      0.02250401
   1155.00000000	     23.10000000	      0.02891064	      0.02217971
   1156.00000000	     23.12000000	      0.02903292	      0.02188782
   1157.00000000	     23.14000000	      0.02913408	      0.02163644
   1158.00000000	     23.16000000	      0.02921420	      0.02143199
   1159.00000000	     23.18000000	      0.02927365	      0.02127855
   1160.00000000	     23.20000000	      0.02931295	      0.02117744
   1161.00000000	     23.22000000	      0.02933252	      0.02112760
   1162.00000000	     23.24000000	      0.02933261	      0.02112738
   1163.00000000	     23.26000000	      0.02931321	      0.02117678
   1164.00000000	     23.28000000	      0.02927409	      0.02127742
   1165.00000000	     23.30000000	      0.02921481	      0.02143040
   1166.00000000	     23.32000000	      0.02913488	      0.02163442
   1167.00000000	     23.34000000	      0.02903391	      0.02188540
   1168.00000000	     23.36000000	      0.02891182	      0.02217697
   1169.00000000	     23.38000000	      0.02876909	      0.02250103
   1170.00000000	     23.40000000	      0.02860703	      0.02284837
   1171.00000000	     23.42000000	      0.02842795	      0.02320918
   1172.00000000	     23.44000000	      0.02823535	      0.02357357
   1173.00000000	     23.46000000	      0.02803384	      0.02393204
   1174.00000000	     23.48000000	      0.02782901	      0.02427596
   1175.00000000	     23.50000000	      0.02762702	      0.02459747
   1176.00000000	     23.52000000	      0.02743409	      0.02488391
   1177.00000000	     23.54000000	      0.02725596	      0.02513016
   1178.00000000	     23.56000000	      0.02709740	      0.02534040
   1179.00000000	     23.58000000	      0.02696192	      0.02551674
   1180.00000000	     23.60000000	      0.02685178	      0.02565855
   1181.00000000	     23.62000000	      0.02676811	      0.02576572
   1182.00000000	     23.64000000	      0.02671126	      0.02583840
   1183.00000000	     23.66000000	      0.02668119	      0.02587683
   1184.00000000	     23.68000000	      0.02667778	      0.02588120
   1185.00000000	     23.70000000	      0.02670099	      0.02585152
   1186.00000000	     23.72000000	      0.02675096	      0.02578765
   1187.00000000	     23.74000000	      0.02682776	      0.02568936
   1188.00000000	     23.76000000	      0.02693118	      0.02555644
   1189.00000000	     23.78000000	      0.02706032	      0.02538892
   1190.00000000	     23.80000000	      0.02721324	      0.02518729
   1191.00000000	     23.82000000	      0.02738676	      0.02495099
   1192.00000000	     23.84000000	      0.02757640	      0.02467471
   1193.00000000	     23.86000000	      0.02777665	      0.02436094
   1194.00000000	     23.88000000	      0.02798135	      0.02402201
   1195.00000000	     23.90000000	      0.02818427	      0.02366650
   1196.00000000	     23.92000000	      0.02837965	      0.02330275
   1197.00000000	     23.94000000	      0.02856257	      0.02294008
   1198.00000000	     23.96000000	      0.02872927	      0.02258833
   1199.00000000	     23.98000000	      0.02887712	      0.02225739
   1200.00000000	     24.00000000	      0.02900458	      0.02195666
   1201.00000000	     24.02000000	      0.02911099	      0.02169457
   1202.00000000	     24.04000000	      0.02919629	      0.02147801
   1203.00000000	     24.06000000	      0.02926082	      0.02131169
   1204.00000000	     24.08000000	      0.02930507	      0.02119765
   1205.00000000	     24.10000000	      0.02932949	      0.02113528
   1206.00000000	     24.12000000	      0.02933440	      0.02112285
   1207.00000000	     24.14000000	      0.02931984	      0.02115984
   1208.00000000	     24.16000000	      0.02928564	      0.02124762
   1209.00000000	     24.18000000	      0.02923141	      0.02138764
   1210.00000000	     24.20000000	      0.02915664	      0.02157929
   1211.00000000	     24.22000000	      0.02906090	      0.02181915
   1212.00000000	     24.24000000	      0.02894402	      0.02210136
   1213.00000000	     24.26000000	      0.02880632	      0.02241819
   1214.00000000	     24.28000000	      0.02864888	      0.02276066
   1215.00000000	     24.30000000	      0.02847374	      0.02311907
   1216.00000000	     24.32000000	      0.02828410	      0.02348348
   1217.00000000	     24.34000000	      0.02808431	      0.02384426
   1218.00000000	     24.36000000	      0.02787974	      0.02419252
   1219.00000000	     24.38000000	      0.02767646	      0.02452053
   1220.00000000	     24.40000000	      0.02748073	      0.02481662
   1221.00000000	     24.42000000	      0.02729844	      0.02507291
   1222.00000000	     24.44000000	      0.02713465	      0.02529142
   1223.00000000	     24.46000000	      0.02699320	      0.02547625
   1224.00000000	     24.48000000	      0.02687663	      0.02562665
   1225.00000000	     24.50000000	      0.02678634	      0.02574239
   1226.00000000	     24.52000000	      0.02672284	      0.02582359
   1227.00000000	     24.54000000	      0.02668615	      0.02587049
   1228.00000000	     24.56000000	      0.02667614	      0.02588329
   1229.00000000	     24.58000000	      0.02669275	      0.02586205
   1230.00000000	     24.60000000	      0.02673608	      0.02580667
   1231.00000000	     24.62000000	      0.02680623	      0.02571694
   1232.00000000	     24.64000000	      0.02690310	      0.02559261
   1233.00000000	     24.66000000	      0.02702601	      0.02543364
   1234.00000000	     24.68000000	      0.02717328	      0.02524038
   1235.00000000	     24.70000000	      0.02734206	      0.02501320
   1236.00000000	     24.72000000	      0.02752819	      0.02474687
   1237.00000000	     24.74000000	      0.02772637	      0.02444152
   1238.00000000	     24.76000000	      0.02793055	      0.02410783
   1239.00000000	     24.78000000	      0.02813448	      0.02375570
   1240.00000000	     24.80000000	      0.02833222	      0.02339315
   1241.00000000	     24.82000000	      0.02851863	      0.02302931
   1242.00000000	     24.84000000	      0.02868964	      0.02267393
   1243.00000000	     24.86000000	      0.02884234	      0.02233693
   1244.00000000	     24.88000000	      0.02897495	      0.02202788
   1245.00000000	     24.90000000	      0.02908660	      0.02175550
   1246.00000000	     24.92000000	      0.02917711	      0.02152713
   1247.00000000	     24.94000000	      0.02924674	      0.02134806
   1248.00000000	     24.96000000	      0.02929597	      0.02122103
   1249.00000000	     24.98000000	      0.02932527	      0.02114601
   1250.00000000	     25.00000000	      0.02933499	      0.02112135
   1251.00000000	     25.02000000	      0.02932527	      0.02114601
   1252.00000000	     25.04000000	      0.02929597	      0.02122103
   1253.00000000	     25.06000000	      0.02924674	      0.02134806
   1254.00000000	     25.08000000	      0.02917711	      0.02152713
   1255.00000000	     25.10000000	      0.02908660	      0.02175550
   1256.00000000	     25.12000000	      0.02897495	      0.02202788
   1257.00000000	     25.14000000	      0.02884234	      0.02233693
   1258.00000000	     25.16000000	      0.02868964	      0.02267393
   1259.00000000	     25.18000000	      0.02851863	      0.02302931
   1260.00000000	     25.20000000	      0.02833222	      0.02339315
   1261.00000000	     25.22000000	      0.02813448	      0.02375570
   1262.00000000	     25.24000000	      0.02793055	      0.02410783
   1263.00000000	     25.26000000	      0.02772637	      0.02444152
   1264.00000000	     25.28000000	      0.02752819	      0.02474687
   1265.00000000	     25.30000000	      0.02734206	      0.02501320
   1266.00000000	     25.32000000	      0.02717328	      0.02524038
   1267.00000000	     25.34000000	      0.02702601	      0.02543364
   1268.00000000	     25.36000000	      0.02690310	      0.02559261
   1269.00000000	     25.38000000	      0.02680623	      0.02571694
   1270.00000000	     25.40000000	      0.02673608	      0.02580667
   1271.00000000	     25.42000000	      0.02669275	      0.02586205
   1272.00000000	     25.44000000	      0.02667614	      0.02588329
   1273.00000000	     25.46000000	      0.02668615	      0.02587049
   1274.00000000	     25.48000000	      0.02672284	      0.02582359
   1275.00000000	     25.50000000	      0.02678634	      0.02574239
   1276.00000000	     25.52000000	      0.02687663	      0.02562665
   1277.00000000	     25.54000000	      0.02699320	      0.02547625
   1278.00000000	     25.56000000	      0.02713465	      0.02529142
   1279.00000000	     25.58000000	      0.02729844	      0.02507291
   1280.00000000	     25.60000000	      0.02748073	      0.02481662
   1281.00000000	     25.62000000	      0.02767646	      0.02452053
   1282.00000000	     25.64000000	      0.02787974	      0.02419252
   1283.00000000	     25.66000000	      0.02808431	      0.02384426
   1284.00000000	     25.68000000	      0.02828410	      0.02348348
   1285.00000000	     25.70000000	      0.02847374	      0.02311907
   1286.00000000	     25.72000000	      0.02864888	      0.02276066
   1287.00000000	     25.74000000	      0.02880632	      0.02241819
   1288.00000000	     25.76000000	      0.02894402	      0.02210136
   1289.00000000	     25.78000000	      0.02906090	      0.02181915
   1290.00000000	     25.80000000	      0.02915664	      0.02157929
   1291.00000000	     25.82000000	      0.02923141	      0.02138764
   1292.00000000	     25.84000000	      0.02928564	      0.02124762
   1293.00000000	     25.86000000	      0.02931984	      0.02115984
   1294.00000000	     25.88000000	      0.02933440	      0.02112285
   1295.00000000	     25.90000000	      0.02932949	      0.02113528
   1296.00000000	     25.92000000	      0.02930507	      0.02119765
   1297.00000000	     25.94000000	      0.02926082	      0.02131169
   1298.00000000	     25.96000000	      0.02919629	      0.02147801
   1299.00000000	     25.98000000	      0.02911099	      0.02169457
   1300.00000000	     26.00000000	      0.02900458	      0.02195666
   1301.00000000	     26.02000000	      0.02887712	      0.02225739
   1302.00000000	     26.04000000	      0.02872927	      0.02258833
   1303.00000000	     26.06000000	      0.02856257	      0.02294008
   1304.00000000	     26.08000000	      0.02837965	      0.02330275
   1305.00000000	     26.10000000	      0.02818427	      0.02366650
   1306.00000000	     26.12000000	      0.02798135	      0.02402201
   1307.00000000	     26.14000000	      0.02777665	      0.02436094
   1308.00000000	     26.16000000	      0.02757640	      0.02467471
   1309.00000000	     26.18000000	      0.02738676	      0.02495099
   1310.00000000	     26.20000000	      0.02721324	      0.02518729
   1311.00000000	     26.22000000	      0.02706032	      0.02538892
   1312.00000000	     26.24000000	      0.02693118	      0.02555644
   1313.00000000	     26.26000000	      0.02682776	      0.02568936
   1314.00000000	     26.28000000	      0.02675096	      0.02578765
   1315.00000000	     26.30000000	      0.02670099	      0.02585152
   1316.00000000	     26.32000000	      0.02667778	      0.02588120
   1317.00000000	     26.34000000	      0.02668119	      0.02587683
   1318.00000000	     26.36000000	      0.02671126	      0.02583840
   1319.00000000	     26.38000000	      0.02676811	      0.02576572
   1320.00000000	     26.40000000	      0.02685178	      0.02565855
   1321.00000000	     26.42000000	      0.02696192	      0.02551674
   1322.00000000	     26.44000000	      0.02709740	      0.02534040
   1323.00000000	     26.46000000	      0.02725596	      0.02513016
   1324.00000000	     26.48000000	      0.02743409	      0.02488391
   1325.00000000	     26.50000000	      0.02762702	      0.02459747
   1326.00000000	     26.52000000	      0.02782901	      0.02427596
   1327.00000000	     26.54000000	      0.02803384	      0.02393204
   1328.00000000	     26.56000000	      0.02823535	      0.02357357
   1329.00000000	     26.58000000	      0.02842795	      0.02320918
   1330.00000000	     26.60000000	      0.02860703	      0.02284837
   1331.00000000	     26.62000000	      0.02876909	      0.02250103
   1332.00000000	     26.64000000	      0.02891182	      0.02217697
   1333.00000000	     26.66000000	      0.02903391	      0.02188540
   1334.00000000	     26.68000000	      0.02913488	      0.02163442
   1335.00000000	     26.70000000	      0.02921481	      0.02143040
   1336.00000000	     26.72000000	      0.02927409	      0.02127742
   1337.00000000	     26.74000000	      0.02931321	      0.02117678
   1338.00000000	     26.76000000	      0.02933261	      0.02112738
   1339.00000000	     26.78000000	      0.02933252	      0.02112760
   1340.00000000	     26.80000000	      0.02931295	      0.02117744
   1341.00000000	     26.82000000	      0.02927365	      0.02127855
   1342.00000000	     26.84000000	      0.02921420	      0.02143199
   1343.00000000	     26.86000000	      0.02913408	      0.02163644
   1344.00000000	     26.88000000	      0.02903292	      0.02188782
   1345.00000000	     26.90000000	      0.02891064	      0.02217971
   1346.00000000	     26.92000000	      0.02876774	      0.02250401
   1347.00000000	     26.94000000	      0.02860551	      0.02285152
   1348.00000000	     26.96000000	      0.02842630	      0.02321241
   1349.00000000	     26.98000000	      0.02823360	      0.02357678
   1350.00000000	     27.00000000	      0.02803203	      0.02393516
   1351.00000000	     27.02000000	      0.02782720	      0.02427891
   1352.00000000	     27.04000000	      0.02762526	      0.02460017
   1353.00000000	     27.06000000	      0.02743244	      0.02488627
   1354.00000000	     27.08000000	      0.02725447	      0.02513217
   1355.00000000	     27.10000000	      0.02709609	      0.02534211
   1356.00000000	     27.12000000	      0.02696083	      0.02551815
   1357.00000000	     27.14000000	      0.02685092	      0.02565965
   1358.00000000	     27.16000000	      0.02676749	      0.02576651
   1359.00000000	     27.18000000	      0.02671088	      0.02583889
   1360.00000000	     27.20000000	      0.02668105	      0.02587702
   1361.00000000	     27.22000000	      0.02667787	      0.02588109
   1362.00000000	     27.24000000	      0.02670132	      0.02585110
   1363.00000000	     27.26000000	      0.02675152	      0.02578693
   1364.00000000	     27.28000000	      0.02682856	      0.02568833
   1365.00000000	     27.30000000	      0.02693221	      0.02555511
   1366.00000000	     27.32000000	      0.02706157	      0.02538729
   1367.00000000	     27.34000000	      0.02721469	      0.02518535
   1368.00000000	     27.36000000	      0.02738837	      0.02494872
   1369.00000000	     27.38000000	      0.02757813	      0.02467209
   1370.00000000	     27.40000000	      0.02777845	      0.02435804
   1371.00000000	     27.42000000	      0.02798316	      0.02401892
   1372.00000000	     27.44000000	      0.02818604	      0.02366330
   1373.00000000	     27.46000000	      0.02838133	      0.02329952
   1374.00000000	     27.48000000	      0.02856412	      0.02293691
   1375.00000000	     27.50000000	      0.02873066	      0.02258530
   1376.00000000	     27.52000000	      0.02887834	      0.02225458
   1377.00000000	     27.54000000	      0.02900562	      0.02195416
   1378.00000000	     27.56000000	      0.02911184	      0.02169245
   1379.00000000	     27.58000000	      0.02919695	      0.02147631
   1380.00000000	     27.60000000	      0.02926130	      0.02131045
   1381.00000000	     27.62000000	      0.02930537	      0.02119687
   1382.00000000	     27.64000000	      0.02932962	      0.02113495
   1383.00000000	     27.66000000	      0.02933435	      0.02112296
   1384.00000000	     27.68000000	      0.02931963	      0.02116039
   1385.00000000	     27.70000000	      0.02928525	      0.02124863
   1386.00000000	     27.72000000	      0.02923084	      0.02138911
   1387.00000000	     27.74000000	      0.02915588	      0.02158120
   1388.00000000	     27.76000000	      0.02905996	      0.02182147
   1389.00000000	     27.78000000	      0.02894290	      0.02210402
   1390.00000000	     27.80000000	      0.02880501	      0.02242112
   1391.00000000	     27.82000000	      0.02864740	      0.02276378
   1392.00000000	     27.84000000	      0.02847212	      0.02312228
   1393.00000000	     27.86000000	      0.02828237	      0.02348670
   1394.00000000	     27.88000000	      0.02808251	      0.02384740
   1395.00000000	     27.90000000	      0.02787793	      0.02419552
   1396.00000000	     27.92000000	      0.02767469	      0.02452332
   1397.00000000	     27.94000000	      0.02747905	      0.02481907
   1398.00000000	     27.96000000	      0.02729691	      0.02507500
   1399.00000000	     27.98000000	      0.02713330	      0.02529321
   1400.00000000	     28.00000000	      0.02699205	      0.02547773
   1401.00000000	     28.02000000	      0.02687572	      0.02562782
   1402.00000000	     28.04000000	      0.02678566	      0.02574326
   1403.00000000	     28.06000000	      0.02672240	      0.02582415
   1404.00000000	     28.08000000	      0.02668595	      0.02587075
   1405.00000000	     28.10000000	      0.02667617	      0.02588325
   1406.00000000	     28.12000000	      0.02669302	      0.02586171
   1407.00000000	     28.14000000	      0.02673658	      0.02580603
   1408.00000000	     28.16000000	      0.02680697	      0.02571599
   1409.00000000	     28.18000000	      0.02690408	      0.02559135
   1410.00000000	     28.20000000	      0.02702721	      0.02543208
   1411.00000000	     28.22000000	      0.02717469	      0.02523852
   1412.00000000	     28.24000000	      0.02734364	      0.02501103
   1413.00000000	     28.26000000	      0.02752990	      0.02474434
   1414.00000000	     28.28000000	      0.02772816	      0.02443867
   1415.00000000	     28.30000000	      0.02793237	      0.02410479
   1416.00000000	     28.32000000	      0.02813627	      0.02375252
   1417.00000000	     28.34000000	      0.02833393	      0.02338993
   1418.00000000	     28.36000000	      0.02852022	      0.02302612
   1419.00000000	     28.38000000	      0.02869107	      0.02267086
   1420.00000000	     28.40000000	      0.02884360	      0.02233406
   1421.00000000	     28.42000000	      0.02897603	      0.02202530
   1422.00000000	     28.44000000	      0.02908749	      0.02175328
   1423.00000000	     28.46000000	      0.02917781	      0.02152532
   1424.00000000	     28.48000000	      0.02924726	      0.02134671
   1425.00000000	     28.50000000	      0.02929631	      0.02122014
   1426.00000000	     28.52000000	      0.02932544	      0.02114558
   1427.00000000	     28.54000000	      0.02933499	      0.02112135
   1428.00000000	     28.56000000	      0.02932509	      0.02114646
   1429.00000000	     28.58000000	      0.02929562	      0.02122193
   1430.00000000	     28.60000000	      0.02924621	      0.02134942
   1431.00000000	     28.62000000	      0.02917640	      0.02152894
   1432.00000000	     28.64000000	      0.02908570	      0.02175773
   1433.00000000	     28.66000000	      0.02897387	      0.02203047
   1434.00000000	     28.68000000	      0.02884108	      0.02233980
   1435.00000000	     28.70000000	      0.02868820	      0.02267701
   1436.00000000	     28.72000000	      0.02851705	      0.02303251
   1437.00000000	     28.74000000	      0.02833052	      0.02339638
   1438.00000000	     28.76000000	      0.02813270	      0.02375887
   1439.00000000	     28.78000000	      0.02792874	      0.02411088
   1440.00000000	     28.80000000	      0.02772458	      0.02444437
   1441.00000000	     28.82000000	      0.02752648	      0.02474941
   1442.00000000	     28.84000000	      0.02734049	      0.02501538
   1443.00000000	     28.86000000	      0.02717188	      0.02524224
   1444.00000000	     28.88000000	      0.02702481	      0.02543520
   1445.00000000	     28.90000000	      0.02690213	      0.02559386
   1446.00000000	     28.92000000	      0.02680549	      0.02571788
   1447.00000000	     28.94000000	      0.02673557	      0.02580732
   1448.00000000	     28.96000000	      0.02669249	      0.02586239
   1449.00000000	     28.98000000	      0.02667612	      0.02588332
   1450.00000000	     29.00000000	      0.02668636	      0.02587022
   1451.00000000	     29.02000000	      0.02672329	      0.02582302
   1452.00000000	     29.04000000	      0.02678703	      0.02574152
   1453.00000000	     29.06000000	      0.02687755	      0.02562547
   1454.00000000	     29.08000000	      0.02699434	      0.02547476
   1455.00000000	     29.10000000	      0.02713601	      0.02528963
   1456.00000000	     29.12000000	      0.02729998	      0.02507082
   1457.00000000	     29.14000000	      0.02748241	      0.02481417
   1458.00000000	     29.16000000	      0.02767824	      0.02451774
   1459.00000000	     29.18000000	      0.02788156	      0.02418952
   1460.00000000	     29.20000000	      0.02808611	      0.02384110
   1461.00000000	     29.22000000	      0.02828583	      0.02348025
   1462.00000000	     29.24000000	      0.02847536	      0.02311585
   1463.00000000	     29.26000000	      0.02865035	      0.02275755
   1464.00000000	     29.28000000	      0.02880763	      0.02241526
   1465.00000000	     29.30000000	      0.02894515	      0.02209870
   1466.00000000	     29.32000000	      0.02906184	      0.02181683
   1467.00000000	     29.34000000	      0.02915739	      0.02157737
   1468.00000000	     29.36000000	      0.02923198	      0.02138617
   1469.00000000	     29.38000000	      0.02928603	      0.02124661
   1470.00000000	     29.40000000	      0.02932006	      0.02115929
   1471.00000000	     29.42000000	      0.02933444	      0.02112275
   1472.00000000	     29.44000000	      0.02932936	      0.02113561
   1473.00000000	     29.46000000	      0.02930476	      0.02119843
   1474.00000000	     29.48000000	      0.02926034	      0.02131294
   1475.00000000	     29.50000000	      0.02919563	      0.02147971
   1476.00000000	     29.52000000	      0.02911014	      0.02169670
   1477.00000000	     29.54000000	      0.02900355	      0.02195916
