Toe y trajetcoriesendheader

time	leftToe	rightToe
40.56600000	53.19909717	30.53733025
40.56800000	54.69264778	30.44744457
40.57000000	56.17067678	30.35451331
40.57200000	57.75415224	30.31936622
40.57400000	59.93924349	30.30275078
40.57600000	61.64379756	30.38825922
40.57800000	63.23603021	30.30101894
40.58000000	64.89818297	30.36335137
40.58200000	66.59059690	30.30087223
40.58400000	68.23282381	30.18230695
40.58600000	69.82804576	30.25425129
40.58800000	71.53973022	30.21782409
40.59000000	73.20758576	30.09012531
40.59200000	74.85293888	30.06972330
40.59400000	76.35680614	30.06071381
40.59600000	78.09481580	29.97582470
40.59800000	79.67753145	29.96185663
40.60000000	81.33151748	29.93954462
40.60200000	83.07676239	29.90222132
40.60400000	85.05688278	29.90336746
40.60600000	86.74380185	29.83435898
40.60800000	88.35566720	29.81808766
40.61000000	89.93961422	29.83215305
40.61200000	91.46717217	29.81860808
40.61400000	92.89915567	29.74496838
40.61600000	94.32920273	29.80781988
40.61800000	95.77876287	29.69961268
40.62000000	96.93810172	29.60015061
40.62200000	98.22967103	29.66779597
40.62400000	99.39108048	29.69168843
40.62600000	100.55968091	29.60689477
40.62800000	101.47599176	29.66675058
40.63000000	102.55127512	29.61942170
40.63200000	103.62456896	29.57510170
40.63400000	104.51579765	29.57896158
40.63600000	105.38731283	29.60198839
40.63800000	106.20233519	29.62339477
40.64000000	106.85143971	29.62103383
40.64200000	107.76146333	29.52475170
40.64400000	108.33882147	29.52768379
40.64600000	108.97242205	29.59335454
40.64800000	109.39475690	29.51808896
40.65000000	109.88407472	29.49004301
40.65200000	110.37237309	29.57574942
40.65400000	110.56447595	29.51272596
40.65600000	110.96665217	29.46112687
40.65800000	110.02096537	29.52008845
40.66000000	110.43944082	29.52629446
40.66200000	110.25829737	29.45724057
40.66400000	110.31977634	29.49744920
40.66600000	110.21023985	29.50591286
40.66800000	110.12131683	29.46473039
40.67000000	109.94312092	29.47022431
40.67200000	109.69222198	29.44900340
40.67400000	109.54121872	29.46968989
40.67600000	109.05400894	29.50689305
40.67800000	108.66304546	29.39486871
40.68000000	108.25584899	29.40825344
40.68200000	107.82577737	29.49568726
40.68400000	107.26726773	29.40856279
40.68600000	106.78118343	29.40229349
40.68800000	106.23580469	29.48122809
40.69000000	105.49971742	29.45373123
40.69200000	104.85270507	29.40820943
40.69400000	104.11028505	29.46351745
40.69600000	103.45625099	29.48992166
40.69800000	102.69868116	29.45992811
40.70000000	101.75583865	29.47900426
40.70200000	101.00614944	29.47354990
40.70400000	100.00151096	29.45159188
40.70600000	98.39549772	29.48776716
40.70800000	97.40691279	29.43476767
40.71000000	96.45513202	29.48237692
40.71200000	95.40816926	29.53258657
40.71400000	94.41276811	29.49260502
40.71600000	93.36978370	29.50628299
40.71800000	92.30613001	29.57678254
40.72000000	91.24526664	29.51985847
40.72200000	90.16364658	29.55469891
40.72400000	88.99190975	29.65240677
40.72600000	87.93135351	29.63615866
40.72800000	86.74667551	29.62715914
40.73000000	85.62395161	29.67695917
40.73200000	84.43215363	29.70427130
40.73400000	83.27775557	29.68466563
40.73600000	82.13547647	29.63106265
40.73800000	80.98271148	29.30262383
40.74000000	79.88769797	29.14758646
40.74200000	78.68303373	29.90606253
40.74400000	77.55922276	29.73796128
40.74600000	76.40277954	29.90590662
40.74800000	75.29371266	29.91267565
40.75000000	74.17422721	29.94172247
40.75200000	73.08811686	29.88658287
40.75400000	71.97289763	30.03112798
40.75600000	70.89758125	29.99867655
40.75800000	69.88555964	29.99573836
40.76000000	68.83291297	30.02198948
40.76200000	67.84862934	30.09581096
40.76400000	66.87112068	30.04940599
40.76600000	65.84332414	30.03636100
40.76800000	64.86637962	30.16220867
40.77000000	63.94627201	30.09571792
40.77200000	63.04396276	30.62137084
40.77400000	62.20021181	30.61249035
40.77600000	61.30078847	30.23560706
40.77800000	60.51234064	30.15147786
40.78000000	59.72049984	30.15846380
40.78200000	58.93631110	30.11757179
40.78400000	58.23571599	30.12014686
40.78600000	57.50739249	30.16072394
40.78800000	56.84027338	30.16680237
40.79000000	56.19358428	30.17443804
40.79200000	55.60240139	30.16852234
40.79400000	54.99670402	30.12964965
40.79600000	54.49241644	30.17470246
40.79800000	53.99370612	30.11880690
40.80000000	53.52685892	30.18122423
40.80200000	53.12672707	30.16355937
40.80400000	52.75006232	30.18257145
40.80600000	52.43652011	30.16111389
40.80800000	52.16132823	30.78459940
40.81000000	51.93390607	30.75762107
40.81200000	51.76024971	30.78937189
40.81400000	51.61131457	30.78726026
40.81600000	51.60572700	30.83744083
40.81800000	51.55505934	30.82755569
40.82000000	51.57420494	30.78722486
40.82200000	51.62769619	30.82006920
40.82400000	51.70245495	30.84274711
40.82600000	51.82358384	30.86107554
40.82800000	52.02417167	30.84968076
40.83000000	52.21517597	30.87086963
40.83200000	52.44603099	30.81286784
40.83400000	52.76952498	30.79686315
40.83600000	53.05963399	30.71932649
40.83800000	53.38893401	30.72903135
40.84000000	53.67115526	30.97328885
40.84200000	54.05339034	30.99844138
40.84400000	54.50158921	30.99282016
40.84600000	54.94509683	30.93706381
40.84800000	55.40698197	30.92071878
40.85000000	55.94083704	30.97173503
40.85200000	56.48009897	30.99288335
40.85400000	56.58042971	31.01603624
40.85600000	57.44556581	31.00113701
40.85800000	58.27691697	30.97027141
40.86000000	58.98673228	30.95675008
40.86200000	59.66997392	30.98168937
40.86400000	60.37418109	30.99837803
40.86600000	61.19885937	31.03972458
40.86800000	61.92551976	31.00562842
40.87000000	62.75270591	30.99602029
40.87200000	63.56168365	30.96395507
40.87400000	64.43786405	30.99799213
40.87600000	65.25357851	31.01434530
40.87800000	66.06594454	31.00980101
40.88000000	66.94652923	31.04151810
40.88200000	67.80597243	31.02786133
40.88400000	68.69438734	31.04373525
40.88600000	69.53474570	31.01436897
40.88800000	70.42477346	31.01830575
40.89000000	71.25115387	31.02456881
40.89200000	72.12257421	31.04900751
40.89400000	72.90938264	31.01824616
40.89600000	73.72051065	30.98839161
40.89800000	74.47750124	30.99149941
40.90000000	75.75029793	31.01352875
40.90200000	76.42999646	31.02939998
40.90400000	77.15036038	31.03453331
40.90600000	77.79448162	31.01128386
40.90800000	78.35706725	31.02623993
40.91000000	78.94056104	30.98074201
40.91200000	79.38107516	31.00693639
40.91400000	79.74752924	31.05761726
40.91600000	80.03941238	31.08583396
40.91800000	80.20566500	31.05363806
40.92000000	80.44006754	31.00883633
40.92200000	80.50932311	31.00360177
40.92400000	79.99509392	30.99769513
40.92600000	79.97735974	31.03481019
40.92800000	79.89922514	30.99174855
40.93000000	79.74717043	31.02274835
40.93200000	79.53624230	31.02634051
40.93400000	79.25455252	30.96528243
40.93600000	78.91649169	30.93212766
40.93800000	78.51074445	30.89372420
40.94000000	78.03367723	30.93532628
40.94200000	77.50972449	30.83656319
40.94400000	76.88614102	30.35903926
40.94600000	76.25441471	30.35397989
40.94800000	75.52679626	30.33111213
40.95000000	74.76252500	30.41175441
40.95200000	73.85855574	30.46669697
40.95400000	72.93606100	30.53596650
40.95600000	71.90439403	30.59048788
40.95800000	70.90809071	30.65634198
40.96000000	69.62819285	30.72316997
40.96200000	68.25347018	30.75858679
40.96400000	66.76255795	30.84791253
40.96600000	65.10165713	30.88914820
40.96800000	63.20267941	30.94443215
40.97000000	61.17326698	31.01780670
40.97200000	59.09182547	31.06483628
40.97400000	56.96514361	31.11667690
40.97600000	54.85260124	31.20591199
40.97800000	52.88011806	31.32363540
40.98000000	51.10460643	31.43488940
40.98200000	49.56949929	31.51457412
40.98400000	48.37195048	31.64770320
40.98600000	47.39920873	31.75353948
40.98800000	46.65129217	31.88337199
40.99000000	46.08099505	31.98508055
40.99200000	45.65989525	32.17036897
40.99400000	45.33805626	32.34155544
40.99600000	44.96841675	32.53579754
40.99800000	44.56237742	32.73218575
41.00000000	44.10771496	32.91790931
41.00200000	43.54734220	33.08257289
41.00400000	42.76573384	33.23821097
41.00600000	41.89922323	33.34590413
41.00800000	40.99618571	33.43986157
41.01000000	40.02132696	33.34542299
41.01200000	39.20556480	33.49786427
41.01400000	38.49227314	33.58159984
41.01600000	38.00302572	33.49617314
41.01800000	37.56800890	33.04985946
41.02000000	37.20326775	33.29425327
41.02200000	36.94709757	33.53234686
41.02400000	36.68142958	33.77790717
41.02600000	36.31899963	33.98853062
41.02800000	36.05715108	34.26157073
41.03000000	35.76986845	34.49798216
41.03200000	35.47854883	34.76448896
41.03400000	35.18141482	35.06768100
41.03600000	34.87314794	35.42716866
41.03800000	34.58333341	35.79404645
41.04000000	34.31626665	36.22135060
41.04200000	34.02477177	36.60847008
41.04400000	33.72113827	37.05277098
41.04600000	33.44724155	37.52175516
41.04800000	33.23304315	37.98497563
41.05000000	33.04448206	38.47251835
41.05200000	32.85026862	38.94735613
41.05400000	32.71199840	39.45532487
41.05600000	32.62015517	39.99460458
41.05800000	32.53514718	40.53294380
41.06000000	32.43141762	41.14363254
41.06200000	32.39801056	41.75538622
41.06400000	32.34706462	42.44591473
41.06600000	32.26666807	43.11842839
41.06800000	32.18340266	43.89876823
41.07000000	32.13688131	44.78783005
41.07200000	32.07945508	45.70369302
41.07400000	32.02971388	46.70161646
41.07600000	31.96628665	47.76893057
41.07800000	31.85984114	48.83397792
41.08000000	31.81536477	50.04239653
41.08200000	31.79456645	51.26015764
41.08400000	31.71871984	52.57659499
41.08600000	31.66636892	53.92519224
41.08800000	31.66824700	55.37974215
41.09000000	31.60417150	56.84354402
41.09200000	31.62223892	58.52896874
41.09400000	31.61257492	60.01302874
41.09600000	31.55122295	61.50298122
41.09800000	31.60789840	63.08835897
41.10000000	31.52867946	64.63410265
41.10200000	31.42661099	66.21613166
41.10400000	31.36824793	67.76011928
41.10600000	31.22090599	69.27388797
41.10800000	31.15802851	70.81669421
41.11000000	31.13107347	72.26234594
41.11200000	31.07686933	73.78513184
41.11400000	31.03062699	75.15356194
41.11600000	30.98856195	76.65238763
41.11800000	30.93653116	77.99841931
41.12000000	31.41753933	79.45896889
41.12200000	30.80265176	80.75893083
41.12400000	30.72875491	82.03924543
41.12600000	31.29671485	83.30589710
41.12800000	31.31843756	84.52971705
41.13000000	31.79543866	85.73097116
41.13200000	32.23760768	86.93492192
41.13400000	32.22281262	88.11295247
41.13600000	32.23898526	89.27433816
41.13800000	32.33190744	90.47991736
41.14000000	32.40253536	91.64381985
41.14200000	32.46202021	92.74957501
41.14400000	32.53635830	93.89999673
41.14600000	32.47482870	95.06658199
41.14800000	32.55248261	96.08656266
41.15000000	32.56563402	97.20275344
41.15200000	32.58983560	98.29647219
41.15400000	32.62101677	99.28924555
41.15600000	32.59645926	100.24504607
41.15800000	32.65115923	101.26381209
41.16000000	32.67504563	102.24148028
41.16200000	32.70108158	103.11792605
41.16400000	32.74799345	104.08421047
41.16600000	32.72653173	105.03187028
41.16800000	32.72876145	105.87389605
41.17000000	32.75509958	106.62598345
41.17200000	32.73460964	107.33402028
41.17400000	32.74950666	107.92404634
41.17600000	32.85241744	108.53538345
41.17800000	32.81826890	108.98359560
41.18000000	32.83252064	109.54808024
41.18200000	32.83434589	109.92695411
41.18400000	32.84105816	110.34373792
41.18600000	32.83357400	110.72995142
41.18800000	32.84494666	110.98331708
41.19000000	32.83402680	111.33174034
41.19200000	32.85627169	110.77654532
41.19400000	32.88567156	111.75084169
41.19600000	32.84937420	111.04337108
41.19800000	32.88275202	111.29406490
41.20000000	32.88795992	111.22875530
41.20200000	32.87479822	111.24803768
41.20400000	32.88475812	111.03729500
41.20600000	32.83021804	111.02047715
41.20800000	32.83682832	110.75260406
41.21000000	32.83839866	110.50123403
41.21200000	32.86065057	110.31633966
41.21400000	32.88285380	109.93102975
41.21600000	32.85676290	109.59030285
41.21800000	32.82513946	109.20080739
41.22000000	32.81552193	108.72356342
41.22200000	32.81325071	108.24609697
41.22400000	32.82129253	108.01368316
41.22600000	32.80649013	112.91707200
41.22800000	32.82083181	109.57474716
41.23000000	32.70418984	107.68535273
41.23200000	32.81842078	106.52524161
41.23400000	32.80224655	105.84669489
41.23600000	32.79729154	105.31404080
41.23800000	32.68402994	103.45051960
41.24000000	32.80401039	102.92738819
41.24200000	32.62170205	102.11373582
41.24400000	32.80292737	101.38026830
41.24600000	32.63154498	100.62767721
41.24800000	32.63460490	99.82297057
41.25000000	32.59896531	99.06416936
41.25200000	32.57710870	98.17742669
41.25400000	32.52471341	97.41570079
41.25600000	32.52913980	96.51261801
41.25800000	32.46996946	95.65118715
41.26000000	32.45827126	94.67060905
41.26200000	32.48237384	93.70720943
41.26400000	32.45941133	92.74554665
41.26600000	32.39122883	91.70044580
41.26800000	32.39838631	90.64516433
41.27000000	31.99631204	89.61561088
41.27200000	31.47227318	89.62336555
41.27400000	31.41278806	88.48873051
41.27600000	31.37670808	87.51473784
41.27800000	31.36882977	86.43225798
41.28000000	31.34524099	84.20206931
41.28200000	31.27681369	83.18632846
41.28400000	31.28969015	82.91546907
41.28600000	31.22435873	81.58263391
41.28800000	31.22710205	80.57608676
41.29000000	31.19768834	79.38982350
41.29200000	31.18374449	77.23395268
41.29400000	31.16127489	76.08445436
41.29600000	31.15205348	74.83445576
41.29800000	31.09490822	73.64049967
41.30000000	31.09579539	72.50484584
41.30200000	31.08125170	71.39101186
41.30400000	31.05880206	70.30082659
41.30600000	31.02206662	69.09085477
41.30800000	31.00177453	67.88144693
41.31000000	31.02496032	66.83506000
41.31200000	30.97832916	65.79032153
41.31400000	30.89777066	64.77833182
41.31600000	30.91161189	63.69186845
41.31800000	30.90189195	62.64021603
41.32000000	31.56060027	61.64556796
41.32200000	31.61952434	60.69196623
41.32400000	31.72810312	59.77238270
41.32600000	31.61078445	58.81736988
41.32800000	31.76419944	57.85669692
41.33000000	31.71462368	56.97100974
41.33200000	31.74149013	56.06881105
41.33400000	31.84049351	55.10565420
41.33600000	31.65782866	54.59455767
41.33800000	31.63625312	53.70235306
41.34000000	31.65110947	52.94019078
41.34200000	31.67805209	52.42415083
41.34400000	31.79251880	51.72045974
41.34600000	31.78998559	51.05022805
41.34800000	31.66870860	50.47281070
41.35000000	31.68706427	49.92495245
41.35200000	31.64105857	49.48167975
41.35400000	31.75747613	48.87085416
41.35600000	31.73119935	49.64889243
41.35800000	31.65493066	49.48808511
41.36000000	31.60512342	49.49849473
41.36200000	31.64040796	49.30804487
41.36400000	31.74541334	49.08626758
41.36600000	31.81481375	48.90899209
41.36800000	31.79930526	48.38288645
41.37000000	31.80050096	48.28987554
41.37200000	31.64580244	48.25542109
41.37400000	31.66104883	48.29034706
41.37600000	31.84289015	48.20699922
41.37800000	31.82037482	48.09892899
41.38000000	31.86716763	47.88729490
41.38200000	31.89389451	47.84706308
41.38400000	31.75560418	47.91990298
41.38600000	31.86182835	47.95517972
41.38800000	31.88503313	47.97631187
41.39000000	31.92071354	48.08397072
41.39200000	31.94175294	48.18275541
41.39400000	31.93633297	48.31359512
41.39600000	31.83326658	48.42835582
41.39800000	32.02749519	48.61834330
41.40000000	32.10711004	48.60967664
41.40200000	31.98080786	48.72826976
41.40400000	32.03121253	48.99940743
41.40600000	32.02711908	49.30463235
41.40800000	32.09445868	49.45428027
41.41000000	32.06011704	49.71514316
41.41200000	32.15982307	49.98967572
41.41400000	32.12584092	50.38234147
41.41600000	32.20090367	50.74965179
41.41800000	32.19138124	51.20788514
41.42000000	32.18024244	51.63426319
41.42200000	32.22615550	52.21296532
41.42400000	32.24370571	52.86307591
41.42600000	32.25657487	53.50792903
41.42800000	32.24586127	54.26383193
41.43000000	32.32890732	55.02129965
41.43200000	32.31997319	55.79223073
41.43400000	32.45649004	56.59597648
41.43600000	32.41859781	57.45932886
41.43800000	32.43144236	58.25297987
41.44000000	32.42313194	59.12513892
41.44200000	32.49758487	59.86777667
41.44400000	32.40545340	60.66055913
41.44600000	32.54479639	61.35558821
41.44800000	32.58939288	62.10515025
41.45000000	32.57960164	62.55540484
41.45200000	32.60639225	63.16138799
41.45400000	32.62488687	63.58033902
41.45600000	32.59137532	63.93741815
41.45800000	32.66166172	64.26055262
41.46000000	32.65919021	64.52434272
41.46200000	32.63808823	64.66982010
41.46400000	32.71648984	64.78047008
41.46600000	32.74574342	64.85513775
41.46800000	32.64990696	64.94351667
41.47000000	32.64171561	64.82561489
41.47200000	32.42370856	64.70068860
41.47400000	32.50764668	64.52459662
41.47600000	32.40718236	64.33103199
41.47800000	32.36285790	64.07899170
41.48000000	32.31042236	63.84611977
41.48200000	32.40367307	63.54840708
41.48400000	32.40838852	63.12128530
41.48600000	31.76160382	62.60186854
41.48800000	31.72648921	62.23144584
41.49000000	31.82368923	61.64207021
41.49200000	31.87228866	61.03085756
41.49400000	31.74935039	60.42109625
41.49600000	31.77880349	59.71049506
41.49800000	31.87418613	58.89828661
41.50000000	31.80170367	58.08692347
41.50200000	31.82557056	57.14202622
41.50400000	31.86206763	56.07440338
41.50600000	31.89366079	54.91012001
41.50800000	31.88727811	53.66233502
41.51000000	31.87964531	52.24923655
41.51200000	31.86593205	50.69116324
41.51400000	31.91055735	49.16697217
41.51600000	31.95562104	47.49168017
41.51800000	31.89312808	45.85324582
41.52000000	31.86579394	44.25940435
41.52200000	31.92340843	42.76980245
41.52400000	32.04588436	41.50097478
41.52600000	32.01916247	40.50970128
41.52800000	31.96095919	39.44469401
41.53000000	32.06018624	38.75129788
41.53200000	32.08986478	38.19933074
41.53400000	32.04976108	37.68327351
41.53600000	32.11924998	37.48399324
41.53800000	32.19496573	37.43071852
41.54000000	32.26794578	37.25289983
41.54200000	32.34316521	36.84590561
41.54400000	32.41194552	36.59528281
