Toe y trajetcoriesendheader

time	leftToe	rightToe	leftCalf	rightCalf
40.06600000	52.15080369	25.76547532	75.81437465	77.83346415
40.06800000	53.24805880	25.75287146	73.93546817	78.94656876
40.07000000	54.45818709	25.89297578	72.20807379	80.05818737
40.07200000	55.62056744	25.30536402	70.39173492	81.20807925
40.07400000	56.69449893	25.59776412	69.01539590	82.36115577
40.07600000	58.14160914	25.69051816	67.75357842	83.51862025
40.07800000	59.36822571	25.84806096	66.39717432	84.70870062
40.08000000	61.47224043	26.03254100	65.43936373	85.93490765
40.08200000	62.80871342	26.13603642	64.53523088	87.16739431
40.08400000	64.57063587	26.35193515	63.69371205	88.44987288
40.08600000	65.43663839	26.45715836	62.95189805	89.75490034
40.08800000	67.07029903	26.62940271	62.23524584	91.01512407
40.09000000	68.68019519	26.75676783	61.76785344	92.31393258
40.09200000	70.33561791	26.90610134	61.33524124	93.67907386
40.09400000	71.98832649	26.96157923	61.02048135	94.98421358
40.09600000	73.71788692	27.11848943	60.81807683	96.38407686
40.09800000	75.45536817	27.31081149	60.70604268	97.77472440
40.10000000	77.07211124	27.59472739	60.59039815	99.18900882
40.10200000	78.81942850	27.83597110	60.57765829	100.62702574
40.10400000	80.35901274	28.01487674	60.62816515	102.06449859
40.10600000	81.87632567	28.28879151	60.71617458	103.57662563
40.10800000	83.23017325	28.58231038	60.82380655	105.09243209
40.11000000	84.42713508	29.05564375	60.93010990	106.71951826
40.11200000	85.57007914	29.31579941	61.02658186	108.33912753
40.11400000	86.55601707	29.63044492	61.14145223	109.96243033
40.11600000	87.42069285	29.71146678	61.26640414	111.66715403
40.11800000	88.19420546	30.08887169	61.32602261	113.40246647
40.12000000	88.78537560	30.41214857	61.35822722	115.10257420
40.12200000	89.31762935	30.75720851	61.28460518	116.87430896
40.12400000	89.61474309	31.16846779	61.21908420	118.68469075
40.12600000	89.84345367	31.48122209	61.08588950	120.52868168
40.12800000	89.88282444	31.93556606	60.79160150	122.36545809
40.13000000	89.75367863	32.26364989	60.47113154	124.25556463
40.13200000	89.49013331	32.74044221	60.06777470	126.19716311
40.13400000	89.10797303	33.16205531	59.63102519	128.09940112
40.13600000	88.52019757	33.54391931	59.07973565	130.24277635
40.13800000	87.80002361	34.01386246	58.42630011	132.18503270
40.14000000	86.90623404	34.39225707	57.77185403	134.14696047
40.14200000	85.86825231	34.87871287	57.05622021	136.20516047
40.14400000	84.74786759	35.36489726	56.23394313	138.11534681
40.14600000	83.40432668	35.73982069	55.36604612	140.08939920
40.14800000	81.95745513	36.25543609	54.51872210	142.06361577
40.15000000	80.42415664	36.65327191	53.55806801	144.06424823
40.15200000	78.73707109	37.11517243	52.55946458	146.00044571
40.15400000	76.94121563	37.57103420	51.53239699	147.95590246
40.15600000	75.08523125	38.05719196	50.47584468	149.87570912
40.15800000	73.08988353	38.51830715	49.36466819	151.84825910
40.16000000	71.11116173	39.03052615	48.18111807	153.86609213
40.16200000	69.01860866	40.04381146	47.01818821	155.69808245
40.16400000	66.97905587	40.50555016	45.77102641	157.62717027
40.16600000	64.84811892	41.11111328	44.48810670	159.55068256
40.16800000	62.62756385	41.43889832	43.20335749	161.45168383
40.17000000	60.52292691	42.20726451	41.92182371	163.41733477
40.17200000	58.29821815	42.88363667	40.90694125	165.44863597
40.17400000	56.04387971	43.73226893	40.07151435	167.53561779
40.17600000	53.77316330	44.44420606	38.83256870	169.68453591
40.17800000	51.49788181	45.61608218	38.05941437	171.91155025
40.18000000	49.09254505	46.62986947	38.24985558	174.23649154
40.18200000	46.29009608	47.86377008	38.72494026	176.62559719
40.18400000	43.92123835	49.26830680	39.67719549	179.11189357
40.18600000	41.74640955	50.87857610	40.56968977	181.71473562
40.18800000	40.12726334	52.84775515	41.03144658	184.35416979
40.19000000	38.95900084	54.94260603	41.71230340	187.02255076
40.19200000	37.18705159	56.88052539	42.20841560	189.65614438
40.19400000	36.19538071	59.28554575	42.58428666	192.40616852
40.19600000	35.80632555	61.73914259	42.99202093	195.15890482
40.19800000	34.56929547	64.25980108	43.30444666	197.93127251
40.20000000	34.50511435	66.85855027	43.62943542	200.83660612
40.20200000	33.29004165	69.46203950	43.95321236	203.37609250
40.20400000	31.75673144	72.00064454	44.08037629	206.00394390
40.20600000	30.35485716	74.56231765	44.32845956	208.59029407
40.20800000	29.42346760	77.01235249	44.55295393	211.26809327
40.21000000	28.95467235	79.38394793	44.76743612	213.67809638
40.21200000	28.55352762	81.71198768	45.10574800	216.06889350
40.21400000	27.73861841	83.95995181	45.39966173	218.32544605
40.21600000	27.64696028	86.07286013	45.65431263	220.49376957
40.21800000	26.64635451	88.28733885	45.96664474	222.55351307
40.22000000	26.40836918	90.32099452	46.27243204	224.47616161
40.22200000	25.80263145	92.39343940	46.42367107	226.36524167
40.22400000	25.57899536	94.29172567	46.66808549	228.16365813
40.22600000	25.36555607	96.04073578	46.75106007	229.88905810
40.22800000	25.28243687	97.72743035	46.87299976	231.53287798
40.23000000	25.21993710	99.17748604	46.94259698	233.12615286
40.23200000	25.17511395	100.53040787	47.07812006	234.64851567
40.23400000	25.09896122	101.75146405	47.18779649	236.01844930
40.23600000	24.99846534	102.97200375	47.24829373	237.30309098
40.23800000	24.92976925	104.14623180	47.39842176	238.53352814
40.24000000	24.84333382	105.23550217	47.49606586	239.64277640
40.24200000	24.68790660	106.27413727	47.65207053	240.59226006
40.24400000	24.71786027	107.12346091	47.74327282	241.45861395
40.24600000	24.51643351	108.05993605	47.83838310	242.22131149
40.24800000	24.48571261	108.76663711	47.95998653	242.88010075
40.25000000	24.36091783	109.36451620	48.00885652	243.43603860
40.25200000	24.35571057	110.04102080	48.13001405	243.94277047
40.25400000	24.35438903	110.48908251	48.22382674	244.25091284
40.25600000	24.28275953	110.96779043	48.27464766	244.55465792
40.25800000	24.33845630	111.29601550	48.36634818	244.72651836
40.26000000	24.31394445	111.69136063	48.41526273	244.75912874
40.26200000	24.25036629	111.81716398	48.53108835	244.72018932
40.26400000	24.26506714	111.95045852	48.58961540	244.54634604
40.26600000	24.24503535	112.08613473	48.64258506	244.26087095
40.26800000	24.25172657	112.09172213	48.75231885	243.90296984
40.27000000	24.22891285	111.90646414	48.81880932	243.37753174
40.27200000	24.24149148	111.76232158	48.90229053	242.80584286
40.27400000	24.22136986	111.44200218	48.96200007	241.96197148
40.27600000	24.28857888	111.15507972	49.03457852	241.10539228
40.27800000	24.25003595	110.71710187	49.08908837	240.01037369
40.28000000	24.28128455	110.17802185	49.10860454	238.75677806
40.28200000	24.33443345	109.66551631	49.15209586	237.62768841
40.28400000	24.31407487	109.04793594	48.97686110	236.33656370
40.28600000	24.37701535	108.32778204	48.94565922	234.98209744
40.28800000	24.38696876	107.62944684	48.95421423	233.43579984
40.29000000	24.37047861	106.70335385	49.00586562	231.77351481
40.29200000	24.46431773	105.75981801	49.06409667	230.02550858
40.29400000	24.46462006	105.00884241	49.03146365	228.17146749
40.29600000	24.53271119	104.07858133	49.00213705	226.16570328
40.29800000	24.46386031	103.01517064	49.18093571	224.13068768
40.30000000	24.52194746	101.82388068	49.76857369	221.94771639
40.30200000	24.42869677	100.62597705	49.84175800	219.64002775
40.30400000	24.30064483	99.51038338	49.95299445	217.28722191
40.30600000	24.20858093	98.18104040	50.05550783	214.78134162
40.30800000	23.85507847	96.91098263	50.16392065	212.28856634
40.31000000	23.73384039	95.50843292	50.19589740	209.64089894
40.31200000	23.50396218	94.13298357	50.29990238	206.92738593
40.31400000	23.96606892	92.71294354	50.46750487	204.14610405
40.31600000	23.85825596	91.48474688	50.57264559	201.31208283
40.31800000	23.97167669	89.83517231	50.73958397	198.42217908
40.32000000	23.92731899	88.19292273	50.87582609	195.56207096
40.32200000	23.95066993	86.52494092	51.01550648	192.46573646
40.32400000	24.01283660	84.97209286	50.37528710	189.21391912
40.32600000	23.89778430	83.28173228	51.04833682	186.03900405
40.32800000	23.99739594	81.65870497	51.82522175	182.66583232
40.33000000	23.93235428	79.94141078	51.70351703	179.41173619
40.33200000	24.05072817	78.26289826	51.94175165	176.16778245
40.33400000	24.00979068	76.46628903	52.16745663	172.75686153
40.33600000	24.04116667	74.76986537	52.37482311	169.57569093
40.33800000	24.04440322	73.17426269	52.60483750	165.99069102
40.34000000	25.48666280	71.52083314	52.79730473	162.54393147
40.34200000	24.99154321	69.88943389	53.05258814	159.06511538
40.34400000	24.66444799	68.19380131	53.28750640	155.55079658
40.34600000	24.12133990	66.61795187	53.55167545	151.79136536
40.34800000	24.74857720	65.06037712	53.82426314	148.29666902
40.35000000	24.76674724	63.50153426	54.16394929	144.69161100
40.35200000	24.73372341	62.04103167	54.59969692	141.04820949
40.35400000	24.74425085	60.59239388	54.97363730	137.41378345
40.35600000	24.74017624	59.08789004	55.36177327	133.79036998
40.35800000	24.76153999	57.83500525	55.78830149	130.29249776
40.36000000	24.77993348	56.58505449	56.22270737	126.68644367
40.36200000	24.74980125	55.38176666	56.63433027	123.10094605
40.36400000	24.77259808	54.49677044	57.13877805	119.60119290
40.36600000	24.77914626	53.44092654	57.74870985	116.03503476
40.36800000	24.81791534	52.51028422	58.33886131	112.93612530
40.37000000	24.77714306	51.63829210	59.05652148	109.38444585
40.37200000	24.81250500	50.87051530	59.68890696	106.03663521
40.37400000	24.65554907	50.15777283	60.40881571	102.00170072
40.37600000	24.69339664	49.51475199	61.07647897	99.30245207
40.37800000	24.70053746	49.17858575	61.80424445	96.20087574
40.38000000	24.74311820	48.69002850	62.54729540	93.17431952
40.38200000	24.73839726	48.29557174	63.29029534	90.24142538
40.38400000	24.78854544	48.04437193	64.08934111	87.38827967
40.38600000	24.81991796	47.84994171	64.91904784	84.67550392
40.38800000	24.91636837	47.68592931	65.78764730	82.05672530
40.39000000	24.84457970	47.60228772	66.66267747	79.08863530
40.39200000	24.84668050	48.07226201	67.56795063	76.64799576
40.39400000	24.94821688	48.21999048	68.47524781	74.70174716
40.39600000	25.05017701	48.37354977	69.46077369	72.55241752
40.39800000	25.06695452	48.64346943	70.44940392	70.51633557
40.40000000	25.16841696	48.95418344	71.46411294	68.60848664
40.40200000	25.18405600	49.29250905	72.48715322	66.86595245
40.40400000	25.32625022	49.67759790	73.49347889	65.17673674
40.40600000	24.94316008	49.92552993	74.58388353	63.71170051
40.40800000	24.61774881	50.45807168	75.67561409	62.20793475
40.41000000	25.09429335	50.86169875	76.78687581	60.73004348
40.41200000	25.47225376	51.51688379	77.88088770	59.58643848
40.41400000	25.69866620	52.45948360	79.03493940	58.58474915
40.41600000	25.80275316	53.31217560	80.19040353	57.63005276
40.41800000	25.96540547	54.27164261	81.38386073	56.79814775
40.42000000	26.03306006	55.38256933	82.52956447	56.06767020
40.42200000	26.13654889	56.36858727	83.79335186	55.45386165
40.42400000	26.26619995	57.95555955	85.02200750	54.87939642
40.42600000	26.24091566	58.99515406	86.28298503	54.52019726
40.42800000	26.36154685	60.25253590	87.58253162	54.10054735
40.43000000	26.38849471	61.78159353	88.87087794	53.89684988
40.43200000	26.51645113	62.70005428	90.20336185	53.68108164
40.43400000	26.61959986	64.15876468	91.49474408	53.57479400
40.43600000	26.69734489	65.22410811	92.87394264	53.40997354
40.43800000	26.92257114	66.47000787	94.24898949	53.54875283
40.44000000	27.03881121	67.67005101	95.87759329	53.50615239
40.44200000	27.16628249	68.82027844	97.25219967	53.55441843
40.44400000	27.29995703	69.96293870	98.44351894	53.51408761
40.44600000	27.43724143	70.99248559	100.08284464	53.64375959
40.44800000	27.55258740	71.89544843	101.52280025	53.72855999
40.45000000	27.73734613	72.77867475	102.96570103	53.67778198
40.45200000	27.91247630	73.64951376	104.42588010	53.71763703
40.45400000	28.06770332	74.44907175	105.69882768	53.80739802
40.45600000	28.26326764	75.18096853	107.46837041	53.64858178
40.45800000	28.42617839	75.71625338	108.99096195	53.55441869
40.46000000	28.62823970	76.29128681	110.54184691	53.40004579
40.46200000	28.82578871	76.70992554	112.06659714	53.19796611
40.46400000	28.98435501	77.07567910	113.71735761	52.98483320
40.46600000	29.19844301	77.37041903	115.27579303	52.69134683
40.46800000	29.39127622	77.49402068	116.88562490	52.39435102
40.47000000	29.58958493	77.56788833	118.50234085	51.99643119
40.47200000	29.77683644	77.51795037	120.06562046	51.57070873
40.47400000	29.96593388	77.30763654	121.72768927	51.09898602
40.47600000	30.19298321	76.99780125	123.52292018	50.63708131
40.47800000	30.31470968	76.61037073	125.18147193	50.07532419
40.48000000	30.53987667	76.10989680	126.85643261	49.48013612
40.48200000	30.70671528	75.76512311	128.47811726	48.89099823
40.48400000	30.90891587	74.95872551	130.12969583	48.22966603
40.48600000	31.09631084	74.20077061	131.84677713	47.53061626
40.48800000	31.26665823	73.23404990	133.49354352	46.76840034
40.49000000	31.44896837	72.21952516	135.09710322	45.99051994
40.49200000	31.62510710	71.10357381	136.77616351	45.24931252
40.49400000	31.80925115	69.86331852	138.43123285	44.45390731
40.49600000	31.95931061	68.59060813	140.12149979	43.62923419
40.49800000	32.23736619	67.13122817	141.77067580	42.80585559
40.50000000	32.79716850	65.64789791	143.45299001	41.97522501
40.50200000	32.53695473	64.17828151	145.14405345	41.10090719
40.50400000	32.77121383	62.55440544	146.91736440	40.51304249
40.50600000	33.40799299	60.55741083	148.71645649	39.85453774
40.50800000	33.17045311	58.79536300	150.68724506	39.10063370
40.51000000	33.50250862	56.85861864	152.77356569	38.17332048
40.51200000	33.71502364	54.86037729	154.55259607	37.22830073
40.51400000	34.01251072	52.86726223	156.39002262	36.38143498
40.51600000	34.35989327	50.73513206	158.20929351	35.65614550
40.51800000	34.53746506	48.37993676	160.23696120	35.18866599
40.52000000	34.93998996	45.65993085	161.76866868	35.19735177
40.52200000	35.24878219	42.21939591	163.61610019	35.49620935
40.52400000	35.61204648	38.96585371	165.46677019	35.95208811
40.52600000	36.05556196	36.02642240	167.51305192	36.62402279
40.52800000	36.60583346	33.69218304	169.59067395	37.22906159
40.53000000	36.86395279	31.24813181	171.78699674	37.77872524
40.53200000	37.20421953	29.26476738	174.05566156	38.23379986
40.53400000	37.81577131	27.67594751	176.37800446	38.69161049
40.53600000	38.48868588	26.53921442	178.77665850	39.11774669
40.53800000	39.49377634	26.12654853	181.26175598	39.51911005
40.54000000	40.43419957	26.21578159	183.79284550	39.90145843
40.54200000	41.61876390	26.25610351	186.35430403	40.27661372
40.54400000	43.37450130	26.02681070	188.95481030	40.70264919
40.54600000	44.92847388	25.53536832	191.56674832	41.02822987
40.54800000	46.61805323	25.06185650	194.18223447	41.27748645
40.55000000	48.41951758	24.65241025	196.80846440	41.41808674
40.55200000	50.33990026	24.43296944	199.37253037	41.54664752
40.55400000	52.26039470	24.35335341	201.89657820	41.69332193
40.55600000	54.37035305	24.44246668	204.40291957	41.77222359
40.55800000	56.29434992	24.47756803	206.86625572	41.91446223
40.56000000	58.41351753	24.53098837	209.29752738	42.10764851
40.56200000	60.64715942	24.51928525	211.63836584	42.29817385
40.56400000	62.60628978	24.53502635	214.01839553	42.54500346
40.56600000	64.79301454	24.53444574	216.24834118	42.79055834
40.56800000	67.00410919	24.51389935	218.39487266	43.05289252
40.57000000	68.86625222	24.45236934	220.57491653	43.27628457
40.57200000	71.00450365	24.39869821	222.54950013	43.49408410
40.57400000	73.20944942	24.32615292	224.59036903	43.64933806
40.57600000	75.15916464	24.24381038	226.62361129	43.82149803
40.57800000	77.15046867	24.24914224	228.59353589	43.88896252
40.58000000	79.10881484	24.26814076	230.55817999	43.93742555
40.58200000	81.12497283	24.30030442	232.47821483	43.98938690
40.58400000	82.92333310	24.30626582	234.29518890	44.05550987
40.58600000	84.73685883	24.36372397	236.09305064	44.11118633
40.58800000	86.41955973	24.35223214	237.82028813	44.21550197
40.59000000	88.27826833	24.34365475	239.37376986	44.34233024
40.59200000	89.84187365	24.37993258	240.89703794	44.47180235
40.59400000	91.40611093	24.34239852	242.40904372	44.58717439
40.59600000	92.47024194	24.40864636	243.74420565	44.69770140
40.59800000	93.62360685	24.39460481	245.05845549	44.81293370
40.60000000	94.69998977	24.39000443	246.32904163	44.92591776
40.60200000	95.35295147	24.41911698	247.47897838	44.98251674
40.60400000	96.22416432	24.40800598	248.57345898	45.10930130
40.60600000	97.01615495	24.41279793	249.62686881	45.15514833
40.60800000	97.79243512	24.40987430	250.51875382	45.27961310
