ANALOG
2000.000000,Hz
Sample #,Fx1,Fy1,Fz1,Mx1,My1,Mz1,RMG,LMG,RTA,LTA,SPEED,MP,S1,SYNC
Units:,N,N,N,Nmm,Nmm,Nmm,V,V,V,V,V,V,V,V
7630,0.367552,-0.005212,-1.192842,14.494386,18.614992,0.626203,0.000009,0.000002,0.000021,0.000007,-0.050693,0.016980,0.001373,0.343399
7631,0.550895,0.035013,-0.934163,30.825485,6.253092,-5.597139,0.000025,0.000009,0.000024,0.000006,-0.047183,0.015454,0.001297,1.249962
7632,0.390879,0.043350,-1.222786,8.508656,-0.576893,4.989302,0.000030,-0.000002,-0.000008,0.000006,-0.049777,0.018658,0.001259,1.249962
7633,0.346210,0.058915,-1.040665,17.261549,4.589965,4.762280,-0.000012,0.000001,-0.000046,0.000003,-0.050388,0.017438,0.000839,1.249962
7634,0.359630,0.002122,-1.213998,-0.731872,-10.996264,4.510449,-0.000049,0.000002,-0.000011,0.000007,-0.050693,0.017438,-0.000534,1.249962
7635,0.363949,-0.006620,-1.347084,-1.615819,-19.654539,3.581311,0.000007,0.000004,0.000005,0.000002,-0.050845,0.017896,0.001106,1.249962
7636,0.299580,0.005353,-1.243788,14.332747,15.156014,-3.913522,-0.000002,0.000001,-0.000007,-0.000002,-0.054660,0.013318,0.001297,0.343208
7637,0.325103,-0.052075,-1.411876,16.969793,-1.480156,-6.907229,0.000021,-0.000008,-0.000008,0.000012,-0.050845,0.016675,0.000229,0.345840
7638,0.382235,-0.000006,-1.141858,2.564445,-8.654757,-3.865863,0.000005,0.000001,-0.000000,0.000001,-0.051151,0.015607,0.000801,0.339890
7639,0.388244,-0.074923,-1.126200,14.117152,7.798656,-6.564838,0.000007,0.000005,0.000011,-0.000008,-0.050998,0.016370,0.000496,0.339928
7640,0.469639,-0.018410,-1.266865,22.440598,-1.447927,-2.273887,0.000005,0.000002,0.000003,0.000014,-0.052676,0.017438,0.000534,0.344734
7641,0.559359,-0.028413,-0.945547,33.107479,10.124973,-24.526566,0.000005,-0.000006,0.000005,0.000014,-0.048251,0.019421,0.000610,1.249962
7642,0.453428,0.007262,-1.179968,19.172049,-13.543817,5.020501,0.000006,-0.000003,-0.000003,0.000003,-0.050388,0.016980,-0.000076,1.249962
7643,0.399152,-0.075002,-1.119199,22.062702,-7.374894,-13.967324,0.000007,-0.000002,-0.000006,0.000002,-0.053592,0.017285,0.000191,1.249962
7644,0.452451,-0.012519,-1.288197,19.630417,0.200637,1.265995,0.000019,0.000003,-0.000008,0.000002,-0.049625,0.017743,0.001602,1.249962
7645,0.418439,-0.012772,-1.157687,20.945480,3.446284,3.169701,0.000003,0.000007,-0.000009,0.000000,-0.051456,0.017896,0.001297,1.249962
7646,0.443248,0.008566,-1.263836,22.700096,-4.529974,7.594358,-0.000010,0.000009,-0.000005,-0.000006,-0.054202,0.017133,0.000992,0.341949
7647,0.438274,0.001642,-0.907963,29.526840,7.615058,3.237881,-0.000014,0.000003,0.000003,0.000018,-0.051761,0.018506,0.001183,0.342178
7648,0.433381,-0.131128,-1.111004,23.647696,2.724250,-7.797373,0.000000,-0.000010,0.000001,0.000039,-0.052219,0.015912,0.000687,0.342903
7649,0.384361,0.002328,-1.294668,11.008449,4.676828,1.319138,0.000013,0.000009,-0.000003,0.000045,-0.050693,0.020032,0.000572,0.344124
7650,0.372797,-0.050548,-1.095205,31.846483,2.114835,4.161244,0.000010,0.000010,0.000009,0.000027,-0.051608,0.016217,0.001221,0.344467
7651,0.642000,-0.056332,-0.963781,37.987534,11.001708,-8.876864,0.000003,0.000000,0.000003,-0.000044,-0.047488,0.005688,0.001030,1.249962
7652,0.418150,-0.020228,-1.083592,14.844568,-0.020170,-4.231655,0.000002,0.000002,-0.000006,-0.000072,-0.050540,0.018506,0.000648,1.249962
7653,0.588627,0.005161,-1.280109,7.999680,-5.690717,10.616603,0.000002,0.000000,-0.000013,-0.000062,-0.051608,0.017133,0.000420,1.249962
7654,0.586507,-0.141224,-1.172637,21.884016,-17.160238,-13.047031,0.000008,0.000005,0.000002,0.000002,-0.045657,0.017438,0.001297,1.249962
7655,0.598736,-0.050981,-1.203819,17.035532,-2.618724,11.230100,0.000018,0.000002,-0.000001,0.000037,-0.051151,0.017285,0.000992,1.249962
7656,0.520947,-0.089835,-1.171504,7.921985,-10.508490,-6.344845,0.000018,-0.000003,0.000022,0.000068,-0.054965,0.016980,0.001144,0.344429
7657,0.515536,-0.048318,-1.328225,22.555149,-5.441025,-10.215830,0.000013,-0.000005,-0.000000,0.000045,-0.051761,0.017133,0.000229,0.343552
7658,0.569197,0.006531,-1.257020,11.793359,-8.822510,2.065879,0.000008,0.000004,-0.000007,-0.000157,-0.052524,0.016370,0.000839,0.351219
7659,0.525072,0.028082,-1.234636,24.243370,-19.120844,-2.449885,-0.000002,-0.000001,-0.000001,0.000030,-0.052829,0.016217,0.000954,0.344353
7660,0.492575,0.028487,-1.242432,19.755816,-5.167944,0.591957,-0.000007,-0.000006,0.000005,0.000041,-0.051608,0.013928,0.001907,0.342484
7661,0.601371,0.102574,-1.032834,35.245903,11.803457,6.657930,-0.000004,0.000001,0.000004,0.000039,-0.047946,0.018658,0.001144,1.249962
7662,0.398709,0.055134,-0.990312,16.817810,-2.271488,8.908499,0.000016,-0.000000,-0.000004,0.000019,-0.052219,0.018048,0.000954,1.249962
7663,0.447654,0.011059,-1.229604,26.151150,-1.773055,1.024712,0.000015,0.000001,0.000003,-0.000005,-0.051761,0.017590,0.000801,1.249962
7664,0.565909,0.131137,-1.058764,11.395377,-4.689798,34.777245,-0.000007,-0.000000,-0.000002,0.000005,-0.048557,0.017285,0.000801,1.249962
7665,0.437179,-0.017553,-1.182150,27.095062,-8.876440,0.823146,0.000065,-0.000000,-0.000009,0.000007,-0.052219,0.017590,0.000381,1.249962
7666,0.389544,-0.047453,-1.277239,4.734458,-9.816601,4.252969,-0.000052,0.000005,0.000002,0.000003,-0.054050,0.016064,0.001564,0.341682
7667,0.496121,-0.078000,-1.239190,12.001594,2.240553,-0.319053,0.000022,-0.000000,0.000004,0.000012,-0.051761,0.016675,0.001030,0.341072
7668,0.458544,-0.101122,-1.331650,15.921735,-1.729258,1.866192,-0.000033,-0.000002,0.000010,0.000019,-0.053287,0.016675,0.001106,0.344162
7669,0.378533,-0.107359,-0.970628,23.653076,-7.565115,-1.294685,0.000011,0.000002,-0.000005,0.000004,-0.052066,0.017438,0.000954,0.345802
7670,0.365623,-0.096231,-1.170693,18.775032,-7.786840,15.808744,0.000011,0.000003,-0.000002,0.000001,-0.050845,0.016522,0.001488,0.344925
7671,0.590823,-0.004258,-1.181682,19.415560,8.353388,-1.714290,-0.000002,0.000006,0.000001,-0.000006,-0.050540,0.020337,0.001793,1.249962
7672,0.563130,-0.042613,-1.027271,13.045937,-15.524085,6.174878,0.000019,-0.000003,-0.000014,-0.000003,-0.050082,0.018658,0.001183,1.249962
7673,0.479063,-0.056229,-1.189993,10.896591,-8.446652,6.365583,0.000008,-0.000001,-0.000007,-0.000003,-0.051303,0.017438,0.000992,1.249962
7674,0.416993,0.003956,-1.094764,-17.118000,23.641895,6.604675,0.000012,0.000000,-0.000003,0.000001,-0.051151,0.017743,0.000725,1.249962
7675,0.393345,0.035552,-1.095682,3.981388,-18.434134,11.126737,0.000025,0.000003,-0.000008,0.000001,-0.051303,0.017896,0.001068,1.249962
7676,0.403365,0.090706,-1.287980,0.896579,-22.537743,9.047461,0.000011,0.000002,0.000017,0.000007,-0.053287,0.017590,0.001144,0.341415
7677,0.324084,0.064027,-1.036310,21.372244,-8.688369,4.025433,-0.000041,0.000002,0.000006,0.000003,-0.051151,0.013013,0.001106,0.342178
7678,0.349004,0.065206,-1.180816,16.595320,3.972278,11.893893,-0.000003,-0.000003,-0.000006,0.000004,-0.051456,0.018353,0.001411,0.344696
7679,0.370652,0.094902,-1.136599,11.546099,-2.078088,5.585184,0.000029,0.000002,-0.000000,0.000003,-0.049777,0.017285,0.001373,0.348282
7680,0.301212,0.126911,-0.897227,33.668118,-2.315033,17.536776,0.000009,0.000011,0.000008,0.000002,-0.051761,0.015454,0.000992,0.340424
7681,0.516588,-0.022931,-1.006507,41.841118,4.277996,-16.283033,0.000003,-0.000010,-0.000007,0.000004,-0.048099,0.019116,0.001297,1.249962
7682,0.456302,0.064499,-1.151439,17.504942,-11.276953,10.429747,0.000036,-0.000010,-0.000011,0.000004,-0.050845,0.017285,0.001144,1.249962
7683,0.440246,0.004299,-1.207446,20.180832,-3.813875,2.344496,0.000004,0.000015,-0.000007,0.000002,-0.053897,0.016980,0.003242,1.249962
7684,0.448814,0.041874,-1.019624,15.787501,-17.418827,10.456864,0.000017,0.000009,0.000000,0.000013,-0.050082,0.019116,0.000916,1.249962
7685,0.428931,-0.078325,-1.217694,18.568239,-23.818262,-5.265451,-0.000001,0.000011,-0.000001,0.000004,-0.050845,0.017590,0.000839,1.249962
7686,0.283460,-0.008111,-1.231586,17.033970,-1.447448,3.287475,-0.000019,0.000005,-0.000008,0.000005,-0.052829,0.016675,0.000877,0.342598
7687,0.467284,0.025656,-1.141979,8.474005,-10.160347,7.338403,-0.000012,0.000004,-0.000004,-0.000003,-0.051151,0.016675,0.000801,0.345345
7688,0.528498,-0.032579,-1.184600,27.275623,-8.129070,-1.006145,-0.000007,-0.000007,-0.000007,0.000010,-0.050693,0.017743,0.001373,0.335808
7689,0.419766,-0.061259,-1.265072,21.817331,-7.087386,-0.026215,0.000006,-0.000002,0.000002,0.000013,-0.052371,0.024304,0.000000,0.342598
7690,0.431173,0.004666,-1.200655,16.417824,-0.760598,6.804375,0.000029,0.000011,0.000017,0.000013,-0.052219,0.016980,0.000839,0.337677
7691,0.605680,0.038929,-0.851593,36.156548,11.928522,-2.539173,0.000017,-0.000000,0.000004,0.000004,-0.048404,0.018201,0.000839,1.249962
7692,0.361509,0.043908,-1.121882,23.885145,-4.775918,15.992874,-0.000029,0.000004,-0.000002,-0.000004,-0.055576,0.017133,-0.000305,1.249962
7693,0.414524,0.068160,-1.282403,-0.862301,-2.125359,29.572884,0.000025,-0.000016,-0.000014,0.000002,-0.052219,0.019727,0.000229,1.249962
7694,0.391743,0.112531,-1.134944,27.779490,-10.973837,20.147573,-0.000025,0.000002,-0.000007,-0.000001,-0.051456,0.017743,0.001373,1.249962
7695,0.372333,0.079864,-1.122020,5.887842,-12.904974,19.316319,0.000001,0.000004,0.000005,0.000005,-0.050845,0.017743,0.000458,1.249962
7696,0.431787,0.064800,-1.014882,24.841150,-4.215409,14.185442,-0.000009,-0.000003,0.000001,0.000004,-0.055118,0.016522,0.001526,0.344353
7697,0.340761,0.020357,-0.930552,5.341321,-18.857775,9.395759,0.000054,0.000002,0.000001,0.000003,-0.051761,0.015454,0.000839,0.344276
7698,0.241073,0.012063,-0.967675,12.657404,-8.519324,-2.927737,-0.000014,0.000012,0.000001,0.000004,-0.051303,0.023389,0.000114,0.344620
7699,0.403824,-0.044718,-1.120261,14.052840,-16.651663,0.945301,0.000006,0.000005,0.000002,0.000019,-0.052066,0.015454,0.000076,0.349617
7700,0.445947,-0.132966,-1.300559,14.167569,-9.340469,-12.335741,0.000017,0.000004,0.000002,0.000042,-0.050388,0.017285,0.000763,0.345230
7701,0.521005,-0.082620,-0.804634,47.001549,22.681049,-18.479975,0.000014,-0.000001,0.000007,0.000028,-0.047794,0.016827,0.000229,1.249962
7702,0.392752,-0.035977,-1.128946,23.505119,-14.716593,-4.562014,-0.000000,0.000002,0.000003,-0.000004,-0.051303,0.018658,0.000839,1.249962
7703,0.507316,-0.101298,-1.171380,13.900283,-2.713152,-21.886580,-0.000003,0.000003,0.000005,-0.000006,-0.051608,0.016370,0.000877,1.249962
7704,0.424691,0.030646,-1.089860,12.858979,-10.998539,-2.844171,-0.000002,0.000006,-0.000003,0.000012,-0.051761,0.017590,-0.000076,1.249962
7705,0.354218,0.045818,-1.138788,9.943730,-14.151084,-2.374061,0.000011,0.000012,-0.000006,0.000058,-0.048557,0.017896,0.000191,1.249962
7706,0.337682,-0.003227,-1.125576,23.932116,-19.512688,-6.276253,0.000012,0.000004,0.000002,0.000119,-0.054507,0.016217,0.000877,0.343590
7707,0.384060,-0.020819,-1.113572,17.018961,-1.336053,-9.500009,0.000008,-0.000002,0.000007,-0.000194,-0.050998,0.015454,0.001259,0.345306
7708,0.323317,0.024078,-1.094374,26.139097,-9.150879,2.470041,-0.000000,-0.000014,0.000002,-0.000351,-0.052066,0.014386,0.000458,0.340157
7709,0.434567,0.014897,-1.136183,31.042276,-0.851308,-2.847005,-0.000000,-0.000012,-0.000019,0.000065,-0.052219,0.019116,0.001526,0.351944
7710,0.409095,0.037087,-1.276085,20.838573,-7.025563,10.545110,0.000002,0.000002,-0.000004,0.000043,-0.050693,0.016980,0.000992,0.343475
7711,0.500536,-0.006031,-0.910671,41.182243,15.494299,-9.967022,0.000013,0.000007,-0.000008,0.000065,-0.048251,0.017590,0.001106,1.249962
7712,0.431296,0.017187,-1.030313,21.775398,-11.043056,8.983229,0.000019,0.000012,-0.000010,0.000075,-0.051608,0.018811,0.000153,1.249962
7713,0.450598,0.065717,-0.953352,9.484105,-5.790420,21.550262,0.000024,-0.000003,-0.000005,0.000062,-0.051303,0.017133,0.001183,1.249962
7714,0.475829,0.004502,-1.151233,18.863806,-14.321280,19.460464,0.000016,-0.000001,0.000002,0.000043,-0.050693,0.018506,-0.000153,1.249962
7715,0.436906,-0.017596,-1.176215,22.102228,-18.968296,15.135525,0.000014,0.000001,0.000001,0.000072,-0.049930,0.017438,0.000572,1.249962
7716,0.463614,0.034721,-1.080141,7.990831,-13.558628,22.599640,0.000010,0.000000,0.000001,0.000057,-0.053897,0.016064,0.000343,0.346756
7717,0.455128,-0.022226,-1.146123,35.464344,-5.340360,19.500080,0.000008,-0.000001,0.000001,0.000044,-0.051303,0.015912,0.000229,0.346298
7718,0.483995,-0.054499,-1.074844,10.585341,-11.116125,2.282376,0.000005,0.000006,-0.000001,0.000205,-0.051608,0.021558,0.000572,0.342751
7719,0.423812,0.002370,-0.996537,24.456581,-13.254148,9.792323,-0.000002,0.000003,0.000002,-0.000127,-0.049625,0.016370,-0.000038,0.344620
7720,0.479121,-0.032018,-1.126316,21.696112,-12.803987,8.150985,-0.000005,0.000002,0.000008,-0.000455,-0.050845,0.016370,0.000305,0.341721
7721,0.399858,0.011912,-0.720253,28.457758,11.462654,-14.264386,0.000006,0.000002,-0.000008,-0.000167,-0.047641,0.018811,0.000877,1.249962
7722,0.343943,-0.002658,-1.033294,12.557434,-8.582265,10.913192,0.000007,0.000003,-0.000007,0.000112,-0.050693,0.017438,0.000725,1.249962
7723,0.359186,0.016876,-1.245125,36.122509,-7.162778,8.647351,-0.000002,0.000007,0.000012,0.000118,-0.050693,0.016217,0.000801,1.249962
7724,0.266153,0.058912,-1.015913,26.061579,-18.544146,2.802891,0.000007,0.000000,0.000005,0.000044,-0.049167,0.014539,0.000839,1.249962
7725,0.323106,-0.003885,-1.028910,21.999830,-3.871672,6.120436,-0.000011,0.000003,-0.000011,0.000008,-0.049625,0.017590,0.000687,1.249962
7726,0.319388,0.159968,-1.099159,18.492987,-10.019388,12.295176,-0.000007,-0.000010,-0.000005,0.000039,-0.054355,0.015302,0.000572,0.343475
7727,0.426938,0.039883,-1.183977,17.393209,-12.608882,-6.775986,0.000007,-0.000005,-0.000003,0.000041,-0.050845,0.015302,0.001221,0.346718
7728,0.325817,0.106685,-1.025863,19.945671,-14.698328,11.915553,0.000003,-0.000004,0.000001,0.000040,-0.051761,0.017285,0.001335,0.344620
7729,0.352200,0.092716,-0.982762,16.144421,-9.229807,12.891126,0.000003,0.000003,-0.000010,0.000021,-0.050998,0.019574,-0.000153,0.332222
7730,0.445579,0.103861,-1.059082,14.481433,-5.937937,6.076147,0.000017,-0.000001,-0.000007,0.000016,-0.051608,0.017133,0.000801,0.344887
7731,0.543408,0.009907,-0.901029,51.738094,-2.138904,-14.208852,0.000025,0.000001,-0.000001,0.000015,-0.047336,0.017590,0.001526,1.249962
7732,0.435590,0.114864,-1.227774,6.747781,-28.372124,11.903535,0.000009,-0.000009,0.000000,0.000010,-0.050388,0.017896,-0.000153,1.249962
7733,0.511656,0.021985,-0.849997,14.556259,3.854362,1.688667,0.000004,0.000004,0.000004,-0.000002,-0.052219,0.017285,0.001183,1.249962
7734,0.611606,0.048208,-1.047218,2.895454,-10.206514,12.416800,0.000007,0.000010,0.000004,-0.000004,-0.050693,0.021863,0.001259,1.249962
7735,0.565636,0.029111,-0.869679,16.673120,-6.509693,9.904564,0.000017,0.000003,0.000009,-0.000012,-0.050845,0.017743,0.000496,1.249962
7736,0.588806,0.051702,-1.115858,8.068682,3.412307,8.857287,0.000014,-0.000007,0.000001,-0.000014,-0.054965,0.016064,-0.000153,0.344124
7737,0.601859,0.030351,-1.140173,16.408369,-8.000933,-0.076689,0.000011,0.000015,0.000001,0.000017,-0.052066,0.016064,0.000687,0.341721
7738,0.558204,-0.011383,-1.021660,33.508118,4.752122,-0.495934,0.000006,0.000010,-0.000003,0.000026,-0.050998,0.015912,0.000076,0.340042
7739,0.525784,-0.007972,-1.101489,11.365299,-7.015883,-3.734287,-0.000000,-0.000003,-0.000002,0.000028,-0.051913,0.016980,0.001259,0.343552
7740,0.632249,-0.064319,-1.135916,17.621567,-10.037205,0.704662,-0.000000,-0.000004,-0.000003,-0.000080,-0.050693,0.017590,0.000916,0.354767
7741,0.595408,-0.107868,-0.797798,34.366741,8.925594,-24.945955,-0.000002,-0.000004,0.000002,-0.000049,-0.050388,0.016217,0.000877,1.249962
7742,0.465470,-0.038897,-0.996897,22.089567,-9.607649,-2.391886,0.000001,-0.000000,0.000003,-0.000032,-0.052219,0.017590,0.000916,1.249962
7743,0.432513,-0.100006,-1.070300,13.042150,-20.869778,-11.158631,0.000001,0.000002,-0.000008,0.000030,-0.051608,0.018964,0.000687,1.249962
7744,0.304584,-0.038491,-1.074343,24.924599,-7.455804,-2.391248,0.000011,0.000003,-0.000015,0.000040,-0.050998,0.019269,0.000381,1.249962
7745,0.382319,-0.079823,-1.084605,22.177488,-6.511425,-9.059778,0.000011,0.000000,-0.000000,0.000096,-0.050540,0.018201,0.001106,1.249962
7746,0.341859,0.007401,-0.906941,31.166059,4.585552,3.310100,0.000017,-0.000001,0.000010,0.000095,-0.053287,0.017285,0.000687,0.341797
7747,0.359537,-0.100880,-1.074876,19.495157,-11.187447,-11.003148,0.000013,0.000001,0.000005,0.000106,-0.051456,0.017896,0.000801,0.345154
7748,0.306689,-0.047298,-1.183435,4.893619,-14.174447,3.356928,0.000007,-0.000001,0.000005,-0.000015,-0.050998,0.016370,0.001411,0.343170
7749,0.274831,-0.130199,-1.121877,20.092665,-3.637711,-7.217248,-0.000013,-0.000000,-0.000014,-0.000135,-0.051151,0.017438,0.001259,0.342140
7750,0.309784,-0.147256,-0.892533,18.706915,-14.775034,-6.198867,-0.000025,0.000005,-0.000008,-0.000207,-0.050388,0.015149,0.001793,0.350685
7751,0.437660,-0.196045,-0.815035,36.464878,4.470260,-21.597742,-0.000006,-0.000003,-0.000002,-0.000211,-0.046268,0.017133,0.001526,1.249962
7752,0.378115,-0.122924,-0.975488,13.838744,-20.913872,-8.226171,0.000029,0.000002,0.000014,0.000148,-0.051761,0.017438,0.000648,1.249962
7753,0.478903,-0.066742,-1.201104,4.498087,-24.906553,-5.721814,0.000019,0.000002,0.000002,0.000124,-0.051151,0.018201,0.000839,1.249962
7754,0.296886,0.008545,-1.057152,20.350231,-9.923717,5.067603,-0.000007,0.000002,-0.000003,0.000080,-0.050235,0.016217,0.001335,1.249962
7755,0.365157,0.003787,-1.044882,-1.709209,-3.829844,11.551948,0.000010,-0.000001,0.000002,0.000002,-0.051151,0.017438,0.002213,1.249962
7756,0.353269,0.028873,-1.063571,15.034594,3.399339,14.613787,0.000019,0.000001,-0.000004,0.000036,-0.053745,0.018353,0.001221,0.340271
7757,0.415893,0.037666,-1.051349,13.876560,-1.974079,10.126368,0.000031,0.000008,-0.000006,0.000030,-0.052066,0.017285,0.001183,0.343704
7758,0.407925,0.019873,-1.064088,16.525188,-11.615213,10.582669,-0.000007,0.000005,-0.000001,0.000044,-0.052066,0.016064,0.001144,0.345345
7759,0.280155,0.034733,-0.949224,19.334805,-15.020984,-0.817724,0.000020,-0.000001,-0.000006,0.000030,-0.050693,0.018506,0.000496,0.343819
7760,0.307151,0.080156,-1.057857,10.739434,-23.258442,16.715725,0.000037,0.000002,0.000010,0.000014,-0.051913,0.016675,-0.000381,0.345535
7761,0.491264,-0.042891,-0.733962,34.407875,5.973654,-8.087469,0.000027,0.000005,0.000015,-0.000001,-0.048709,0.016980,0.001106,1.249962
7762,0.355012,0.036950,-0.941658,30.248373,-0.433368,8.178560,0.000008,-0.000000,0.000000,0.000002,-0.050388,0.018048,0.001717,1.249962
7763,0.303549,0.044889,-0.889270,-8.459420,3.457069,5.029839,-0.000027,-0.000002,-0.000008,-0.000003,-0.050845,0.016522,0.001030,1.249962
7764,0.318536,0.017531,-0.920894,15.856997,-9.350189,-0.753787,-0.000000,0.000004,-0.000014,-0.000007,-0.051456,0.017896,0.001411,1.249962
7765,0.276366,-0.008249,-0.962548,37.245815,-25.581886,7.920532,-0.000011,0.000005,0.000015,-0.000012,-0.051303,0.014996,0.000572,1.249962
7766,0.396297,-0.010860,-0.936587,17.101748,-8.849476,-1.740396,0.000007,0.000005,0.000001,-0.000016,-0.054355,0.016980,0.000725,0.342331
7767,0.415491,-0.019952,-0.946509,-2.163528,-4.091805,1.001180,-0.000015,0.000003,-0.000009,0.000010,-0.052524,0.016217,0.000648,0.341415
7768,0.424038,0.026257,-0.926261,15.202479,5.460464,6.410476,0.000006,-0.000016,-0.000010,0.000050,-0.054507,0.016064,0.000954,0.341988
7769,0.346731,0.083431,-0.901599,26.182085,-9.845401,10.585893,0.000022,-0.000015,-0.000009,0.000062,-0.050388,0.016522,0.000153,0.346756
7770,0.381603,-0.000809,-1.282749,16.245314,-2.334686,3.311885,-0.000002,0.000002,0.000000,0.000057,-0.051456,0.018506,0.000610,0.341759
7771,0.499400,0.012394,-0.845495,31.750431,9.216562,-7.811574,0.000017,0.000013,-0.000006,-0.000206,-0.048709,0.017285,0.001259,1.249962
7772,0.362124,-0.009540,-1.107603,23.040548,-19.587212,1.380051,0.000055,0.000014,-0.000001,-0.000094,-0.051151,0.016980,0.000648,1.249962
7773,0.317465,0.016599,-1.076814,7.950073,-22.586039,4.790125,-0.000001,0.000000,-0.000002,0.000135,-0.051456,0.018048,0.000381,1.249962
7774,0.283210,0.043270,-1.120625,19.521769,3.065966,-1.779935,-0.000057,0.000004,-0.000001,0.000292,-0.050998,0.017438,0.001602,1.249962
7775,0.309142,0.049172,-0.937896,17.599674,0.123294,5.681359,0.000011,0.000008,-0.000009,0.000436,-0.051761,0.012250,0.000916,1.249962
7776,0.250832,0.028107,-1.022552,8.713471,-17.683464,5.547550,0.000050,0.000007,-0.000002,-0.000042,-0.055576,0.004468,0.001144,0.341606
7777,0.353195,0.105973,-0.893560,8.980386,9.809470,8.274577,0.000018,0.000000,0.000004,-0.001670,-0.050388,0.016064,0.001183,0.342598
7778,0.274643,0.002695,-1.077692,12.162055,7.342128,0.247159,0.000010,-0.000019,0.000004,-0.000134,-0.051913,0.016827,0.000381,0.342140
7779,0.338978,-0.008064,-1.096766,21.432230,10.877550,-3.274068,0.000005,0.000019,-0.000008,0.000499,-0.046420,0.016675,0.001106,0.345345
7780,0.282964,0.003936,-0.942691,8.475647,-4.863578,-6.034748,-0.000025,0.000007,-0.000002,0.000266,-0.051151,0.017743,0.000687,0.343323
7781,0.478348,-0.037928,-0.735007,45.019608,17.282799,-17.217024,-0.000013,-0.000004,-0.000005,0.000236,-0.047946,0.016522,0.000954,1.249962
7782,0.386010,0.015099,-1.019233,16.263634,-6.067258,-3.048621,0.000070,-0.000005,-0.000004,0.000223,-0.052829,0.017133,0.001297,1.249962
7783,0.415778,0.011655,-0.863708,14.765226,-3.621080,-10.710402,0.000077,0.000009,0.000000,0.000051,-0.050693,0.017896,0.001068,1.249962
7784,0.452236,0.044758,-0.841219,26.789597,-7.891322,-1.788495,0.000032,0.000005,-0.000001,-0.000175,-0.051456,0.017743,0.000305,1.249962
7785,0.420162,-0.001662,-0.978715,15.561437,1.496516,-16.382221,-0.000156,-0.000011,-0.000002,0.000115,-0.051151,0.017133,0.001755,1.249962
7786,0.414986,0.018703,-0.999828,-1.039042,0.702107,-9.747642,-0.000056,-0.000005,0.000002,0.000129,-0.054507,0.016827,0.000610,0.330086
7787,0.450782,-0.082932,-0.878497,9.573874,11.366735,-14.813237,-0.000021,0.000006,-0.000000,0.000065,-0.051303,0.017285,0.002022,0.343056
7788,0.364126,-0.027581,-1.232318,15.143825,-10.909605,-2.247983,0.000079,0.000020,0.000019,-0.000124,-0.052066,0.018201,0.001221,0.342827
7789,0.494477,0.003248,-0.937560,20.324577,-3.585316,-8.114164,0.000029,0.000002,0.000005,-0.000146,-0.051456,0.015912,0.001259,0.340996
7790,0.498659,-0.001990,-0.952131,6.607987,11.825356,-5.981486,0.000027,-0.000001,-0.000012,-0.000025,-0.050693,0.015912,0.000725,0.341682
7791,0.545137,-0.021983,-0.832822,38.058380,6.807146,-20.400661,0.000015,-0.000001,-0.000010,0.000024,-0.048557,0.017285,0.001526,1.249962
7792,0.437412,0.085452,-0.859859,-2.428243,-1.498513,6.860375,0.000010,-0.000002,-0.000013,0.000032,-0.050235,0.017438,0.001183,1.249962
7793,0.410927,0.005123,-1.041129,4.104869,-10.763506,-1.830123,0.000000,0.000003,-0.000005,0.000037,-0.051913,0.017743,0.001602,1.249962
7794,0.418405,-0.004240,-1.246356,-7.791555,-20.927824,-7.005565,-0.000003,0.000001,0.000002,0.000039,-0.050540,0.017896,0.001602,1.249962
7795,0.345965,-0.008378,-0.878018,9.036923,-6.509025,-8.835772,-0.000022,0.000004,0.000001,0.000031,-0.051761,0.013165,0.000877,1.249962
7796,0.454437,-0.007826,-1.232092,6.247632,12.639369,0.591098,0.000004,0.000002,0.000008,-0.000129,-0.054202,0.017590,0.002022,0.341644
7797,0.365071,0.051709,-0.877715,14.927353,-15.912603,-1.289878,0.000020,-0.000001,-0.000003,0.000025,-0.050082,0.017438,0.000572,0.340385
7798,0.468411,0.017710,-0.997993,2.128057,-3.023913,-1.038501,0.000018,-0.000004,-0.000001,0.000032,-0.050388,0.016370,0.001450,0.344353
7799,0.290157,0.063137,-0.973621,-5.840881,-15.492239,11.119872,0.000009,-0.000001,-0.000001,0.000029,-0.052066,0.014539,0.000763,0.343895
7800,0.359863,0.050825,-0.777311,0.733394,-15.905632,5.275385,0.000005,0.000002,0.000006,0.000003,-0.050693,0.016370,0.000496,0.340042
7801,0.459203,0.017130,-0.758435,29.931530,3.659379,-7.780760,0.000058,-0.000002,-0.000004,-0.000007,-0.048251,0.018658,0.000229,1.249962
7802,0.322717,0.030852,-1.097306,16.833141,-5.049150,3.719752,0.000014,0.000008,-0.000000,-0.000032,-0.052524,0.017438,0.000114,1.249962
7803,0.285117,0.004307,-1.168196,10.635230,-13.841755,11.888543,-0.000020,0.000005,-0.000009,0.000039,-0.051303,0.017285,0.000839,1.249962
7804,0.364086,0.026521,-1.039246,18.161060,-1.718816,9.558974,-0.000043,-0.000007,0.000001,0.000112,-0.049930,0.017743,0.000801,1.249962
7805,0.276738,-0.037985,-1.192529,18.573599,2.195843,3.258744,-0.000014,-0.000000,-0.000001,0.000099,-0.051608,0.018048,0.000763,1.249962
7806,0.336542,-0.061399,-1.011673,17.818666,-7.336951,3.573021,-0.000087,0.000000,0.000001,-0.000090,-0.054355,0.020490,0.000114,0.335121
