ANALOG
2000.000000,Hz
Sample #,Fx1,Fy1,Fz1,Mx1,My1,Mz1,RMG,LMG,RTA,LTA,SPEED,MP,S1,SYNC
Units:,N,N,N,Nmm,Nmm,Nmm,V,V,V,V,V,V,V,V
11699,0.195722,-0.041706,-1.232365,18.991428,24.742273,-10.283298,0.000005,-0.000007,-0.000001,0.000000,-0.051913,0.020337,0.001831,0.337677
11700,0.240742,0.000919,-1.176623,14.241978,25.214258,-3.347109,0.000008,-0.000033,-0.000005,0.000002,-0.051151,0.016522,0.000458,0.344238
11701,0.461102,-0.146517,-1.238827,51.963078,40.535721,-13.277234,0.000010,0.000008,-0.000002,0.000003,-0.047031,0.017438,0.000534,1.249962
11702,0.282820,-0.084051,-1.424407,3.213036,7.389534,2.546891,0.000007,0.000010,-0.000003,0.000005,-0.050540,0.018201,0.000000,1.249962
11703,0.345467,-0.065101,-1.119916,30.875128,30.516806,-1.081048,-0.000004,-0.000005,-0.000002,0.000002,-0.051151,0.016675,0.000763,1.249962
11704,0.302206,-0.041565,-1.186556,23.041300,21.093439,-1.370810,0.000007,-0.000001,0.000000,0.000000,-0.051151,0.012402,0.001068,1.249962
11705,0.306407,-0.049330,-1.259009,17.321032,41.563740,1.784565,0.000006,0.000057,0.000001,0.000006,-0.051761,0.016980,0.000916,1.249962
11706,0.277957,0.057400,-1.195491,17.745810,29.391151,6.183905,0.000007,0.000009,0.000003,0.000008,-0.053592,0.017285,0.001106,0.343857
11707,0.351077,-0.057643,-1.188760,23.391191,16.759872,-3.615243,0.000005,0.000022,-0.000000,0.000004,-0.051608,0.021710,0.001602,0.341530
11708,0.377462,-0.011722,-1.254655,26.587740,34.037560,22.137020,0.000005,0.000003,-0.000001,0.000009,-0.052371,0.016827,0.002098,0.341225
11709,0.415522,0.024199,-1.159381,26.081699,27.174810,14.092416,0.000005,0.000016,0.000001,0.000007,-0.051761,0.016675,0.001526,0.345917
11710,0.395505,0.051223,-1.272084,4.444584,31.470097,7.001768,0.000005,-0.000008,0.000002,0.000001,-0.050693,0.015149,0.001183,0.336304
11711,0.512309,-0.024719,-1.063801,29.430166,42.698685,-12.648347,0.000006,-0.000061,0.000001,-0.000002,-0.046268,0.017133,0.000992,1.249962
11712,0.356527,0.020876,-1.306258,14.956955,15.389805,-2.117556,0.000003,-0.000005,-0.000005,0.000009,-0.051303,0.017285,0.001526,1.249962
11713,0.428638,0.004532,-1.155414,23.524015,26.526945,-2.132753,0.000007,0.000080,-0.000005,0.000009,-0.050235,0.016675,0.000763,1.249962
11714,0.402978,0.008995,-1.296520,17.783850,26.019239,-0.992339,0.000005,-0.000026,-0.000004,0.000003,-0.051608,0.017896,0.002365,1.249962
11715,0.451608,0.005384,-1.230969,12.380422,36.609558,-4.399687,0.000005,-0.000038,-0.000003,0.000001,-0.051913,0.018353,0.000610,1.249962
11716,0.472078,-0.028494,-1.099387,12.598523,17.371395,-9.297647,0.000006,-0.000004,-0.000001,0.000003,-0.053134,0.016217,0.000076,0.346375
11717,0.339085,-0.035043,-1.297585,16.679165,28.839334,4.980540,0.000005,-0.000003,-0.000004,0.000002,-0.051303,0.014844,0.000381,0.344925
11718,0.449478,0.019197,-1.200282,18.072783,25.842020,-1.652223,0.000006,-0.000021,0.000000,0.000005,-0.051151,0.016217,0.000610,0.343246
11719,0.534287,0.022848,-1.156345,25.888119,30.305708,-3.371978,0.000011,0.000019,-0.000004,0.000006,-0.051761,0.020032,0.000954,0.345230
11720,0.475631,0.003141,-1.130206,22.627161,25.148819,2.568574,0.000010,0.000015,-0.000003,0.000005,-0.051303,0.015912,0.001297,0.343628
11721,0.553383,-0.006890,-0.965070,27.762978,56.896606,-10.546903,0.000009,0.000004,0.000001,0.000005,-0.047031,0.017438,0.000648,1.249962
11722,0.447722,-0.056569,-1.221090,5.490059,20.234613,2.833833,0.000004,0.000003,-0.000002,0.000004,-0.051913,0.018048,0.001907,1.249962
11723,0.416141,0.004919,-1.375866,-8.015029,10.601852,8.731097,0.000006,0.000008,0.000003,0.000000,-0.050845,0.017743,0.000839,1.249962
11724,0.431769,0.029547,-1.123742,21.562820,22.257404,8.772318,0.000004,-0.000029,0.000000,0.000006,-0.048557,0.014691,0.001869,1.249962
11725,0.485858,0.049014,-1.252447,19.472288,12.908679,15.345900,0.000005,-0.000016,-0.000005,0.000009,-0.050998,0.018964,0.000191,1.249962
11726,0.456763,-0.007326,-1.113983,19.069368,26.411564,11.416857,0.000007,0.000010,0.000002,0.000006,-0.053745,0.018048,0.000000,0.345421
11727,0.443362,0.030578,-1.164758,15.642668,25.765001,10.360152,0.000003,0.000001,0.000000,0.000006,-0.051608,0.016217,0.000877,0.347137
11728,0.414294,-0.044688,-1.233431,24.827858,37.919098,-4.966169,0.000006,-0.000002,-0.000001,0.000005,-0.051456,0.027814,0.000229,0.340767
11729,0.331389,0.009610,-1.145132,12.217385,24.742510,8.067051,0.000008,0.000008,0.000002,0.000004,-0.050693,0.018048,0.000381,0.343018
11730,0.387908,-0.048288,-1.202154,20.968992,28.338423,-4.076316,0.000009,0.000023,-0.000001,0.000004,-0.052371,0.017590,-0.001373,0.346603
11731,0.466593,-0.051767,-1.009656,35.767082,43.731037,-5.533656,0.000007,0.000050,0.000000,0.000004,-0.053134,0.017896,0.000992,1.249962
11732,0.265644,-0.016049,-1.094699,7.411375,25.030554,7.327310,0.000001,-0.000032,-0.000004,0.000008,-0.050388,0.018353,0.000687,1.249962
11733,0.311888,-0.039143,-1.087837,4.618050,34.207489,-0.518049,0.000003,-0.000189,-0.000005,0.000005,-0.050998,0.017438,0.000610,1.249962
11734,0.353155,-0.045205,-1.260391,26.695690,29.287256,-4.128758,0.000005,0.000008,-0.000007,0.000007,-0.051151,0.017743,0.001183,1.249962
11735,0.203197,-0.024210,-1.036562,20.585218,9.895626,5.595178,0.000004,0.000095,-0.000008,0.000006,-0.051456,0.018353,0.000191,1.249962
11736,0.303106,-0.129702,-1.306102,14.616991,20.845295,-13.362547,0.000007,0.000077,-0.000007,0.000004,-0.058322,0.015912,-0.000038,0.341988
11737,0.312423,-0.058285,-1.101579,6.865560,33.836475,-0.018499,0.000007,0.000060,-0.000000,0.000005,-0.051608,0.010114,0.001335,0.345154
11738,0.245384,-0.046761,-1.124228,15.282562,35.006046,0.541617,0.000006,0.000016,0.000000,0.000003,-0.050388,0.016064,0.000801,0.343208
11739,0.309045,-0.053378,-1.143396,22.156885,12.168847,-1.172606,0.000007,0.000019,-0.000002,0.000003,-0.051913,0.016522,-0.000114,0.342865
11740,0.414702,-0.060435,-1.164906,27.670460,28.464834,-4.021014,0.000006,-0.000012,-0.000000,0.000002,-0.051151,0.013776,0.000572,0.344925
11741,0.519634,-0.070481,-0.966700,36.603878,43.083775,-16.625340,0.000009,-0.000012,0.000005,0.000004,-0.047946,0.018964,0.001678,1.249962
11742,0.410545,-0.016654,-0.998294,7.684811,29.942204,-5.803776,0.000008,-0.000019,0.000002,0.000005,-0.052219,0.018964,0.000458,1.249962
11743,0.405661,-0.064956,-1.244422,25.452953,27.654089,-10.425659,0.000005,-0.000018,-0.000000,0.000005,-0.050998,0.018353,0.000343,1.249962
11744,0.395723,-0.013544,-1.065454,19.420130,20.503092,-7.773438,0.000003,-0.000025,0.000000,0.000009,-0.051151,0.017896,0.000916,1.249962
11745,0.326563,-0.007341,-1.060982,20.159935,21.236708,-12.941867,0.000007,-0.000016,-0.000001,0.000008,-0.050693,0.022168,0.000420,1.249962
11746,0.433872,-0.016879,-1.174169,20.261618,26.380846,0.532318,0.000005,-0.000007,-0.000005,0.000007,-0.054050,0.016217,0.000687,0.352745
11747,0.407413,-0.025872,-1.292913,22.302691,19.481369,-4.877352,0.000004,-0.000012,-0.000003,0.000005,-0.051303,0.016522,0.001450,0.341568
11748,0.448061,0.027158,-1.131882,22.773626,22.537682,-1.694193,0.000006,-0.000018,-0.000003,0.000002,-0.050693,0.015302,0.001564,0.342865
11749,0.492084,0.004698,-1.322576,33.838707,35.489254,3.111165,0.000006,-0.000004,-0.000002,0.000003,-0.050998,0.016980,0.000305,0.346489
11750,0.517526,-0.011000,-1.265616,9.754683,30.703426,4.279751,0.000002,0.000016,-0.000001,0.000007,-0.051303,0.016064,0.002327,0.344276
11751,0.581080,0.028324,-0.943372,30.876385,46.982346,-14.025213,0.000005,0.000019,-0.000006,0.000002,-0.046420,0.017590,0.001144,1.249962
11752,0.481452,0.044486,-1.114302,18.952446,26.191002,-9.637122,0.000010,0.000033,-0.000003,0.000005,-0.052829,0.017743,0.001640,1.249962
11753,0.428123,-0.034715,-1.216341,12.877030,21.623024,-6.532357,0.000008,-0.000024,-0.000007,0.000003,-0.050998,0.016217,0.001755,1.249962
11754,0.431429,0.001107,-1.069672,18.955107,22.125257,-1.931811,0.000005,-0.000043,-0.000002,0.000001,-0.050845,0.018048,0.001488,1.249962
11755,0.426299,-0.024040,-1.179852,8.644356,31.252653,0.684074,0.000008,0.000032,-0.000002,0.000002,-0.052982,0.013623,0.001259,1.249962
11756,0.463894,-0.025532,-1.135315,11.856990,27.673880,-5.112939,0.000007,0.000076,0.000000,0.000005,-0.054660,0.016675,0.001602,0.344353
11757,0.307757,-0.078964,-1.264885,18.550585,26.606585,-2.886238,0.000009,-0.000002,0.000002,0.000005,-0.051913,0.018964,0.000114,0.342293
11758,0.289793,-0.096551,-1.251713,3.504785,20.237251,-5.475890,0.000009,0.000011,0.000003,0.000003,-0.050388,0.017743,0.001526,0.343513
11759,0.333447,-0.100126,-1.077313,26.880686,30.724922,-0.879197,0.000008,0.000024,-0.000000,0.000005,-0.051456,0.016522,0.000648,0.342751
11760,0.354177,-0.070173,-1.183349,8.875230,26.587387,5.450738,0.000005,-0.000058,0.000002,0.000007,-0.050998,0.014233,0.000229,0.342178
11761,0.439872,-0.105368,-0.983414,38.682503,42.487736,-11.142497,0.000000,-0.000048,0.000001,0.000009,-0.048862,0.018658,0.000534,1.249962
11762,0.347472,-0.137722,-0.914421,9.244554,41.053120,-6.219705,0.000007,-0.000008,-0.000001,0.000004,-0.050693,0.018201,0.001717,1.249962
11763,0.374803,-0.038157,-1.224454,23.958216,28.816729,10.430211,0.000007,0.000000,-0.000002,0.000005,-0.051456,0.017590,0.001183,1.249962
11764,0.393559,-0.056293,-1.157291,20.046398,28.771105,-0.725700,0.000006,0.000015,-0.000003,0.000003,-0.052371,0.017285,0.001144,1.249962
11765,0.455986,-0.026992,-1.058715,19.109783,24.284851,15.524172,0.000003,0.000019,-0.000004,0.000003,-0.051456,0.016980,0.001984,1.249962
11766,0.315080,-0.072579,-0.953995,24.442640,24.519829,-3.260806,0.000005,0.000002,-0.000002,0.000003,-0.054355,0.015759,0.001411,0.341988
11767,0.379929,-0.062305,-1.141053,26.847277,19.532495,1.101845,0.000006,-0.000009,-0.000002,0.000003,-0.051608,0.015607,0.001335,0.341988
11768,0.308163,-0.019080,-1.103232,25.854271,21.061003,-4.112537,0.000007,-0.000001,-0.000001,-0.000001,-0.051608,0.016675,0.000572,0.343704
11769,0.450868,-0.039687,-1.128999,19.034916,35.299187,-8.373527,0.000004,0.000011,-0.000001,0.000002,-0.049014,0.015607,0.000839,0.341110
11770,0.341289,-0.021282,-1.151334,9.805875,21.239737,-0.967308,0.000010,-0.000002,-0.000002,0.000008,-0.051608,0.016217,0.000038,0.342751
11771,0.474056,-0.061756,-0.904140,37.528126,39.837383,-17.211740,0.000005,-0.000010,0.000000,0.000008,-0.048251,0.016064,-0.000420,1.249962
11772,0.381475,0.028681,-1.042967,14.392197,16.447075,8.083529,0.000005,-0.000016,-0.000001,0.000008,-0.051303,0.017590,0.001526,1.249962
11773,0.359547,-0.048123,-1.088032,20.957462,23.459869,-4.427126,0.000004,-0.000001,0.000006,0.000007,-0.051303,0.019116,0.000648,1.249962
11774,0.313612,0.005260,-1.245744,13.795275,22.477434,13.155597,0.000006,0.000022,0.000006,0.000003,-0.050998,0.017133,0.001602,1.249962
11775,0.333351,0.009352,-1.197718,13.335337,24.055387,7.188337,0.000005,0.000026,-0.000006,-0.000006,-0.051761,0.019421,-0.000763,1.249962
11776,0.382955,0.022447,-1.070183,22.921175,24.470985,11.710951,0.000006,-0.000013,-0.000002,0.000002,-0.053897,0.018201,0.001831,0.339317
11777,0.305270,-0.066711,-1.303653,1.355583,8.715199,2.153202,0.000005,-0.000030,-0.000008,0.000005,-0.050082,0.014844,0.001335,0.344925
11778,0.462472,0.023277,-1.099271,20.550249,36.761627,-0.083275,0.000008,-0.000022,0.000009,0.000006,-0.052219,0.016980,0.001030,0.344086
11779,0.449077,0.000021,-1.152499,16.103729,22.872833,23.115488,0.000010,0.000029,0.000000,0.000007,-0.050540,0.016370,0.001068,0.341072
11780,0.409064,-0.005776,-1.122436,-0.743868,16.733784,14.557245,0.000009,0.000047,-0.000003,0.000007,-0.050998,0.017743,0.001068,0.341911
11781,0.556199,-0.076221,-1.000660,31.029764,40.186386,-1.852613,0.000008,0.000029,-0.000002,0.000005,-0.048557,0.014233,0.001144,1.249962
11782,0.476984,-0.004620,-1.203525,18.652283,25.454472,10.648335,0.000007,-0.000005,-0.000003,0.000003,-0.051151,0.017133,0.000916,1.249962
11783,0.384441,0.004911,-1.089304,0.963923,28.275217,10.928059,0.000007,-0.000008,-0.000002,0.000003,-0.050998,0.018658,0.000725,1.249962
11784,0.452424,-0.024350,-1.015793,25.895784,30.107521,2.430404,0.000007,-0.000027,-0.000001,0.000003,-0.051303,0.017285,0.000038,1.249962
11785,0.464787,-0.048023,-1.127689,13.735271,22.715834,-6.678649,0.000009,-0.000008,-0.000003,0.000004,-0.051303,0.018048,0.001297,1.249962
11786,0.418514,0.019754,-1.235805,15.296105,18.969355,14.302372,0.000005,-0.000049,-0.000001,0.000006,-0.054660,0.012860,0.000725,0.343361
11787,0.456370,-0.008092,-1.207312,20.042788,25.229042,-0.146532,0.000002,-0.000005,0.000001,0.000004,-0.051456,0.016217,0.001373,0.338211
11788,0.548929,0.046268,-1.286068,25.727272,32.962044,4.032644,0.000005,0.000033,-0.000000,0.000003,-0.050388,0.016980,0.001221,0.340385
11789,0.465880,0.048313,-1.227598,23.945061,14.780293,9.652640,0.000006,0.000008,0.000001,0.000004,-0.048709,0.017590,0.001450,0.342484
11790,0.381905,0.080786,-1.158944,35.022205,34.176128,19.849176,0.000004,0.000054,-0.000001,0.000003,-0.051303,0.016522,0.001297,0.340195
11791,0.603405,0.008718,-1.001469,29.787725,43.134872,-3.470544,0.000006,0.000028,0.000001,0.000004,-0.047183,0.017285,0.001297,1.249962
11792,0.417533,-0.015083,-1.043614,17.717260,13.028635,9.559296,0.000006,-0.000137,0.000001,0.000003,-0.051913,0.015759,0.001831,1.249962
11793,0.401390,-0.066697,-1.087923,14.711768,20.633268,8.643301,0.000006,0.000046,0.000002,0.000004,-0.054202,0.018658,-0.000114,1.249962
11794,0.376881,0.051297,-1.175856,11.757295,17.262041,17.097359,0.000005,0.000086,0.000002,0.000007,-0.050998,0.017285,0.000687,1.249962
11795,0.386718,0.034719,-1.186173,21.837090,30.348749,10.497343,0.000005,-0.000075,-0.000003,0.000006,-0.050693,0.015912,0.000038,1.249962
11796,0.318377,0.100184,-1.106051,10.571041,7.515263,21.558023,0.000008,-0.000037,0.000002,0.000006,-0.054355,0.016522,0.002098,0.345039
11797,0.211290,0.085593,-1.160178,14.758405,27.384239,15.644716,0.000005,0.000009,0.000000,0.000004,-0.051608,0.016980,0.000076,0.330620
11798,0.188069,-0.022271,-1.095962,13.307710,38.311172,6.587296,0.000005,0.000088,-0.000005,0.000005,-0.050540,0.015454,0.000229,0.340347
11799,0.153079,0.134968,-1.183208,12.904835,30.551003,27.043285,0.000009,0.000046,-0.000001,0.000002,-0.051608,0.017285,0.000191,0.342484
11800,0.268558,0.082905,-1.161156,27.463291,23.026436,-0.161369,0.000007,0.000004,-0.000000,0.000001,-0.050845,0.016370,0.000992,0.341759
11801,0.362704,0.029844,-0.887094,43.493732,34.781090,-3.087090,0.000014,-0.000011,-0.000001,0.000005,-0.047946,0.016217,0.000725,1.249962
11802,0.156256,0.019658,-1.140863,25.428114,23.419409,-2.563542,0.000005,-0.000014,-0.000005,0.000005,-0.050540,0.017743,0.001144,1.249962
11803,0.225581,0.026696,-1.154971,11.867096,25.444685,-0.131456,0.000007,-0.000015,-0.000002,0.000004,-0.050693,0.016827,0.000420,1.249962
11804,0.223194,-0.029939,-1.090950,23.764200,13.555719,-7.689501,0.000007,-0.000012,-0.000003,0.000002,-0.050693,0.018201,0.001068,1.249962
11805,0.313995,-0.039220,-1.299755,2.845826,2.062507,-5.630940,0.000005,-0.000010,-0.000001,0.000002,-0.052371,0.018658,0.000458,1.249962
11806,0.178405,-0.006851,-1.116759,17.938534,13.614600,-2.089459,0.000006,-0.000005,-0.000003,0.000000,-0.054355,0.017438,0.000496,0.342827
11807,0.292467,-0.125713,-1.155033,13.656922,30.839937,-17.517738,0.000007,-0.000018,0.000003,0.000005,-0.050082,0.016522,0.000992,0.343132
11808,0.342731,-0.078623,-1.137389,22.378513,22.064798,-10.178948,0.000004,-0.000071,-0.000004,0.000010,-0.050540,0.016064,0.000305,0.343323
11809,0.315453,-0.099752,-1.062852,20.000103,22.372076,-7.219384,0.000008,-0.000003,0.000000,0.000004,-0.051608,0.015149,0.000114,0.343819
11810,0.273441,-0.071235,-1.241700,17.116241,21.610447,5.377175,0.000002,0.000072,0.000001,0.000002,-0.049472,0.016675,0.000343,0.340767
11811,0.436263,-0.008217,-0.897326,28.586361,28.624138,-8.842638,0.000005,0.000071,0.000001,0.000004,-0.047794,0.020184,0.000839,1.249962
11812,0.394048,-0.064315,-1.135808,30.565815,5.458245,4.251420,0.000006,0.000043,-0.000000,-0.000001,-0.051761,0.017743,-0.000343,1.249962
11813,0.309789,-0.017904,-1.311058,23.813601,18.489992,6.685277,0.000008,-0.000035,0.000004,0.000007,-0.053134,0.016370,0.001221,1.249962
11814,0.498461,0.089805,-1.089070,19.649437,23.232111,17.351269,0.000005,-0.000072,0.000002,0.000013,-0.050540,0.017896,0.000534,1.249962
11815,0.447910,0.034516,-1.116811,27.102057,29.200058,19.995842,0.000006,-0.000026,-0.000004,0.000010,-0.051456,0.016064,0.000610,1.249962
11816,0.472059,0.008476,-1.336426,6.064331,42.644264,9.226057,0.000007,0.000017,-0.000003,-0.000000,-0.053287,0.016522,0.000458,0.342445
11817,0.432541,0.006572,-1.146658,22.592852,25.300411,11.653896,0.000003,0.000035,-0.000007,0.000003,-0.051608,0.018506,0.001831,0.337563
11818,0.331063,-0.006773,-1.208507,11.844921,25.444452,12.183784,0.000009,0.000005,-0.000005,0.000005,-0.054202,0.016064,0.000343,0.343399
11819,0.325306,0.096194,-1.017110,12.456381,26.591747,21.065033,0.000004,-0.000002,0.000001,-0.000004,-0.051303,0.015454,0.000191,0.343933
11820,0.309066,0.103835,-1.070820,30.351875,33.660152,23.542044,0.000007,0.000006,0.000005,0.000001,-0.051151,0.015607,0.000839,0.343208
11821,0.424468,0.027469,-1.032433,38.648426,39.084133,-6.035815,0.000009,0.000010,0.000009,0.000002,-0.048251,0.017285,0.000496,1.249962
11822,0.363622,0.041189,-1.140911,19.430063,18.695280,15.133026,0.000009,-0.000028,-0.000011,0.000005,-0.051303,0.014081,-0.000420,1.249962
11823,0.260353,-0.004901,-1.008091,24.687050,24.115112,6.024035,0.000007,0.000003,-0.000006,0.000001,-0.050998,0.017896,0.001144,1.249962
11824,0.355557,0.041037,-0.879003,-0.276135,43.472622,9.035959,0.000003,0.000005,-0.000002,0.000003,-0.050998,0.008588,0.001335,1.249962
11825,0.351697,-0.000721,-0.991074,34.382172,29.776524,5.157844,0.000005,-0.000002,-0.000003,0.000007,-0.051303,0.017285,0.000000,1.249962
11826,0.391378,-0.017803,-1.004644,13.917429,21.658144,2.195850,0.000010,0.000011,-0.000003,0.000008,-0.053897,0.016980,0.001450,0.342522
11827,0.361410,-0.051958,-1.167615,16.818953,26.200516,-1.801350,0.000003,0.000006,0.000002,0.000005,-0.051303,0.016522,0.002251,0.343704
11828,0.395693,-0.076761,-1.179474,20.064888,16.974140,2.582893,0.000007,-0.000003,-0.000002,0.000007,-0.051608,0.017743,0.000610,0.347977
11829,0.477914,-0.004803,-1.247693,27.527134,15.025829,10.759397,0.000006,-0.000010,-0.000001,0.000005,-0.051151,0.017590,0.001297,0.343132
11830,0.420372,-0.019895,-1.085485,30.604422,32.586628,6.868672,0.000005,-0.000016,-0.000000,0.000005,-0.050082,0.017438,0.001221,0.342598
11831,0.608539,-0.007092,-1.150149,58.743111,68.951218,-6.399022,0.000006,-0.000023,-0.000001,0.000005,-0.048251,0.017590,0.000801,1.249962
11832,0.431454,0.016339,-1.172904,11.204229,24.639498,5.546544,0.000009,0.000016,0.000002,0.000004,-0.052066,0.015759,0.001869,1.249962
11833,0.373219,0.062930,-1.217840,15.771834,26.307272,11.363197,0.000006,0.000002,-0.000002,0.000005,-0.051303,0.017590,0.002098,1.249962
11834,0.367377,0.144221,-1.162051,10.953079,18.438438,24.959421,0.000008,-0.000048,0.000001,0.000003,-0.053287,0.017743,0.001183,1.249962
11835,0.350012,0.109672,-1.134979,19.091066,22.110683,16.893970,0.000006,-0.000011,-0.000001,0.000003,-0.050845,0.016980,0.001450,1.249962
11836,0.305198,0.144745,-1.096483,21.923561,29.071276,18.552294,0.000006,0.000086,-0.000005,0.000000,-0.055118,0.015912,0.000381,0.341301
11837,0.343054,0.149516,-1.109373,27.282488,46.909416,24.663513,0.000007,0.000047,-0.000003,0.000005,-0.051608,0.016217,0.001183,0.345535
11838,0.343057,0.102017,-1.368866,22.441601,44.942303,11.276001,0.000010,0.000046,0.000002,0.000005,-0.051303,0.017133,0.000343,0.335541
11839,0.284245,0.105221,-1.240237,24.560846,22.420792,11.062338,0.000008,-0.000005,-0.000002,0.000004,-0.049319,0.015607,0.000877,0.341530
11840,0.273297,0.101848,-1.145321,31.185472,17.574425,16.752062,0.000004,-0.000036,-0.000001,0.000007,-0.051608,0.017133,0.001259,0.339851
11841,0.477165,0.083029,-0.945018,47.881336,55.566429,-4.223509,0.000004,-0.000007,-0.000001,0.000004,-0.048557,0.017438,0.001831,1.249962
11842,0.393244,0.038597,-1.145699,25.518570,18.847107,9.327153,0.000002,0.000004,0.000001,0.000001,-0.051151,0.017133,0.001183,1.249962
11843,0.283490,0.090767,-1.073367,22.166668,20.896049,9.613930,0.000007,-0.000030,0.000003,0.000008,-0.051608,0.016675,0.000610,1.249962
11844,0.363162,0.065917,-0.889567,20.511040,32.580990,8.370786,0.000005,-0.000022,0.000000,0.000008,-0.050845,0.018048,0.001144,1.249962
11845,0.345736,-0.002194,-1.093956,18.268730,23.597982,5.147852,0.000000,-0.000036,-0.000001,0.000005,-0.050082,0.016675,0.001297,1.249962
11846,0.366107,-0.037613,-1.236827,27.832870,27.485443,-1.849364,0.000003,-0.000033,-0.000003,0.000002,-0.054202,0.016827,0.000877,0.342369
11847,0.374527,-0.070360,-1.299377,21.609873,23.137817,3.416311,0.000007,0.000028,-0.000001,0.000004,-0.052219,0.018048,0.000572,0.345993
11848,0.323126,-0.113237,-0.983497,26.161072,11.299814,-3.514293,0.000008,0.000028,0.000002,0.000010,-0.050845,0.015149,0.000725,0.337334
11849,0.306875,-0.066399,-1.239082,16.756924,36.278847,0.388515,0.000006,0.000046,-0.000002,0.000004,-0.050388,0.016064,-0.000076,0.343246
11850,0.365156,-0.092697,-1.239534,15.287850,20.770277,-4.869222,0.000006,0.000139,-0.000002,0.000008,-0.051303,0.016980,0.000458,0.344467
11851,0.464984,-0.092000,-0.894834,26.717941,27.868059,-16.937052,0.000005,-0.000144,0.000003,0.000007,-0.047946,0.016980,0.000687,1.249962
11852,0.389886,-0.103150,-1.111201,28.415543,25.216801,-5.100198,0.000006,-0.000059,-0.000001,0.000002,-0.050082,0.016980,0.001373,1.249962
11853,0.328891,-0.041601,-1.057727,17.829762,11.611504,1.591693,0.000007,0.000030,-0.000005,0.000004,-0.050540,0.024152,-0.000229,1.249962
11854,0.357021,-0.035632,-1.141686,21.742758,24.580690,2.371197,0.000006,0.000013,-0.000000,0.000002,-0.048709,0.017285,0.000725,1.249962
11855,0.426102,0.006951,-1.029191,18.951275,22.804913,10.822806,0.000008,0.000023,-0.000002,-0.000001,-0.052066,0.016522,0.000648,1.249962
11856,0.523291,0.024224,-1.010446,21.814203,23.376438,-4.585475,0.000006,0.000014,-0.000002,0.000005,-0.056644,0.016064,0.000725,0.341034
11857,0.407758,-0.002447,-1.063645,7.193985,22.095310,-0.696771,0.000005,-0.000041,-0.000001,0.000002,-0.051303,0.016675,0.000572,0.341873
11858,0.379563,-0.017791,-1.282097,15.769938,32.984352,-4.437221,0.000007,-0.000073,-0.000001,0.000004,-0.051761,0.017743,0.000114,0.335197
11859,0.441133,0.056581,-1.141185,8.702980,24.605675,5.576605,0.000004,0.000055,-0.000001,0.000004,-0.051151,0.016217,0.000458,0.342941
11860,0.421122,-0.132748,-1.286012,30.878601,12.613855,-11.380797,0.000005,0.000030,0.000010,0.000009,-0.052676,0.016064,0.000610,0.344849
11861,0.600071,-0.105162,-0.817907,29.463058,31.955053,-24.561365,0.000005,0.000002,-0.000000,0.000005,-0.048404,0.017590,0.000610,1.249962
11862,0.366541,-0.089870,-1.174944,21.156492,29.621048,-15.062935,0.000002,0.000007,0.000000,0.000003,-0.050845,0.016827,0.000572,1.249962
11863,0.364281,-0.033719,-1.134194,9.289072,12.615434,-0.781345,0.000007,0.000016,0.000000,0.000004,-0.051151,0.020642,0.001221,1.249962
11864,0.295675,-0.085365,-1.220173,20.839804,24.663219,-9.865667,0.000008,0.000013,-0.000006,0.000006,-0.051151,0.017896,-0.000076,1.249962
11865,0.344991,-0.079660,-1.052881,11.377941,22.140522,-6.994299,0.000003,-0.000002,-0.000000,0.000007,-0.051608,0.018201,0.000916,1.249962
11866,0.322173,-0.080827,-1.042385,30.507217,39.643791,-5.695097,0.000003,-0.000010,-0.000003,0.000010,-0.053745,0.016064,0.000992,0.341072
11867,0.276814,-0.001235,-1.116843,17.921036,18.828184,-1.488484,0.000005,-0.000047,-0.000000,0.000007,-0.051151,0.017438,0.001335,0.342216
11868,0.358525,0.066453,-1.130048,14.772947,28.002699,9.440640,0.000004,0.000067,-0.000005,-0.000000,-0.049319,0.013776,0.000801,0.341606
11869,0.391459,-0.039952,-1.226790,29.179745,35.003201,-8.553684,0.000009,-0.000042,-0.000006,0.000003,-0.052219,0.016827,0.001678,0.335808
11870,0.333372,-0.053782,-1.306781,28.672613,24.031654,-2.261992,0.000009,0.000009,-0.000005,0.000002,-0.050082,0.018201,0.001411,0.344315
11871,0.504257,-0.055623,-0.934341,27.467180,45.032104,-19.610348,0.000006,-0.000012,-0.000005,0.000001,-0.047794,0.016370,0.000458,1.249962
11872,0.254936,-0.048351,-1.230659,12.550751,28.665466,2.936223,0.000009,-0.000003,-0.000000,0.000001,-0.050693,0.017590,0.001640,1.249962
11873,0.339153,-0.014442,-1.006683,15.203272,15.383535,-2.805268,0.000003,0.000004,-0.000001,0.000002,-0.050540,0.019421,-0.000725,1.249962
11874,0.341292,-0.025505,-1.083898,20.096857,21.662157,-1.816333,0.000004,0.000018,-0.000003,0.000004,-0.050388,0.017590,0.001068,1.249962
11875,0.359630,-0.094202,-1.041908,15.193079,25.843420,-6.847737,0.000008,0.000009,-0.000001,0.000003,-0.051761,0.017438,0.001755,1.249962
11876,0.256045,-0.039327,-1.223374,21.033306,27.229794,9.401034,0.000005,0.000001,-0.000000,0.000004,-0.054355,0.016522,0.001488,0.344620
11877,0.380084,-0.038637,-1.115594,10.009598,16.811478,-3.195932,0.000004,-0.000015,0.000001,0.000012,-0.050845,0.016980,0.000343,0.342293
