TRAJECTORIES
200.000000,Hz
LCrest_X,LCrest_Y,LCrest_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,LMTP_X,LMTP_Y,LMTP_Z,LTip_X,LTip_Y,LTip_Z,RCrest_X,RCrest_Y,RCrest_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,RMTP_X,RMTP_Y,RMTP_Z,RTip_X,RTip_Y,RTip_Z,COP_FP1_X,COP_FP1_Y,COP_FP1_Z,RawCentreFP1_X,RawCentreFP1_Y,RawCentreFP1_Z,VECTIP_FP1_X,VECTIP_FP1_Y,VECTIP_FP1_Z,Force_FP1_X,Force_FP1_Y,Force_FP1_Z,RawForceFP1_X,RawForceFP1_Y,RawForceFP1_Z,RawMomentFP1_X,RawMomentFP1_Y,RawMomentFP1_Z
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
861,59.420677,109.309563,101.538025,56.682289,100.446556,80.408569,61.540443,132.638214,70.396690,52.922668,114.518684,34.860531,49.612953,126.911369,26.498318,45.262497,136.829742,25.938723,89.105309,99.519066,103.459198,89.696281,89.189659,77.148499,95.915001,116.591522,63.883270,91.309883,88.299370,21.447054,92.314468,92.910675,5.003635,94.277412,100.391083,1.923144,53.788448,115.052505,0.000000,81.000000,76.000000,0.000000,53.716244,115.422226,0.953483,53.716244,115.422226,0.953483,-0.072205,0.369724,0.953483,37.235920,25.945759,41.061863
862,59.137096,109.675339,101.249840,56.440033,100.973587,79.724022,61.904774,132.274078,69.289658,52.471348,116.623642,31.902853,50.018341,129.180206,22.917568,45.975952,139.077881,21.850370,88.761475,99.623558,103.318947,89.308632,89.286125,77.016632,95.753784,116.480652,63.779499,91.208855,88.065933,21.500719,92.316475,92.529358,5.034945,94.243401,99.904556,1.925026,84.077217,109.059845,0.000000,81.000000,76.000000,0.000000,84.013428,109.808556,0.906613,84.013428,109.808556,0.906613,-0.063788,0.748708,0.906613,29.972475,-2.789846,24.337931
863,58.893791,110.068695,100.893494,56.195141,101.472916,79.057114,62.192001,131.754501,68.290451,52.239628,118.742508,29.210407,50.671967,131.155182,19.414789,47.041164,141.148209,17.631010,88.411812,99.734184,103.078018,88.931732,89.388870,76.877487,95.699471,116.498085,63.536366,91.139343,87.761795,21.563705,92.298996,92.110313,5.032917,94.267235,99.473457,1.952152,76.003807,121.936432,0.000000,81.000000,76.000000,0.000000,75.977844,122.388687,1.087670,75.977844,122.388687,1.087670,-0.025962,0.452257,1.087670,49.963703,5.434206,12.307296
864,58.667179,110.476112,100.448006,55.945370,101.968590,78.433708,62.515820,131.255753,67.399071,52.400944,120.595467,26.810677,51.637653,132.880966,16.195591,48.402016,142.935516,13.699054,88.001488,99.875854,102.879646,88.497322,89.529449,76.707092,95.804565,116.662109,63.394848,91.122246,87.593796,21.652822,92.301872,91.742813,5.046602,94.144669,98.953392,1.754971,79.530891,110.362282,0.000000,81.000000,76.000000,0.000000,79.533012,110.914833,1.134494,79.533012,110.914833,1.134494,0.002117,0.552549,1.134494,38.983818,1.666691,11.234252
865,58.394810,110.917267,100.061256,55.677406,102.505196,77.778992,62.818882,130.837234,66.554558,52.781414,122.169334,24.817032,52.836288,134.166916,13.401044,49.964680,144.131042,10.308104,87.358452,100.066284,102.619545,88.037651,89.683395,76.532722,95.795326,116.727684,63.230385,91.058182,87.336830,21.733509,92.297760,91.328575,5.048892,94.125648,98.486450,1.751475,64.902596,115.547035,0.000000,81.000000,76.000000,0.000000,64.877274,116.157539,1.112206,64.877274,116.157539,1.112206,-0.025322,0.610503,1.112206,43.984444,17.903620,13.554922
866,58.070503,111.421471,99.674690,55.450073,102.966026,77.261559,63.129547,130.625519,65.715294,53.577648,123.259575,23.172756,54.206417,134.965622,11.050446,51.609009,144.818222,7.412930,86.973198,100.270889,102.387878,87.576645,89.868851,76.330811,95.846619,116.794243,63.048840,90.982079,87.115921,21.806204,92.226364,90.896851,5.046731,94.125671,98.031082,1.756624,81.421135,121.151115,0.000000,81.000000,76.000000,0.000000,81.405289,121.907936,1.169695,81.405289,121.907936,1.169695,-0.015841,0.756824,1.169695,52.813038,-0.492602,13.455647
867,57.754337,111.969086,99.279366,55.241974,103.427010,76.686050,63.536827,130.553116,64.943932,54.628880,123.856903,21.909983,55.686287,135.222244,9.207628,53.166088,144.886826,4.981186,86.472870,100.459129,102.081177,87.068947,90.099960,76.071594,95.854683,116.863571,62.853577,90.954895,86.935905,21.887701,92.301796,90.578392,5.098776,94.119865,97.574104,1.740396,64.418694,104.373138,0.000000,81.000000,76.000000,0.000000,64.293503,104.984749,0.953021,64.293503,104.984749,0.953021,-0.125190,0.611605,0.953021,27.040216,15.802335,23.823992
868,57.436813,112.527679,98.879494,55.037613,103.879227,76.102158,63.906021,130.827271,64.344147,55.791794,123.363579,21.030409,56.435482,134.780640,8.529440,53.368992,144.321381,4.410727,85.996323,100.661713,101.809410,86.609909,90.249413,75.850044,95.850517,116.917946,62.663921,90.880615,86.645874,22.003777,92.263008,90.168633,5.089540,94.172417,97.141006,1.802878,60.467937,125.948792,0.000000,81.000000,76.000000,0.000000,60.424862,126.542801,1.007321,60.424862,126.542801,1.007321,-0.043075,0.594006,1.007321,50.314491,20.682383,24.173475
869,57.123154,113.076981,98.479828,54.847202,104.306885,75.634201,64.210480,131.347916,63.940414,56.462265,122.468384,20.770691,56.553055,133.766724,8.333484,53.068764,143.189072,4.299281,85.574875,100.843575,101.510330,86.309357,90.390091,75.685516,95.830460,116.982903,62.473621,90.859108,86.400261,22.062551,92.259972,89.759445,5.112102,94.130630,96.728020,1.770186,72.515442,103.530167,0.000000,81.000000,76.000000,0.000000,72.390694,104.232941,1.250049,72.390694,104.232941,1.250049,-0.124747,0.702773,1.250049,34.414078,10.606112,34.087315
870,56.821518,113.668335,98.093712,54.684502,104.747223,75.323448,64.247177,131.940491,63.748337,56.641464,121.963013,20.850000,56.447647,132.966965,8.169556,52.805996,142.284866,4.050154,84.878586,101.083046,101.255135,85.955444,90.519295,75.515190,95.831039,117.014671,62.298538,90.817116,86.186035,22.134697,92.266930,89.380997,5.127548,94.122009,96.253601,1.745743,74.829773,105.841537,0.000000,81.000000,76.000000,0.000000,74.837929,106.444916,1.229513,74.837929,106.444916,1.229513,0.008156,0.603372,1.229513,36.690575,7.586369,15.009271
871,56.548386,114.205513,97.814079,54.583050,105.146439,75.083412,63.935249,132.419281,63.715431,56.421127,121.973679,20.962711,56.243710,132.727325,7.969942,52.757290,141.943314,3.714220,84.590530,101.238281,101.105316,85.671165,90.672913,75.356956,95.876945,117.028809,62.150906,90.820595,85.971001,22.211802,92.257813,88.980469,5.139821,94.158043,95.793365,1.817884,74.003090,113.139229,0.000000,81.000000,76.000000,0.000000,74.059654,113.628685,1.154283,74.059654,113.628685,1.154283,0.056563,0.489457,1.154283,42.869194,8.076411,3.564143
872,56.304218,114.671143,97.600471,54.457603,105.595451,74.923042,63.702110,132.893112,63.697514,55.861149,122.155762,21.056696,56.002167,132.536911,7.750313,52.576706,141.620209,3.438608,84.220383,101.412903,100.930588,85.398888,90.877701,75.260490,95.937706,117.047356,62.050907,90.846931,85.827965,22.314159,92.317459,88.623993,5.169359,94.155777,95.354355,1.771900,76.870743,105.177361,0.000000,81.000000,76.000000,0.000000,76.799141,105.789024,1.100335,76.799141,105.789024,1.100335,-0.071606,0.611665,1.100335,32.104866,4.543559,22.031958
873,56.101780,115.081238,97.455872,54.202110,106.099152,74.771858,63.733780,133.281540,63.515270,55.307514,122.047386,21.062885,55.753685,132.140427,7.554202,52.583984,141.224045,3.314008,83.897560,101.613472,100.802200,85.176811,91.151520,75.190666,96.026855,117.121559,61.968845,90.871643,85.727615,22.419548,92.322113,88.289871,5.184054,94.153999,94.915947,1.761131,58.318172,102.214394,0.000000,81.000000,76.000000,0.000000,58.302734,102.786156,1.236153,58.302734,102.786156,1.236153,-0.015439,0.571767,1.236153,32.405018,28.038214,15.322644
874,55.815845,115.488663,97.300034,54.015884,106.627380,74.564903,63.904312,133.736633,63.285168,55.061016,121.784889,20.889477,55.598862,131.701080,7.373126,52.598663,140.829620,3.224436,83.607529,101.865784,100.673706,84.905273,91.441154,75.089989,96.096611,117.238007,61.908218,90.909248,85.682381,22.537600,92.370850,87.995865,5.221235,94.165459,94.486443,1.783589,77.338913,139.548325,0.000000,81.000000,76.000000,0.000000,77.229599,140.165634,0.877304,77.229599,140.165634,0.877304,-0.109313,0.617306,0.877304,55.751198,3.211881,10.117236
875,55.528706,115.866112,97.133438,53.810356,107.088066,74.337181,64.081970,133.963562,62.894989,54.833630,121.419746,20.652422,55.488552,131.241486,7.180853,52.572926,140.436081,3.169277,83.252922,102.124771,100.497360,84.487968,91.746483,74.951485,96.095100,117.427025,61.831230,90.928391,85.653198,22.650072,92.367012,87.668976,5.234222,94.202194,94.068413,1.832473,60.286240,114.603439,0.000000,81.000000,76.000000,0.000000,60.117592,115.107811,0.965914,60.117592,115.107811,0.965914,-0.168649,0.504373,0.965914,37.287590,20.007698,32.709763
876,55.217537,116.284065,96.947746,53.598404,107.484940,74.046387,64.088074,134.334946,62.623760,54.718380,121.032974,20.469053,55.357960,130.768951,7.049926,52.533566,140.027405,3.067441,82.866203,102.395790,100.320793,84.212303,92.059975,74.842735,95.985634,117.661591,61.728878,90.954086,85.612213,22.735828,92.393036,87.339523,5.257966,94.211128,93.637894,1.856248,64.228081,129.650681,0.000000,81.000000,76.000000,0.000000,64.263153,130.210266,1.005004,64.263153,130.210266,1.005004,0.035076,0.559591,1.005004,53.919167,16.855850,16.841524
877,54.967422,116.649551,96.740875,53.446819,107.817932,73.719391,64.000748,134.647385,62.390995,54.625366,120.829063,20.465366,55.308376,130.367905,7.007817,52.589607,139.645096,2.992906,82.536339,102.712738,100.124084,83.898636,92.358253,74.712555,95.844437,117.877022,61.574322,90.964432,85.594292,22.820992,92.454063,87.056435,5.297536,94.103607,93.187813,1.766015,62.883762,112.645538,0.000000,81.000000,76.000000,0.000000,62.875088,113.088882,1.119300,62.875088,113.088882,1.119300,-0.008674,0.443341,1.119300,41.017342,20.277494,22.897331
878,54.782616,117.010490,96.502136,53.241699,108.105400,73.489143,63.855297,135.045242,62.278870,54.576168,120.633278,20.572126,55.286419,129.968262,7.019643,52.581413,139.231750,2.921582,82.299530,102.982353,99.947426,83.670212,92.642815,74.612198,95.641304,118.068634,61.405861,90.958961,85.532578,22.901314,92.367905,86.637398,5.282463,94.116821,92.714516,1.774099,62.867638,126.243950,0.000000,81.000000,76.000000,0.000000,62.789780,126.876968,1.165920,62.789780,126.876968,1.165920,-0.077857,0.633023,1.165920,58.580410,21.140873,12.934806
879,54.562920,117.291969,96.332901,53.043434,108.341667,73.322540,63.689274,135.343872,62.282600,54.597874,120.413597,20.676678,55.246704,129.614014,7.015717,52.566330,138.818863,2.898601,82.034004,103.192947,99.762413,83.517189,92.883354,74.503990,95.442467,118.222740,61.238800,90.916138,85.419151,22.957954,92.446831,86.348526,5.327105,94.053383,92.248344,1.763429,70.452866,123.703407,0.000000,81.000000,76.000000,0.000000,70.302124,124.208374,1.311724,70.302124,124.208374,1.311724,-0.150739,0.504964,1.311724,62.573730,13.834928,14.312908
880,54.429916,117.559433,96.210037,52.887238,108.644928,73.175926,63.606953,135.680573,62.183887,54.687408,120.157356,20.747074,55.231667,129.240768,7.022305,52.572052,138.426056,2.857377,81.816078,103.354294,99.618073,83.317551,93.120285,74.408501,95.295776,118.332230,61.117748,90.875862,85.254410,23.047235,92.408829,85.997574,5.325652,94.168716,91.884491,1.893955,64.244698,127.925423,0.000000,81.000000,76.000000,0.000000,64.247147,128.581757,1.264187,64.247147,128.581757,1.264187,0.002451,0.656341,1.264187,65.643417,21.181820,14.085048
881,54.288853,117.767258,96.101463,52.723408,108.926765,73.030846,63.521080,135.957458,62.051975,54.583874,119.945831,20.807272,55.207245,128.856567,6.990044,52.560940,138.004196,2.860818,81.610626,103.518867,99.483803,83.130951,93.331886,74.357361,95.209846,118.384140,61.031261,90.880211,85.140717,23.104246,92.342552,85.609390,5.307371,94.071884,91.442764,1.784703,40.072609,123.482391,0.000000,81.000000,76.000000,0.000000,40.145611,124.200729,1.048528,40.145611,124.200729,1.048528,0.073003,0.718334,1.048528,49.786629,42.913513,-3.538142
882,54.108414,117.970360,96.031960,52.561272,109.155975,72.895119,63.480171,136.144119,61.936371,54.608543,119.677773,20.856339,55.203136,128.462616,7.016287,52.590759,137.586823,2.855775,81.498329,103.704285,99.415520,82.851265,93.457375,74.281181,95.134354,118.410255,60.979305,90.928947,85.039543,23.155993,92.373650,85.300423,5.333244,94.092705,91.039734,1.824951,68.747185,120.108795,0.000000,81.000000,76.000000,0.000000,68.689064,120.765724,1.267622,68.689064,120.765724,1.267622,-0.058126,0.656934,1.267622,55.913280,15.531929,-9.740916
883,53.960789,118.140259,95.950706,52.431824,109.334648,72.719147,63.443043,136.251099,61.819374,54.504967,119.464241,20.973593,55.233959,128.055435,7.031036,52.565746,137.138046,2.853450,81.325081,103.888374,99.313698,82.706284,93.524368,74.251465,95.119057,118.416443,60.926083,91.006935,84.922409,23.213020,92.382187,84.941216,5.316475,94.097466,90.566284,1.838450,52.917152,127.360313,0.000000,81.000000,76.000000,0.000000,52.939297,127.791763,0.920587,52.939297,127.791763,0.920587,0.022141,0.431446,0.920587,47.281643,25.852699,-0.879299
884,53.796570,118.266029,95.855690,52.252876,109.404182,72.596901,63.400143,136.333237,61.722725,54.526932,119.184731,21.007967,55.236626,127.623268,7.032925,52.539906,136.605392,2.844225,81.181915,104.012634,99.215569,82.551598,93.604874,74.209938,95.085548,118.411697,60.865494,91.116158,84.803917,23.260834,92.416855,84.572609,5.323381,94.086975,90.154610,1.847573,54.434174,116.034103,0.000000,81.000000,76.000000,0.000000,54.442326,116.542496,1.198571,54.442326,116.542496,1.198571,0.008152,0.508391,1.198571,47.983727,31.841028,20.771999
885,53.663940,118.330055,95.800819,52.167171,109.407295,72.470558,63.328270,136.391983,61.639557,54.505417,118.839088,21.092594,55.222824,127.204842,7.031305,52.543221,136.165848,2.848592,81.088692,104.081345,99.141579,82.447609,93.654572,74.151558,95.036858,118.416603,60.784660,91.177132,84.673401,23.273428,92.570251,84.308289,5.337986,94.018326,89.654747,1.771104,59.142761,126.690910,0.000000,81.000000,76.000000,0.000000,59.110897,127.246330,0.948571,59.110897,127.246330,0.948571,-0.031863,0.555423,0.948571,48.083942,20.733145,3.499132
886,53.570400,118.342346,95.723206,52.174301,109.379982,72.340271,63.235325,136.427444,61.548302,54.426357,118.548622,21.125618,55.193447,126.784866,7.031744,52.537186,135.719330,2.818244,81.015587,104.129074,99.061943,82.378090,93.653061,74.093071,94.977425,118.399376,60.705605,91.284477,84.531914,23.296206,92.518852,83.893654,5.301940,94.137329,89.274254,1.882322,64.229584,122.636803,0.000000,81.000000,76.000000,0.000000,64.284897,123.303665,1.053318,64.284897,123.303665,1.053318,0.055315,0.666859,1.053318,49.123398,17.664577,3.053378
887,53.482296,118.311661,95.649803,52.113663,109.305374,72.240700,63.176292,136.358078,61.442825,54.456448,118.167213,21.114624,55.176361,126.376022,7.015001,52.546120,135.285370,2.795563,80.937943,104.141418,98.990784,82.371857,93.655876,74.041992,94.903259,118.348335,60.645817,91.432877,84.378746,23.339008,92.540787,83.558380,5.291596,94.093018,88.844826,1.834779,51.004940,137.848450,0.000000,81.000000,76.000000,0.000000,50.979523,138.402832,0.916760,50.979523,138.402832,0.916760,-0.025417,0.554380,0.916760,56.700214,27.498280,23.648354
888,53.416901,118.273491,95.537407,52.035862,109.204987,72.115715,63.150002,136.285034,61.303482,54.457611,117.846725,21.138779,55.175579,125.946793,7.007371,52.504776,134.865173,2.828992,80.862473,104.148087,98.913086,82.323349,93.605377,74.013611,94.893974,118.270126,60.569332,91.527458,84.205841,23.329403,92.562874,83.153610,5.231339,94.084122,88.417122,1.821486,55.202141,149.402863,0.000000,81.000000,76.000000,0.000000,55.174446,149.992996,0.981603,55.174446,149.992996,0.981603,-0.027694,0.590129,0.981603,72.052505,25.323263,11.524899
889,53.381638,118.232552,95.397560,52.009758,109.111107,71.987167,63.140690,136.228760,61.126202,54.439781,117.474342,21.115520,55.177483,125.488655,6.972520,52.474636,134.358551,2.841089,80.772621,104.118141,98.835960,82.358955,93.521133,74.013237,94.882935,118.143867,60.500832,91.626892,83.982597,23.338444,92.638885,82.845947,5.230702,94.153519,87.977776,1.865789,60.762531,123.806290,0.000000,81.000000,76.000000,0.000000,60.747150,124.447701,1.021782,60.747150,124.447701,1.021782,-0.015382,0.641417,1.021782,48.847626,20.678286,22.596685
890,53.309380,118.182816,95.261063,51.930542,109.019028,71.851959,63.172588,136.129242,60.997257,54.473770,117.062569,21.136183,55.185356,125.019577,6.986035,52.539684,133.907700,2.802267,80.687035,104.029053,98.758774,82.284996,93.364479,73.966614,94.902641,118.003128,60.451481,91.787430,83.794701,23.368040,92.663055,82.408096,5.190769,94.120445,87.493584,1.788273,65.578308,124.152817,0.000000,81.000000,76.000000,0.000000,65.580765,124.661674,1.039774,65.580765,124.661674,1.039774,0.002452,0.508856,1.039774,50.068047,16.035067,18.508570
891,53.272583,118.118736,95.132248,51.888939,108.894234,71.702065,63.164257,136.072372,60.874283,54.565228,116.648964,21.107134,55.208309,124.551163,6.994370,52.522827,133.425537,2.796847,80.563751,103.910339,98.688370,82.179733,93.193832,73.896843,94.919121,117.788727,60.407101,91.766258,83.533005,23.272728,92.707024,82.045502,5.189625,94.145462,87.067398,1.799532,51.385647,127.874695,0.000000,81.000000,76.000000,0.000000,51.331181,128.429657,1.021360,51.331181,128.429657,1.021360,-0.054468,0.554959,1.021360,52.982746,30.246912,14.597262
892,53.206814,118.040894,95.006538,51.930401,108.768623,71.533073,63.181679,135.923935,60.742432,54.648125,116.202522,21.131107,55.232571,124.119133,6.976200,52.515381,132.986679,2.806565,80.446686,103.800766,98.609695,82.130394,93.068382,73.874077,94.952843,117.549561,60.367218,91.824234,83.228966,23.267427,92.725548,81.620117,5.148271,94.109589,86.594482,1.725926,60.111294,120.149513,0.000000,81.000000,76.000000,0.000000,60.152966,120.739937,1.091373,60.152966,120.739937,1.091373,0.041670,0.590423,1.091373,48.183578,22.797359,2.107181
893,53.142212,117.945518,94.871025,51.917160,108.598274,71.386971,63.234371,135.749054,60.614861,54.699478,115.838493,21.104069,55.236378,123.682213,6.964504,52.548653,132.558380,2.766948,80.392845,103.718857,98.550545,82.091553,92.937218,73.846092,95.003662,117.318207,60.296715,91.911415,82.932167,23.251947,92.745888,81.249107,5.138982,94.203903,86.202362,1.804075,71.706467,134.444244,0.000000,81.000000,76.000000,0.000000,71.678772,135.135849,1.010436,71.678772,135.135849,1.010436,-0.027692,0.691597,1.010436,59.054192,9.390519,20.900007
894,53.085461,117.831001,94.775391,51.875011,108.431511,71.257576,63.260082,135.548309,60.493324,54.757477,115.428879,21.105698,55.245667,123.247971,6.942798,52.552448,132.085236,2.757860,80.359856,103.601662,98.511330,81.999222,92.744064,73.809395,95.028206,117.070221,60.266521,91.982338,82.650337,23.256247,92.781509,80.898087,5.121068,94.123688,85.758286,1.740400,71.059822,136.856552,0.000000,81.000000,76.000000,0.000000,71.006035,137.446777,0.847486,71.006035,137.446777,0.847486,-0.053790,0.590219,0.847486,51.575089,8.424159,13.862864
895,53.063034,117.702766,94.672928,51.758389,108.257660,71.133942,63.271160,135.431870,60.386765,54.734558,115.044472,21.077953,55.247143,122.800224,6.923930,52.519478,131.654510,2.754637,80.278198,103.462936,98.460442,81.906769,92.556671,73.781021,95.051247,116.815193,60.216717,92.057602,82.370163,23.265974,92.813446,80.468903,5.092564,94.168053,85.320679,1.761997,52.115498,122.274994,0.000000,81.000000,76.000000,0.000000,52.128666,122.756126,1.134133,52.128666,122.756126,1.134133,0.013168,0.481132,1.134133,52.481995,32.758862,10.119151
896,53.035614,117.573120,94.562706,51.736671,108.098938,71.023834,63.302685,135.261108,60.264374,54.684231,114.713333,21.100731,55.260345,122.333412,6.909985,52.543941,131.183685,2.739587,80.189972,103.300171,98.444580,81.881645,92.417885,73.774834,95.088417,116.595154,60.180569,92.133904,82.070564,23.252932,92.875031,80.126488,5.097081,94.207405,84.863701,1.807683,62.142677,129.362976,0.000000,81.000000,76.000000,0.000000,62.109535,129.898026,0.966036,62.109535,129.898026,0.966036,-0.033144,0.535050,0.966036,51.550537,18.216841,9.672455
897,52.984886,117.441307,94.460884,51.765541,107.922356,70.902939,63.309647,135.072784,60.161247,54.751106,114.245872,21.111395,55.260872,121.899254,6.896009,52.515350,130.681885,2.750882,80.125450,103.176994,98.413933,81.827148,92.277557,73.735855,95.108490,116.351158,60.159004,92.180923,81.750793,23.259321,92.905518,79.683647,5.078368,94.200272,84.461502,1.770337,53.971771,125.749153,0.000000,81.000000,76.000000,0.000000,53.863689,126.292938,1.052198,53.863689,126.292938,1.052198,-0.108082,0.543786,1.052198,52.345951,28.439035,30.293943
898,52.958366,117.297844,94.356842,51.723900,107.733238,70.829666,63.351673,134.855698,60.094303,54.759636,113.912560,21.126650,55.262691,121.455284,6.894681,52.496162,130.252029,2.748024,80.091125,103.055092,98.376579,81.760880,92.027695,73.722221,95.074715,116.057472,60.129608,92.259682,81.516830,23.261137,92.926132,79.411476,5.126432,94.198334,84.059372,1.837817,47.799755,133.331375,0.000000,81.000000,76.000000,0.000000,47.847672,133.970291,1.081274,47.847672,133.970291,1.081274,0.047916,0.638915,1.081274,61.990944,35.898563,8.884686
899,52.922775,117.121735,94.265213,51.661915,107.532738,70.759972,63.398663,134.706680,60.025631,54.778660,113.566093,21.156883,55.244286,121.061066,6.906262,52.528828,129.819443,2.731393,80.066292,102.891464,98.356407,81.693848,91.851021,73.727745,95.132980,115.850151,60.137226,92.294945,81.220337,23.264345,92.943985,78.936829,5.087048,94.246277,83.596176,1.842714,67.758125,105.828705,0.000000,81.000000,76.000000,0.000000,67.756866,106.456161,1.272916,67.756866,106.456161,1.272916,-0.001261,0.627459,1.272916,37.969452,16.855791,6.808698
900,52.936169,116.952553,94.220978,51.569935,107.351219,70.699791,63.414028,134.554398,59.962654,54.683407,113.224464,21.207401,55.253929,120.633492,6.919068,52.465576,129.345581,2.753153,79.993172,102.721191,98.350838,81.668129,91.703125,73.736710,95.128708,115.597481,60.127132,92.437042,80.934547,23.263832,93.045265,78.689888,5.136201,94.315178,83.348396,1.975597,54.871014,118.193703,0.000000,81.000000,76.000000,0.000000,54.900017,118.732216,1.058568,54.900017,118.732216,1.058568,0.029004,0.538513,1.058568,44.664902,27.659302,13.301394
901,52.890240,116.797394,94.211884,51.602222,107.148361,70.646988,63.433750,134.325134,59.924564,54.710117,112.884445,21.235933,55.234863,120.227005,6.907652,52.487160,128.932358,2.751363,79.935966,102.553970,98.356369,81.616638,91.493492,73.757645,95.119453,115.324371,60.115364,92.474846,80.704765,23.286209,93.057343,78.337982,5.167376,94.467659,83.253876,2.174058,54.389160,130.671478,0.000000,81.000000,76.000000,0.000000,54.251877,131.242538,1.027299,54.251877,131.242538,1.027299,-0.137283,0.571063,1.027299,56.163956,27.337288,38.638443
902,52.893696,116.648537,94.159546,51.577744,106.939911,70.596939,63.460335,134.141800,59.882343,54.705818,112.479813,21.256861,55.240322,119.755356,6.898988,52.500637,128.453140,2.726472,79.896568,102.397652,98.328644,81.556046,91.258789,73.754089,95.144073,115.093353,60.117542,92.480820,80.350731,23.263834,93.092651,77.882813,5.160386,94.359703,82.569366,2.083253,57.001362,125.600655,0.000000,81.000000,76.000000,0.000000,56.952080,126.230400,1.004045,56.952080,126.230400,1.004045,-0.049283,0.629748,1.004045,49.801270,24.095697,5.982184
903,52.850616,116.497238,94.107681,51.506588,106.726357,70.567108,63.495644,133.895401,59.779800,54.680962,112.112518,21.292437,55.233765,119.296417,6.900821,52.424358,127.897697,2.741057,79.875771,102.222847,98.305069,81.539673,91.095795,73.746254,95.105133,114.780777,60.092731,92.564423,80.031509,23.297812,93.111435,77.443771,5.151503,94.376015,82.116173,2.060906,57.828735,126.910553,0.000000,81.000000,76.000000,0.000000,57.757690,127.389648,1.147734,57.757690,127.389648,1.147734,-0.071046,0.479091,1.147734,58.431793,26.594448,13.098803
904,52.843544,116.321259,94.064972,51.417187,106.519936,70.529915,63.468319,133.650558,59.721767,54.653988,111.722435,21.299206,55.244095,118.831848,6.870850,52.506622,127.484741,2.705834,79.762383,102.017021,98.302025,81.482887,90.863235,73.754807,95.107483,114.520805,60.053787,92.587761,79.665726,23.281822,93.163467,77.126213,5.197520,94.489929,81.919289,2.176319,45.740700,109.130310,0.000000,81.000000,76.000000,0.000000,45.629532,109.802971,1.030393,45.629532,109.802971,1.030393,-0.111166,0.672667,1.030393,34.137253,36.330944,11.151609
905,52.834057,116.141083,94.003250,51.381733,106.294273,70.477325,63.474758,133.501602,59.647556,54.728058,111.331612,21.282457,55.234058,118.414833,6.857285,52.468983,127.023552,2.714704,79.747261,101.847672,98.265717,81.400368,90.594452,73.734352,95.099373,114.221817,60.022930,92.603401,79.318314,23.310892,93.124557,76.664063,5.174279,94.495316,81.459167,2.192492,51.365471,132.273499,0.000000,81.000000,76.000000,0.000000,51.264008,132.873138,0.852108,51.264008,132.873138,0.852108,-0.101464,0.599629,0.852108,47.951115,25.251822,14.022640
906,52.817047,115.985977,93.939995,51.431713,106.055977,70.410240,63.471123,133.133896,59.612118,54.703667,110.925034,21.279341,55.244114,117.984802,6.849393,52.433743,126.550545,2.730977,79.776314,101.688835,98.232025,81.373520,90.395378,73.725700,95.076813,113.917397,59.968147,92.605110,78.951355,23.286917,93.212860,76.269318,5.184745,94.357178,80.791664,2.034928,55.368610,122.132774,0.000000,81.000000,76.000000,0.000000,55.415176,122.706879,0.834152,55.415176,122.706879,0.834152,0.046565,0.574103,0.834152,38.481762,21.380480,3.558156
907,52.847015,115.828300,93.889786,51.380123,105.861656,70.363564,63.518387,133.007187,59.510571,54.681427,110.560509,21.298759,55.260822,117.535065,6.835989,52.484570,126.128494,2.697350,79.737877,101.504654,98.198318,81.378922,90.163322,73.745148,95.087112,113.646980,59.929398,92.690475,78.604454,23.304958,93.229843,75.890671,5.233261,94.487038,80.603905,2.136011,49.549706,121.930229,0.000000,81.000000,76.000000,0.000000,49.530014,122.499687,1.036280,49.530014,122.499687,1.036280,-0.019694,0.569452,1.036280,47.596592,32.591312,15.829696
908,52.886292,115.637955,93.819984,51.360825,105.637802,70.305290,63.544899,132.786621,59.390419,54.688976,110.175682,21.294773,55.247437,117.114143,6.824836,52.439411,125.622093,2.727344,79.667366,101.322350,98.166809,81.322693,89.909676,73.710541,95.073822,113.334991,59.857662,92.670387,78.230576,23.298168,93.346764,75.559219,5.267592,94.525215,80.155457,2.186653,59.507023,122.244690,0.000000,81.000000,76.000000,0.000000,59.548996,122.743881,0.954322,59.548996,122.743881,0.954322,0.041972,0.499191,0.954322,44.132324,20.511215,5.537490
