UNKNOWN
version=1
nRows=2479
nColumns=4
inDegrees=no
endheader
time	Coordinates(Deg.)	MG	TA
    165.00000000	      0.83000000	      0.02639546	      0.02666337
    166.00000000	      0.83500000	      0.02642139	      0.02665492
    167.00000000	      0.84000000	      0.02643828	      0.02665200
    168.00000000	      0.84500000	      0.02645482	      0.02664882
    169.00000000	      0.85000000	      0.02647016	      0.02664686
    170.00000000	      0.85500000	      0.02647470	      0.02664653
    171.00000000	      0.86000000	      0.02648586	      0.02663912
    172.00000000	      0.86500000	      0.02650283	      0.02663274
    173.00000000	      0.87000000	      0.02650104	      0.02661956
    174.00000000	      0.87500000	      0.02649064	      0.02660029
    175.00000000	      0.88000000	      0.02645755	      0.02658108
    176.00000000	      0.88500000	      0.02640336	      0.02655312
    177.00000000	      0.89000000	      0.02633335	      0.02651428
    178.00000000	      0.89500000	      0.02625057	      0.02644949
    179.00000000	      0.90000000	      0.02615625	      0.02631769
    180.00000000	      0.90500000	      0.02615110	      0.02607085
    181.00000000	      0.91000000	      0.02627039	      0.02568835
    182.00000000	      0.91500000	      0.02656979	      0.02508361
    183.00000000	      0.92000000	      0.02697847	      0.02435494
    184.00000000	      0.92500000	      0.02740841	      0.02356375
    185.00000000	      0.93000000	      0.02783330	      0.02274769
    186.00000000	      0.93500000	      0.02820111	      0.02196919
    187.00000000	      0.94000000	      0.02846282	      0.02138554
    188.00000000	      0.94500000	      0.02864777	      0.02098629
    189.00000000	      0.95000000	      0.02877923	      0.02026051
    190.00000000	      0.95500000	      0.02890663	      0.01997878
    191.00000000	      0.96000000	      0.02900702	      0.01980744
    192.00000000	      0.96500000	      0.02911288	      0.01968742
    193.00000000	      0.97000000	      0.02921088	      0.01961883
    194.00000000	      0.97500000	      0.02928957	      0.01964150
    195.00000000	      0.98000000	      0.02931941	      0.01985014
    196.00000000	      0.98500000	      0.02930844	      0.02017589
    197.00000000	      0.99000000	      0.02926821	      0.02101475
    198.00000000	      0.99500000	      0.02921710	      0.02135480
    199.00000000	      1.00000000	      0.02918700	      0.02163913
    200.00000000	      1.00500000	      0.02913895	      0.02193949
    201.00000000	      1.01000000	      0.02907313	      0.02222963
    202.00000000	      1.01500000	      0.02899344	      0.02252873
    203.00000000	      1.02000000	      0.02890175	      0.02283978
    204.00000000	      1.02500000	      0.02880433	      0.02314894
    205.00000000	      1.03000000	      0.02868192	      0.02348784
    206.00000000	      1.03500000	      0.02855974	      0.02381750
    207.00000000	      1.04000000	      0.02847252	      0.02405897
    208.00000000	      1.04500000	      0.02839513	      0.02429021
    209.00000000	      1.05000000	      0.02831105	      0.02448937
    210.00000000	      1.05500000	      0.02823851	      0.02465527
    211.00000000	      1.06000000	      0.02814824	      0.02482810
    212.00000000	      1.06500000	      0.02805426	      0.02498664
    213.00000000	      1.07000000	      0.02799867	      0.02508269
    214.00000000	      1.07500000	      0.02800553	      0.02506996
    215.00000000	      1.08000000	      0.02804128	      0.02501253
    216.00000000	      1.08500000	      0.02804037	      0.02501081
    217.00000000	      1.09000000	      0.02801946	      0.02503013
    218.00000000	      1.09500000	      0.02800003	      0.02502894
    219.00000000	      1.10000000	      0.02797855	      0.02503929
    220.00000000	      1.10500000	      0.02796826	      0.02504202
    221.00000000	      1.11000000	      0.02797190	      0.02501407
    222.00000000	      1.11500000	      0.02796649	      0.02500178
    223.00000000	      1.12000000	      0.02797274	      0.02497378
    224.00000000	      1.12500000	      0.02798478	      0.02494425
    225.00000000	      1.13000000	      0.02798802	      0.02493643
    226.00000000	      1.13500000	      0.02797761	      0.02494341
    227.00000000	      1.14000000	      0.02797775	      0.02492435
    228.00000000	      1.14500000	      0.02797228	      0.02492023
    229.00000000	      1.15000000	      0.02797278	      0.02490711
    230.00000000	      1.15500000	      0.02796942	      0.02490041
    231.00000000	      1.16000000	      0.02797890	      0.02487649
    232.00000000	      1.16500000	      0.02798902	      0.02485316
    233.00000000	      1.17000000	      0.02798782	      0.02484018
    234.00000000	      1.17500000	      0.02798787	      0.02482918
    235.00000000	      1.18000000	      0.02799597	      0.02480579
    236.00000000	      1.18500000	      0.02798787	      0.02480438
    237.00000000	      1.19000000	      0.02798295	      0.02479947
    238.00000000	      1.19500000	      0.02798809	      0.02478228
    239.00000000	      1.20000000	      0.02797466	      0.02479396
    240.00000000	      1.20500000	      0.02797345	      0.02478741
    241.00000000	      1.21000000	      0.02798340	      0.02476766
    242.00000000	      1.21500000	      0.02797481	      0.02478522
    243.00000000	      1.22000000	      0.02797986	      0.02476475
    244.00000000	      1.22500000	      0.02797990	      0.02475640
    245.00000000	      1.23000000	      0.02796735	      0.02477024
    246.00000000	      1.23500000	      0.02797255	      0.02474371
    247.00000000	      1.24000000	      0.02795640	      0.02476658
    248.00000000	      1.24500000	      0.02797247	      0.02474370
    249.00000000	      1.25000000	      0.02797083	      0.02473235
    250.00000000	      1.25500000	      0.02797132	      0.02472625
    251.00000000	      1.26000000	      0.02798351	      0.02470288
    252.00000000	      1.26500000	      0.02797892	      0.02469876
    253.00000000	      1.27000000	      0.02798688	      0.02468174
    254.00000000	      1.27500000	      0.02798769	      0.02467001
    255.00000000	      1.28000000	      0.02798043	      0.02466773
    256.00000000	      1.28500000	      0.02798514	      0.02465399
    257.00000000	      1.29000000	      0.02797221	      0.02466204
    258.00000000	      1.29500000	      0.02798294	      0.02463346
    259.00000000	      1.30000000	      0.02797348	      0.02463452
    260.00000000	      1.30500000	      0.02796860	      0.02462998
    261.00000000	      1.31000000	      0.02796668	      0.02461736
    262.00000000	      1.31500000	      0.02796301	      0.02461453
    263.00000000	      1.32000000	      0.02796066	      0.02461178
    264.00000000	      1.32500000	      0.02795241	      0.02461071
    265.00000000	      1.33000000	      0.02795440	      0.02459278
    266.00000000	      1.33500000	      0.02795350	      0.02458053
    267.00000000	      1.34000000	      0.02794794	      0.02457787
    268.00000000	      1.34500000	      0.02794197	      0.02457402
    269.00000000	      1.35000000	      0.02794919	      0.02455381
    270.00000000	      1.35500000	      0.02794211	      0.02455810
    271.00000000	      1.36000000	      0.02793759	      0.02456441
    272.00000000	      1.36500000	      0.02793917	      0.02456034
    273.00000000	      1.37000000	      0.02793110	      0.02456855
    274.00000000	      1.37500000	      0.02791995	      0.02458996
    275.00000000	      1.38000000	      0.02791906	      0.02459236
    276.00000000	      1.38500000	      0.02791302	      0.02461298
    277.00000000	      1.39000000	      0.02791546	      0.02460957
    278.00000000	      1.39500000	      0.02790255	      0.02463714
    279.00000000	      1.40000000	      0.02791209	      0.02462339
    280.00000000	      1.40500000	      0.02791369	      0.02462297
    281.00000000	      1.41000000	      0.02790747	      0.02463507
    282.00000000	      1.41500000	      0.02790577	      0.02464029
    283.00000000	      1.42000000	      0.02791375	      0.02462990
    284.00000000	      1.42500000	      0.02791041	      0.02464535
    285.00000000	      1.43000000	      0.02791518	      0.02464873
    286.00000000	      1.43500000	      0.02792355	      0.02463979
    287.00000000	      1.44000000	      0.02792052	      0.02465179
    288.00000000	      1.44500000	      0.02789980	      0.02468421
    289.00000000	      1.45000000	      0.02788083	      0.02470968
    290.00000000	      1.45500000	      0.02786478	      0.02471853
    291.00000000	      1.46000000	      0.02783332	      0.02474981
    292.00000000	      1.46500000	      0.02781904	      0.02475618
    293.00000000	      1.47000000	      0.02778481	      0.02479962
    294.00000000	      1.47500000	      0.02776828	      0.02481809
    295.00000000	      1.48000000	      0.02772813	      0.02487117
    296.00000000	      1.48500000	      0.02770462	      0.02489449
    297.00000000	      1.49000000	      0.02767397	      0.02492458
    298.00000000	      1.49500000	      0.02766419	      0.02493343
    299.00000000	      1.50000000	      0.02762368	      0.02498850
    300.00000000	      1.50500000	      0.02762066	      0.02498652
    301.00000000	      1.51000000	      0.02759857	      0.02501092
    302.00000000	      1.51500000	      0.02759443	      0.02501861
    303.00000000	      1.52000000	      0.02759064	      0.02501507
    304.00000000	      1.52500000	      0.02756815	      0.02502683
    305.00000000	      1.53000000	      0.02756217	      0.02502800
    306.00000000	      1.53500000	      0.02755164	      0.02503080
    307.00000000	      1.54000000	      0.02753500	      0.02504746
    308.00000000	      1.54500000	      0.02752595	      0.02504411
    309.00000000	      1.55000000	      0.02748856	      0.02506452
    310.00000000	      1.55500000	      0.02748555	      0.02503926
    311.00000000	      1.56000000	      0.02749099	      0.02504615
    312.00000000	      1.56500000	      0.02747928	      0.02504332
    313.00000000	      1.57000000	      0.02746470	      0.02503607
    314.00000000	      1.57500000	      0.02742562	      0.02505916
    315.00000000	      1.58000000	      0.02739567	      0.02507830
    316.00000000	      1.58500000	      0.02736584	      0.02508026
    317.00000000	      1.59000000	      0.02735342	      0.02506346
    318.00000000	      1.59500000	      0.02731803	      0.02508489
    319.00000000	      1.60000000	      0.02730381	      0.02507221
    320.00000000	      1.60500000	      0.02729650	      0.02506034
    321.00000000	      1.61000000	      0.02728196	      0.02506488
    322.00000000	      1.61500000	      0.02726676	      0.02505949
    323.00000000	      1.62000000	      0.02724143	      0.02507755
    324.00000000	      1.62500000	      0.02719967	      0.02510632
    325.00000000	      1.63000000	      0.02718295	      0.02511426
    326.00000000	      1.63500000	      0.02713745	      0.02515794
    327.00000000	      1.64000000	      0.02711184	      0.02518101
    328.00000000	      1.64500000	      0.02710667	      0.02516944
    329.00000000	      1.65000000	      0.02708249	      0.02519903
    330.00000000	      1.65500000	      0.02705007	      0.02523691
    331.00000000	      1.66000000	      0.02704149	      0.02524588
    332.00000000	      1.66500000	      0.02704232	      0.02524402
    333.00000000	      1.67000000	      0.02700739	      0.02528970
    334.00000000	      1.67500000	      0.02698389	      0.02531577
    335.00000000	      1.68000000	      0.02698322	      0.02532337
    336.00000000	      1.68500000	      0.02696396	      0.02534457
    337.00000000	      1.69000000	      0.02695280	      0.02536063
    338.00000000	      1.69500000	      0.02693770	      0.02537800
    339.00000000	      1.70000000	      0.02694091	      0.02537097
    340.00000000	      1.70500000	      0.02691654	      0.02539986
    341.00000000	      1.71000000	      0.02690807	      0.02541284
    342.00000000	      1.71500000	      0.02691504	      0.02541094
    343.00000000	      1.72000000	      0.02689076	      0.02544511
    344.00000000	      1.72500000	      0.02689369	      0.02544278
    345.00000000	      1.73000000	      0.02687401	      0.02547527
    346.00000000	      1.73500000	      0.02687803	      0.02547201
    347.00000000	      1.74000000	      0.02686733	      0.02549264
    348.00000000	      1.74500000	      0.02684749	      0.02552174
    349.00000000	      1.75000000	      0.02684171	      0.02552741
    350.00000000	      1.75500000	      0.02683840	      0.02554185
    351.00000000	      1.76000000	      0.02683045	      0.02555703
    352.00000000	      1.76500000	      0.02682940	      0.02556020
    353.00000000	      1.77000000	      0.02681411	      0.02558550
    354.00000000	      1.77500000	      0.02681861	      0.02558511
    355.00000000	      1.78000000	      0.02680380	      0.02560640
    356.00000000	      1.78500000	      0.02680921	      0.02560531
    357.00000000	      1.79000000	      0.02681264	      0.02560407
    358.00000000	      1.79500000	      0.02681279	      0.02561085
    359.00000000	      1.80000000	      0.02681081	      0.02562538
    360.00000000	      1.80500000	      0.02680964	      0.02562121
    361.00000000	      1.81000000	      0.02678741	      0.02565128
    362.00000000	      1.81500000	      0.02679332	      0.02565525
    363.00000000	      1.82000000	      0.02678935	      0.02565907
    364.00000000	      1.82500000	      0.02677926	      0.02567176
    365.00000000	      1.83000000	      0.02676662	      0.02568781
    366.00000000	      1.83500000	      0.02675121	      0.02570721
    367.00000000	      1.84000000	      0.02675110	      0.02571332
    368.00000000	      1.84500000	      0.02674681	      0.02572002
    369.00000000	      1.85000000	      0.02674347	      0.02572756
    370.00000000	      1.85500000	      0.02673417	      0.02575061
    371.00000000	      1.86000000	      0.02672958	      0.02575256
    372.00000000	      1.86500000	      0.02670965	      0.02577891
    373.00000000	      1.87000000	      0.02670370	      0.02579333
    374.00000000	      1.87500000	      0.02669719	      0.02581327
    375.00000000	      1.88000000	      0.02668091	      0.02583986
    376.00000000	      1.88500000	      0.02666075	      0.02586736
    377.00000000	      1.89000000	      0.02664055	      0.02589381
    378.00000000	      1.89500000	      0.02663231	      0.02590627
    379.00000000	      1.90000000	      0.02661984	      0.02593454
    380.00000000	      1.90500000	      0.02659552	      0.02597249
    381.00000000	      1.91000000	      0.02658920	      0.02598925
    382.00000000	      1.91500000	      0.02657009	      0.02602372
    383.00000000	      1.92000000	      0.02655698	      0.02605174
    384.00000000	      1.92500000	      0.02652991	      0.02609215
    385.00000000	      1.93000000	      0.02650129	      0.02612991
    386.00000000	      1.93500000	      0.02647668	      0.02616917
    387.00000000	      1.94000000	      0.02646522	      0.02619201
    388.00000000	      1.94500000	      0.02645119	      0.02621845
    389.00000000	      1.95000000	      0.02642895	      0.02625900
    390.00000000	      1.95500000	      0.02641016	      0.02629178
    391.00000000	      1.96000000	      0.02638447	      0.02632659
    392.00000000	      1.96500000	      0.02637200	      0.02634517
    393.00000000	      1.97000000	      0.02633681	      0.02639328
    394.00000000	      1.97500000	      0.02633266	      0.02640220
    395.00000000	      1.98000000	      0.02630860	      0.02644050
    396.00000000	      1.98500000	      0.02630406	      0.02645376
    397.00000000	      1.99000000	      0.02627086	      0.02650975
    398.00000000	      1.99500000	      0.02627412	      0.02651523
    399.00000000	      2.00000000	      0.02626055	      0.02653972
    400.00000000	      2.00500000	      0.02625371	      0.02655396
    401.00000000	      2.01000000	      0.02624042	      0.02657784
    402.00000000	      2.01500000	      0.02623851	      0.02658072
    403.00000000	      2.02000000	      0.02622957	      0.02659322
    404.00000000	      2.02500000	      0.02621603	      0.02661490
    405.00000000	      2.03000000	      0.02621374	      0.02662828
    406.00000000	      2.03500000	      0.02621359	      0.02663429
    407.00000000	      2.04000000	      0.02621554	      0.02664179
    408.00000000	      2.04500000	      0.02622472	      0.02664431
    409.00000000	      2.05000000	      0.02622687	      0.02665243
    410.00000000	      2.05500000	      0.02623481	      0.02665277
    411.00000000	      2.06000000	      0.02623786	      0.02666166
    412.00000000	      2.06500000	      0.02624379	      0.02666407
    413.00000000	      2.07000000	      0.02624752	      0.02666053
    414.00000000	      2.07500000	      0.02625870	      0.02664786
    415.00000000	      2.08000000	      0.02626048	      0.02664670
    416.00000000	      2.08500000	      0.02625820	      0.02664556
    417.00000000	      2.09000000	      0.02625943	      0.02664129
    418.00000000	      2.09500000	      0.02625754	      0.02663365
    419.00000000	      2.10000000	      0.02625505	      0.02661833
    420.00000000	      2.10500000	      0.02623977	      0.02660766
    421.00000000	      2.11000000	      0.02621245	      0.02658477
    422.00000000	      2.11500000	      0.02616415	      0.02654457
    423.00000000	      2.12000000	      0.02610650	      0.02648420
    424.00000000	      2.12500000	      0.02605566	      0.02636854
    425.00000000	      2.13000000	      0.02605678	      0.02618277
    426.00000000	      2.13500000	      0.02617381	      0.02585804
    427.00000000	      2.14000000	      0.02641704	      0.02538441
    428.00000000	      2.14500000	      0.02676331	      0.02479686
    429.00000000	      2.15000000	      0.02714692	      0.02412252
    430.00000000	      2.15500000	      0.02752194	      0.02340036
    431.00000000	      2.16000000	      0.02789895	      0.02264317
    432.00000000	      2.16500000	      0.02820262	      0.02197349
    433.00000000	      2.17000000	      0.02843383	      0.02142405
    434.00000000	      2.17500000	      0.02860859	      0.02101636
    435.00000000	      2.18000000	      0.02874401	      0.02019494
    436.00000000	      2.18500000	      0.02885203	      0.01989148
    437.00000000	      2.19000000	      0.02893726	      0.01967742
    438.00000000	      2.19500000	      0.02901889	      0.01948915
    439.00000000	      2.20000000	      0.02908560	      0.01937970
    440.00000000	      2.20500000	      0.02914448	      0.01931113
    441.00000000	      2.21000000	      0.02920783	      0.01925606
    442.00000000	      2.21500000	      0.02929755	      0.01913848
    443.00000000	      2.22000000	      0.02936280	      0.01912058
    444.00000000	      2.22500000	      0.02941538	      0.01916068
    445.00000000	      2.23000000	      0.02947658	      0.01915873
    446.00000000	      2.23500000	      0.02949342	      0.01934610
    447.00000000	      2.24000000	      0.02952799	      0.01943942
    448.00000000	      2.24500000	      0.02952903	      0.01963142
    449.00000000	      2.25000000	      0.02951045	      0.01987610
    450.00000000	      2.25500000	      0.02946264	      0.02019947
    451.00000000	      2.26000000	      0.02939891	      0.02097184
    452.00000000	      2.26500000	      0.02932112	      0.02125107
    453.00000000	      2.27000000	      0.02923124	      0.02158056
    454.00000000	      2.27500000	      0.02916621	      0.02185189
    455.00000000	      2.28000000	      0.02909868	      0.02211786
    456.00000000	      2.28500000	      0.02902483	      0.02239000
    457.00000000	      2.29000000	      0.02892003	      0.02273984
    458.00000000	      2.29500000	      0.02880605	      0.02308279
    459.00000000	      2.30000000	      0.02869029	      0.02342919
    460.00000000	      2.30500000	      0.02857295	      0.02376143
    461.00000000	      2.31000000	      0.02846113	      0.02406198
    462.00000000	      2.31500000	      0.02834636	      0.02434929
    463.00000000	      2.32000000	      0.02825265	      0.02457129
    464.00000000	      2.32500000	      0.02816837	      0.02476585
    465.00000000	      2.33000000	      0.02819522	      0.02475131
    466.00000000	      2.33500000	      0.02820095	      0.02475717
    467.00000000	      2.34000000	      0.02819137	      0.02476070
    468.00000000	      2.34500000	      0.02818537	      0.02473744
    469.00000000	      2.35000000	      0.02815058	      0.02474863
    470.00000000	      2.35500000	      0.02812466	      0.02472981
    471.00000000	      2.36000000	      0.02811123	      0.02469484
    472.00000000	      2.36500000	      0.02811134	      0.02464143
    473.00000000	      2.37000000	      0.02811814	      0.02459073
    474.00000000	      2.37500000	      0.02813490	      0.02451978
    475.00000000	      2.38000000	      0.02812877	      0.02449745
    476.00000000	      2.38500000	      0.02811868	      0.02447007
    477.00000000	      2.39000000	      0.02807764	      0.02450871
    478.00000000	      2.39500000	      0.02805960	      0.02451276
    479.00000000	      2.40000000	      0.02804112	      0.02452095
    480.00000000	      2.40500000	      0.02801740	      0.02454826
    481.00000000	      2.41000000	      0.02800059	      0.02456825
    482.00000000	      2.41500000	      0.02798972	      0.02458239
    483.00000000	      2.42000000	      0.02796651	      0.02460622
    484.00000000	      2.42500000	      0.02795208	      0.02462603
    485.00000000	      2.43000000	      0.02793591	      0.02463948
    486.00000000	      2.43500000	      0.02791609	      0.02465366
    487.00000000	      2.44000000	      0.02789668	      0.02468277
    488.00000000	      2.44500000	      0.02790525	      0.02467248
    489.00000000	      2.45000000	      0.02788764	      0.02469872
    490.00000000	      2.45500000	      0.02789044	      0.02468978
    491.00000000	      2.46000000	      0.02788053	      0.02468945
    492.00000000	      2.46500000	      0.02786416	      0.02470645
    493.00000000	      2.47000000	      0.02786043	      0.02470667
    494.00000000	      2.47500000	      0.02786529	      0.02468545
