Filtered (MAV) muscles activityendheader

time	SOL_L	SOL_R	TA_L	TA_R	GL_L	GL_R
3.65200000	0.47927272	0.03254800	0.06590551	0.17877403	0.48297606	0.02565547
3.65300000	0.48490181	0.03250799	0.06623540	0.17890189	0.48881634	0.02583213
3.65400000	0.49027858	0.03248936	0.06656831	0.17917780	0.49454583	0.02604541
3.65500000	0.49539159	0.03249208	0.06690394	0.17959533	0.50015009	0.02629541
3.65600000	0.50023005	0.03251607	0.06724201	0.18014762	0.50561474	0.02658211
3.65700000	0.50478383	0.03256116	0.06758225	0.18082745	0.51092555	0.02690535
3.65800000	0.50904350	0.03262714	0.06792440	0.18162721	0.51606847	0.02726485
3.65900000	0.51300035	0.03271375	0.06826821	0.18253899	0.52102970	0.02766023
3.66000000	0.51664642	0.03282067	0.06861344	0.18355458	0.52579571	0.02809095
3.66100000	0.51997453	0.03294754	0.06895986	0.18466551	0.53035337	0.02855635
3.66200000	0.52297826	0.03309393	0.06930725	0.18586311	0.53468996	0.02905566
3.66300000	0.52565204	0.03325940	0.06965540	0.18713852	0.53879321	0.02958797
3.66400000	0.52799110	0.03344343	0.07000410	0.18848274	0.54265140	0.03015226
3.66500000	0.52999154	0.03364549	0.07035318	0.18988667	0.54625339	0.03074736
3.66600000	0.53165031	0.03386501	0.07070244	0.19134114	0.54958870	0.03137201
3.66700000	0.53296525	0.03410138	0.07105172	0.19283695	0.55264751	0.03202482
3.66800000	0.53393509	0.03435395	0.07140087	0.19436494	0.55542077	0.03270429
3.66900000	0.53455944	0.03462208	0.07174973	0.19591597	0.55790020	0.03340879
3.67000000	0.53483886	0.03490506	0.07209817	0.19748101	0.56007840	0.03413660
3.67100000	0.53477479	0.03520220	0.07244606	0.19905115	0.56194880	0.03488591
3.67200000	0.53436961	0.03551277	0.07279329	0.20061766	0.56350578	0.03565480
3.67300000	0.53362661	0.03583604	0.07313976	0.20217199	0.56474469	0.03644125
3.67400000	0.53255001	0.03617125	0.07348537	0.20370583	0.56566184	0.03724318
3.67500000	0.53114493	0.03651765	0.07383004	0.20521113	0.56625460	0.03805841
3.67600000	0.52941742	0.03687448	0.07417370	0.20668016	0.56652138	0.03888471
3.67700000	0.52737441	0.03724096	0.07451630	0.20810548	0.56646163	0.03971978
3.67800000	0.52502373	0.03761633	0.07485777	0.20948003	0.56607593	0.04056125
3.67900000	0.52237408	0.03799983	0.07519809	0.21079711	0.56536596	0.04140674
3.68000000	0.51943501	0.03839070	0.07553721	0.21205042	0.56433448	0.04225379
3.68100000	0.51621688	0.03878816	0.07587513	0.21323410	0.56298541	0.04309994
3.68200000	0.51273089	0.03919149	0.07621182	0.21434269	0.56132376	0.04394270
3.68300000	0.50898900	0.03959992	0.07654729	0.21537123	0.55935566	0.04477957
3.68400000	0.50500390	0.04001274	0.07688154	0.21631517	0.55708837	0.04560806
3.68500000	0.50078901	0.04042922	0.07721457	0.21717048	0.55453020	0.04642567
3.68600000	0.49635841	0.04084865	0.07754640	0.21793360	0.55169056	0.04722993
3.68700000	0.49172682	0.04127033	0.07787705	0.21860146	0.54857991	0.04801840
3.68800000	0.48690954	0.04169358	0.07820654	0.21917146	0.54520973	0.04878866
3.68900000	0.48192241	0.04211773	0.07853489	0.21964154	0.54159248	0.04953835
3.69000000	0.47678177	0.04254212	0.07886213	0.22001008	0.53774158	0.05026516
3.69100000	0.47150439	0.04296611	0.07918828	0.22027599	0.53367137	0.05096687
3.69200000	0.46610744	0.04338906	0.07951337	0.22043863	0.52939704	0.05164129
3.69300000	0.46060841	0.04381036	0.07983740	0.22049785	0.52493461	0.05228634
3.69400000	0.45502507	0.04422940	0.08016039	0.22045398	0.52030086	0.05290003
3.69500000	0.44937539	0.04464558	0.08048235	0.22030775	0.51551325	0.05348047
3.69600000	0.44367753	0.04505832	0.08080326	0.22006039	0.51058990	0.05402586
3.69700000	0.43794969	0.04546704	0.08112310	0.21971351	0.50554952	0.05453454
3.69800000	0.43221015	0.04587117	0.08144186	0.21926915	0.50041130	0.05500495
3.69900000	0.42647713	0.04627016	0.08175947	0.21872973	0.49519487	0.05543567
3.70000000	0.42076875	0.04666345	0.08207588	0.21809803	0.48992023	0.05582540
3.70100000	0.41510298	0.04705050	0.08239100	0.21737722	0.48460764	0.05617299
3.70200000	0.40949755	0.04743076	0.08270474	0.21657075	0.47927761	0.05647743
3.70300000	0.40396993	0.04780369	0.08301696	0.21568241	0.47395071	0.05673786
3.70400000	0.39853722	0.04816875	0.08332751	0.21471626	0.46864760	0.05695356
3.70500000	0.39321611	0.04852541	0.08363621	0.21367664	0.46338887	0.05712398
3.70600000	0.38802283	0.04887314	0.08394286	0.21256812	0.45819500	0.05724870
3.70700000	0.38297306	0.04921138	0.08424722	0.21139548	0.45308623	0.05732750
3.70800000	0.37808193	0.04953962	0.08454902	0.21016369	0.44808254	0.05736027
3.70900000	0.37336390	0.04985730	0.08484797	0.20887791	0.44320349	0.05734710
3.71000000	0.36883274	0.05016389	0.08514373	0.20754342	0.43846821	0.05728821
3.71100000	0.36450151	0.05045885	0.08543592	0.20616563	0.43389526	0.05718398
3.71200000	0.36038244	0.05074162	0.08572416	0.20475005	0.42950258	0.05703495
3.71300000	0.35648695	0.05101165	0.08600799	0.20330224	0.42530742	0.05684183
3.71400000	0.35282559	0.05126840	0.08628695	0.20182785	0.42132621	0.05660546
3.71500000	0.34940800	0.05151131	0.08656052	0.20033252	0.41757457	0.05632681
3.71600000	0.34624286	0.05173983	0.08682815	0.19882190	0.41406717	0.05600703
3.71700000	0.34333788	0.05195340	0.08708927	0.19730163	0.41081770	0.05564738
3.71800000	0.34069977	0.05215147	0.08734327	0.19577730	0.40783877	0.05524926
3.71900000	0.33833422	0.05233348	0.08758949	0.19425446	0.40514191	0.05481418
3.72000000	0.33624587	0.05249889	0.08782726	0.19273854	0.40273746	0.05434380
3.72100000	0.33443829	0.05264716	0.08805588	0.19123490	0.40063455	0.05383986
3.72200000	0.33291398	0.05277774	0.08827460	0.18974878	0.39884103	0.05330422
3.72300000	0.33167437	0.05289011	0.08848268	0.18828525	0.39736347	0.05273882
3.72400000	0.33071979	0.05298374	0.08867933	0.18684926	0.39620707	0.05214572
3.72500000	0.33004950	0.05305814	0.08886375	0.18544557	0.39537569	0.05152703
3.72600000	0.32966167	0.05311282	0.08903514	0.18407875	0.39487178	0.05088493
3.72700000	0.32955341	0.05314731	0.08919267	0.18275317	0.39469639	0.05022169
3.72800000	0.32972076	0.05316115	0.08933551	0.18147298	0.39484913	0.04953961
3.72900000	0.33015872	0.05315391	0.08946282	0.18024211	0.39532819	0.04884104
3.73000000	0.33086130	0.05312522	0.08957376	0.17906424	0.39613036	0.04812837
3.73100000	0.33182147	0.05307468	0.08966751	0.17794280	0.39725098	0.04740400
3.73200000	0.33303127	0.05300197	0.08974323	0.17688095	0.39868398	0.04667036
3.73300000	0.33448178	0.05290678	0.08980013	0.17588158	0.40042192	0.04592989
3.73400000	0.33616320	0.05278886	0.08983741	0.17494729	0.40245601	0.04518502
3.73500000	0.33806485	0.05264799	0.08985430	0.17408042	0.40477609	0.04443817
3.73600000	0.34017526	0.05248398	0.08985006	0.17328299	0.40737074	0.04369174
3.73700000	0.34248218	0.05229672	0.08982398	0.17255671	0.41022730	0.04294811
3.73800000	0.34497262	0.05208613	0.08977539	0.17190302	0.41333188	0.04220962
3.73900000	0.34763294	0.05185219	0.08970364	0.17132303	0.41666948	0.04147855
3.74000000	0.35044887	0.05159493	0.08960817	0.17081754	0.42022399	0.04075716
3.74100000	0.35340560	0.05131445	0.08948842	0.17038704	0.42397830	0.04004762
3.74200000	0.35648780	0.05101089	0.08934391	0.17003173	0.42791436	0.03935205
3.74300000	0.35967969	0.05068449	0.08917421	0.16975148	0.43201323	0.03867248
3.74400000	0.36296514	0.05033551	0.08897895	0.16954585	0.43625520	0.03801089
3.74500000	0.36632768	0.04996431	0.08875783	0.16941412	0.44061982	0.03736914
3.74600000	0.36975061	0.04957130	0.08851060	0.16935526	0.44508605	0.03674903
3.74700000	0.37321701	0.04915698	0.08823711	0.16936796	0.44963229	0.03615223
3.74800000	0.37670988	0.04872190	0.08793724	0.16945060	0.45423651	0.03558035
3.74900000	0.38021214	0.04826667	0.08761097	0.16960133	0.45887632	0.03503485
3.75000000	0.38370672	0.04779201	0.08725836	0.16981800	0.46352909	0.03451713
3.75100000	0.38717666	0.04729867	0.08687952	0.17009822	0.46817204	0.03402844
3.75200000	0.39060511	0.04678750	0.08647467	0.17043938	0.47278229	0.03356993
3.75300000	0.39397543	0.04625940	0.08604408	0.17083863	0.47733704	0.03314263
3.75400000	0.39727127	0.04571534	0.08558811	0.17129289	0.48181362	0.03274747
3.75500000	0.40047659	0.04515637	0.08510719	0.17179894	0.48618957	0.03238523
3.75600000	0.40357577	0.04458360	0.08460185	0.17235334	0.49044278	0.03205660
3.75700000	0.40655362	0.04399819	0.08407266	0.17295252	0.49455155	0.03176213
3.75800000	0.40939545	0.04340138	0.08352030	0.17359277	0.49849470	0.03150226
3.75900000	0.41208715	0.04279445	0.08294550	0.17427026	0.50225166	0.03127730
3.76000000	0.41461521	0.04217876	0.08234908	0.17498110	0.50580255	0.03108745
3.76100000	0.41696678	0.04155571	0.08173190	0.17572130	0.50912826	0.03093280
3.76200000	0.41912972	0.04092673	0.08109492	0.17648684	0.51221053	0.03081331
3.76300000	0.42109264	0.04029334	0.08043915	0.17727368	0.51503204	0.03072883
3.76400000	0.42284491	0.03965705	0.07976565	0.17807782	0.51757646	0.03067911
3.76500000	0.42437676	0.03901946	0.07907556	0.17889525	0.51982853	0.03066378
3.76600000	0.42567923	0.03838217	0.07837005	0.17972206	0.52177413	0.03068236
3.76700000	0.42674427	0.03774682	0.07765037	0.18055442	0.52340029	0.03073428
3.76800000	0.42756471	0.03711507	0.07691777	0.18138861	0.52469528	0.03081887
3.76900000	0.42813432	0.03648860	0.07617360	0.18222107	0.52564865	0.03093537
3.77000000	0.42844780	0.03586913	0.07541920	0.18304843	0.52625124	0.03108292
3.77100000	0.42850081	0.03525835	0.07465598	0.18386749	0.52649524	0.03126057
3.77200000	0.42828994	0.03465799	0.07388534	0.18467531	0.52637418	0.03146730
3.77300000	0.42781277	0.03406976	0.07310874	0.18546919	0.52588299	0.03170201
3.77400000	0.42706783	0.03349538	0.07232765	0.18624675	0.52501795	0.03196353
3.77500000	0.42605460	0.03293654	0.07154354	0.18700588	0.52377675	0.03225061
3.77600000	0.42477353	0.03239493	0.07075791	0.18774485	0.52215844	0.03256195
3.77700000	0.42322596	0.03187221	0.06997226	0.18846226	0.52016346	0.03289620
3.77800000	0.42141420	0.03137003	0.06918809	0.18915713	0.51779360	0.03325193
3.77900000	0.41934143	0.03088998	0.06840690	0.18982885	0.51505196	0.03362768
3.78000000	0.41701170	0.03043364	0.06763018	0.19047728	0.51194297	0.03402197
3.78100000	0.41442993	0.03000254	0.06685941	0.19110270	0.50847230	0.03443323
3.78200000	0.41160183	0.02959814	0.06609606	0.19170588	0.50464687	0.03485992
3.78300000	0.40853392	0.02922187	0.06534155	0.19228805	0.50047478	0.03530042
3.78400000	0.40523345	0.02887511	0.06459733	0.19285095	0.49596525	0.03575313
3.78500000	0.40170839	0.02855915	0.06386477	0.19339683	0.49112859	0.03621640
3.78600000	0.39796736	0.02827523	0.06314523	0.19392846	0.48597613	0.03668860
3.78700000	0.39401963	0.02802450	0.06244003	0.19444911	0.48052018	0.03716807
3.78800000	0.38987502	0.02780807	0.06175047	0.19496262	0.47477393	0.03765318
3.78900000	0.38554389	0.02762693	0.06107777	0.19547334	0.46875141	0.03814225
3.79000000	0.38103710	0.02748200	0.06042313	0.19598613	0.46246742	0.03863367
3.79100000	0.37636592	0.02737411	0.05978770	0.19650642	0.45593745	0.03912581
3.79200000	0.37154201	0.02730400	0.05917257	0.19704013	0.44917762	0.03961705
3.79300000	0.36657735	0.02727232	0.05857877	0.19759371	0.44220459	0.04010581
3.79400000	0.36148421	0.02727961	0.05800728	0.19817411	0.43503551	0.04059053
3.79500000	0.35627507	0.02732631	0.05745903	0.19878876	0.42768792	0.04106968
3.79600000	0.35096261	0.02741276	0.05693488	0.19944558	0.42017969	0.04154176
3.79700000	0.34555960	0.02753920	0.05643562	0.20015291	0.41252897	0.04200531
3.79800000	0.34007890	0.02770576	0.05596197	0.20091954	0.40475405	0.04245890
3.79900000	0.33453337	0.02791244	0.05551461	0.20175466	0.39687337	0.04290116
3.80000000	0.32893586	0.02815918	0.05509413	0.20266783	0.38890539	0.04333074
3.80100000	0.32329914	0.02844575	0.05470105	0.20366894	0.38086852	0.04374638
3.80200000	0.31763582	0.02877187	0.05433582	0.20476821	0.37278111	0.04414683
3.80300000	0.31195839	0.02913709	0.05399883	0.20597612	0.36466130	0.04453091
3.80400000	0.30627908	0.02954090	0.05369039	0.20730337	0.35652704	0.04489750
3.80500000	0.30060989	0.02998266	0.05341073	0.20876088	0.34839596	0.04524553
3.80600000	0.29496250	0.03046162	0.05316003	0.21035970	0.34028534	0.04557399
3.80700000	0.28934828	0.03097693	0.05293837	0.21211099	0.33221207	0.04588195
3.80800000	0.28377820	0.03152765	0.05274576	0.21402597	0.32419254	0.04616851
3.80900000	0.27826285	0.03211271	0.05258216	0.21611586	0.31624267	0.04643287
3.81000000	0.27281238	0.03273096	0.05244744	0.21839185	0.30837778	0.04667427
3.81100000	0.26743646	0.03338116	0.05234140	0.22086503	0.30061259	0.04689202
3.81200000	0.26214429	0.03406197	0.05226376	0.22354634	0.29296119	0.04708552
3.81300000	0.25694455	0.03477197	0.05221419	0.22644654	0.28543695	0.04725421
3.81400000	0.25184539	0.03550965	0.05219227	0.22957614	0.27805253	0.04739763
3.81500000	0.24685440	0.03627342	0.05219753	0.23294531	0.27081985	0.04751538
3.81600000	0.24197862	0.03706163	0.05222941	0.23656391	0.26375003	0.04760711
3.81700000	0.23722449	0.03787254	0.05228731	0.24044136	0.25685337	0.04767259
3.81800000	0.23259788	0.03870438	0.05237053	0.24458661	0.25013937	0.04771162
3.81900000	0.22810405	0.03955529	0.05247835	0.24900810	0.24361668	0.04772411
3.82000000	0.22374767	0.04042338	0.05260996	0.25371371	0.23729306	0.04771002
3.82100000	0.21953280	0.04130671	0.05276449	0.25871067	0.23117544	0.04766940
3.82200000	0.21546289	0.04220330	0.05294102	0.26400557	0.22526986	0.04760237
3.82300000	0.21154078	0.04311113	0.05313858	0.26960425	0.21958147	0.04750914
3.82400000	0.20776875	0.04402818	0.05335615	0.27551181	0.21411457	0.04738998
3.82500000	0.20414843	0.04495238	0.05359263	0.28173252	0.20887255	0.04724526
3.82600000	0.20068092	0.04588168	0.05384690	0.28826982	0.20385798	0.04707540
3.82700000	0.19736672	0.04681400	0.05411778	0.29512625	0.19907253	0.04688092
3.82800000	0.19420576	0.04774728	0.05440406	0.30230342	0.19451705	0.04666241
3.82900000	0.19119746	0.04867946	0.05470447	0.30980200	0.19019158	0.04642054
3.83000000	0.18834067	0.04960849	0.05501771	0.31762166	0.18609532	0.04615605
3.83100000	0.18563376	0.05053238	0.05534246	0.32576107	0.18222671	0.04586978
3.83200000	0.18307458	0.05144912	0.05567735	0.33421787	0.17858343	0.04556261
3.83300000	0.18066053	0.05235677	0.05602098	0.34298865	0.17516241	0.04523552
3.83400000	0.17838855	0.05325343	0.05637194	0.35206892	0.17195989	0.04488956
3.83500000	0.17625514	0.05413725	0.05672878	0.36145315	0.16897145	0.04452585
3.83600000	0.17425641	0.05500642	0.05709004	0.37113470	0.16619200	0.04414558
3.83700000	0.17238809	0.05585922	0.05745426	0.38110589	0.16361586	0.04375000
3.83800000	0.17064555	0.05669398	0.05781993	0.39135794	0.16123680	0.04334045
3.83900000	0.16902384	0.05750911	0.05818557	0.40188103	0.15904803	0.04291832
3.84000000	0.16751769	0.05830310	0.05854968	0.41266426	0.15704228	0.04248506
3.84100000	0.16612158	0.05907453	0.05891077	0.42369573	0.15521183	0.04204218
3.84200000	0.16482974	0.05982206	0.05926733	0.43496252	0.15354854	0.04159126
3.84300000	0.16363616	0.06054444	0.05961788	0.44645071	0.15204392	0.04113391
3.84400000	0.16253467	0.06124054	0.05996095	0.45814545	0.15068911	0.04067182
3.84500000	0.16151891	0.06190931	0.06029507	0.47003096	0.14947502	0.04020671
3.84600000	0.16058243	0.06254981	0.06061882	0.48209059	0.14839226	0.03974034
3.84700000	0.15971863	0.06316120	0.06093077	0.49430684	0.14743128	0.03927451
3.84800000	0.15892085	0.06374276	0.06122955	0.50666142	0.14658235	0.03881107
3.84900000	0.15818240	0.06429389	0.06151379	0.51913532	0.14583562	0.03835189
3.85000000	0.15749655	0.06481407	0.06178219	0.53170882	0.14518118	0.03789886
3.85100000	0.15685659	0.06530293	0.06203348	0.54436157	0.14460907	0.03745391
3.85200000	0.15625583	0.06576019	0.06226642	0.55707264	0.14410935	0.03701897
3.85300000	0.15568764	0.06618568	0.06247983	0.56982058	0.14367212	0.03659600
3.85400000	0.15514550	0.06657937	0.06267260	0.58258350	0.14328756	0.03618695
3.85500000	0.15462296	0.06694131	0.06284365	0.59533910	0.14294597	0.03579377
3.85600000	0.15411374	0.06727169	0.06299199	0.60806476	0.14263782	0.03541844
3.85700000	0.15361170	0.06757077	0.06311667	0.62073760	0.14235377	0.03506288
3.85800000	0.15311088	0.06783896	0.06321683	0.63333451	0.14208471	0.03472904
3.85900000	0.15260550	0.06807673	0.06329167	0.64583230	0.14182177	0.03441882
3.86000000	0.15209003	0.06828468	0.06334047	0.65820767	0.14155639	0.03413411
3.86100000	0.15155915	0.06846349	0.06336260	0.67043734	0.14128033	0.03387677
3.86200000	0.15100780	0.06861393	0.06335751	0.68249809	0.14098567	0.03364859
3.86300000	0.15043118	0.06873684	0.06332472	0.69436683	0.14066490	0.03345136
3.86400000	0.14982477	0.06883317	0.06326387	0.70602066	0.14031086	0.03328678
3.86500000	0.14918436	0.06890392	0.06317466	0.71743695	0.13991684	0.03315652
3.86600000	0.14850601	0.06895016	0.06305693	0.72859336	0.13947654	0.03306216
3.86700000	0.14778612	0.06897302	0.06291057	0.73946795	0.13898412	0.03300523
3.86800000	0.14702139	0.06897367	0.06273560	0.75003920	0.13843419	0.03298716
3.86900000	0.14620884	0.06895335	0.06253213	0.76028608	0.13782186	0.03300934
3.87000000	0.14534584	0.06891331	0.06230039	0.77018810	0.13714270	0.03307301
3.87100000	0.14443008	0.06885485	0.06204068	0.77972538	0.13639279	0.03317935
3.87200000	0.14345957	0.06877928	0.06175346	0.78887866	0.13556871	0.03332943
3.87300000	0.14243266	0.06868793	0.06143924	0.79762938	0.13466752	0.03352422
3.87400000	0.14134804	0.06858213	0.06109869	0.80595972	0.13368680	0.03376455
3.87500000	0.14020470	0.06846320	0.06073254	0.81385262	0.13262463	0.03405116
3.87600000	0.13900197	0.06833248	0.06034166	0.82129184	0.13147959	0.03438464
3.87700000	0.13773950	0.06819126	0.05992702	0.82826200	0.13025075	0.03476545
3.87800000	0.13641723	0.06804082	0.05948970	0.83474859	0.12893764	0.03519394
3.87900000	0.13503540	0.06788242	0.05903086	0.84073805	0.12754030	0.03567029
3.88000000	0.13359456	0.06771726	0.05855181	0.84621772	0.12605921	0.03619456
3.88100000	0.13209552	0.06754652	0.05805392	0.85117594	0.12449532	0.03676665
3.88200000	0.13053935	0.06737131	0.05753867	0.85560205	0.12284998	0.03738630
3.88300000	0.12892740	0.06719270	0.05700766	0.85948640	0.12112498	0.03805313
3.88400000	0.12726124	0.06701170	0.05646257	0.86282037	0.11932252	0.03876659
3.88500000	0.12554268	0.06682926	0.05590516	0.86559639	0.11744515	0.03952595
3.88600000	0.12377374	0.06664625	0.05533729	0.86780797	0.11549581	0.04033037
3.88700000	0.12195663	0.06646349	0.05476091	0.86944967	0.11347775	0.04117883
3.88800000	0.12009377	0.06628173	0.05417804	0.87051715	0.11139455	0.04207016
3.88900000	0.11818771	0.06610164	0.05359079	0.87100714	0.10925009	0.04300303
3.89000000	0.11624118	0.06592383	0.05300132	0.87091748	0.10704850	0.04397598
3.89100000	0.11425704	0.06574883	0.05241188	0.87024709	0.10479415	0.04498739
3.89200000	0.11223828	0.06557712	0.05182477	0.86899596	0.10249166	0.04603549
3.89300000	0.11018797	0.06540909	0.05124234	0.86716519	0.10014581	0.04711839
3.89400000	0.10810931	0.06524508	0.05066702	0.86475692	0.09776156	0.04823406
3.89500000	0.10600554	0.06508537	0.05010126	0.86177440	0.09534401	0.04938033
3.89600000	0.10387998	0.06493020	0.04954755	0.85822190	0.09289838	0.05055494
3.89700000	0.10173599	0.06477972	0.04900843	0.85410474	0.09042998	0.05175550
3.89800000	0.09957696	0.06463409	0.04848647	0.84942928	0.08794419	0.05297950
3.89900000	0.09740631	0.06449338	0.04798425	0.84420288	0.08544643	0.05422438
3.90000000	0.09522746	0.06435767	0.04750437	0.83843389	0.08294214	0.05548745
3.90100000	0.09304380	0.06422699	0.04704944	0.83213165	0.08043676	0.05676598
3.90200000	0.09085874	0.06410138	0.04662208	0.82530643	0.07793569	0.05805716
3.90300000	0.08867562	0.06398085	0.04622491	0.81796944	0.07544429	0.05935812
3.90400000	0.08649778	0.06386543	0.04586054	0.81013282	0.07296786	0.06066599
3.90500000	0.08432846	0.06375516	0.04553155	0.80180955	0.07051160	0.06197782
3.90600000	0.08217087	0.06365009	0.04524053	0.79301350	0.06808060	0.06329069
3.90700000	0.08002815	0.06355031	0.04499001	0.78375936	0.06567984	0.06460166
3.90800000	0.07790334	0.06345595	0.04478251	0.77406261	0.06331414	0.06590781
3.90900000	0.07579941	0.06336720	0.04462050	0.76393952	0.06098818	0.06720625
3.91000000	0.07371922	0.06328429	0.04450640	0.75340709	0.05870644	0.06849412
3.91100000	0.07166555	0.06320754	0.04444260	0.74248304	0.05647325	0.06976863
3.91200000	0.06964105	0.06313733	0.04443140	0.73118576	0.05429271	0.07102705
3.91300000	0.06764828	0.06307414	0.04447506	0.71953428	0.05216874	0.07226674
3.91400000	0.06568967	0.06301854	0.04457576	0.70754826	0.05010502	0.07348516
3.91500000	0.06376752	0.06297122	0.04473562	0.69524792	0.04810502	0.07467987
3.91600000	0.06188403	0.06293295	0.04495664	0.68265402	0.04617196	0.07584858
3.91700000	0.06004125	0.06290465	0.04524078	0.66978781	0.04430883	0.07698913
3.91800000	0.05824112	0.06288733	0.04558988	0.65667102	0.04251838	0.07809948
3.91900000	0.05648542	0.06288216	0.04600568	0.64332577	0.04080311	0.07917781
3.92000000	0.05477583	0.06289042	0.04648984	0.62977459	0.03916526	0.08022244
3.92100000	0.05311387	0.06291355	0.04704389	0.61604031	0.03760683	0.08123187
3.92200000	0.05150093	0.06295310	0.04766926	0.60214606	0.03612957	0.08220484
3.92300000	0.04993827	0.06301078	0.04836727	0.58811521	0.03473496	0.08314024
3.92400000	0.04842700	0.06308843	0.04913910	0.57397134	0.03342426	0.08403724
3.92500000	0.04696812	0.06318805	0.04998582	0.55973816	0.03219846	0.08489517
3.92600000	0.04556248	0.06331175	0.05090838	0.54543948	0.03105832	0.08571365
3.92700000	0.04421079	0.06346179	0.05190758	0.53109918	0.03000436	0.08649249
3.92800000	0.04291363	0.06364056	0.05298411	0.51674110	0.02903686	0.08723178
3.92900000	0.04167147	0.06385060	0.05413850	0.50238907	0.02815588	0.08793184
3.93000000	0.04048462	0.06409453	0.05537116	0.48806679	0.02736126	0.08859323
3.93100000	0.03935329	0.06437512	0.05668236	0.47379781	0.02665262	0.08921679
3.93200000	0.03827756	0.06469523	0.05807221	0.45960549	0.02602938	0.08980358
3.93300000	0.03725739	0.06505783	0.05954070	0.44551291	0.02549076	0.09035495
3.93400000	0.03629261	0.06546597	0.06108768	0.43154285	0.02503581	0.09087248
3.93500000	0.03538296	0.06592277	0.06271284	0.41771774	0.02466337	0.09135800
3.93600000	0.03452804	0.06643145	0.06441575	0.40405956	0.02437212	0.09181359
3.93700000	0.03372738	0.06699524	0.06619581	0.39058987	0.02416060	0.09224158
3.93800000	0.03298037	0.06761746	0.06805232	0.37732968	0.02402717	0.09264452
3.93900000	0.03228634	0.06830141	0.06998442	0.36429944	0.02397008	0.09302520
3.94000000	0.03164448	0.06905043	0.07199111	0.35151901	0.02398741	0.09338663
3.94100000	0.03105393	0.06986786	0.07407129	0.33900755	0.02407715	0.09373203
3.94200000	0.03051373	0.07075701	0.07622370	0.32678353	0.02423718	0.09406482
3.94300000	0.03002284	0.07172116	0.07844699	0.31486466	0.02446526	0.09438861
3.94400000	0.02958013	0.07276354	0.08073967	0.30326785	0.02475908	0.09470720
3.94500000	0.02918442	0.07388732	0.08310014	0.29200915	0.02511622	0.09502454
3.94600000	0.02883446	0.07509557	0.08552672	0.28110374	0.02553421	0.09534473
3.94700000	0.02852892	0.07639128	0.08801760	0.27056588	0.02601052	0.09567202
3.94800000	0.02826644	0.07777729	0.09057090	0.26040883	0.02654256	0.09601077
3.94900000	0.02804559	0.07925633	0.09318464	0.25064488	0.02712768	0.09636544
3.95000000	0.02786490	0.08083097	0.09585678	0.24128527	0.02776323	0.09674057
3.95100000	0.02772285	0.08250361	0.09858522	0.23234020	0.02844649	0.09714078
3.95200000	0.02761790	0.08427644	0.10136777	0.22381874	0.02917474	0.09757073
3.95300000	0.02754846	0.08615148	0.10420223	0.21572887	0.02994526	0.09803510
3.95400000	0.02751293	0.08813050	0.10708633	0.20807742	0.03075530	0.09853857
3.95500000	0.02750968	0.09021506	0.11001780	0.20087005	0.03160213	0.09908584
3.95600000	0.02753706	0.09240645	0.11299433	0.19411125	0.03248301	0.09968154
3.95700000	0.02759341	0.09470570	0.11601362	0.18780432	0.03339524	0.10033025
3.95800000	0.02767706	0.09711357	0.11907336	0.18195136	0.03433610	0.10103647
3.95900000	0.02778636	0.09963052	0.12217127	0.17655327	0.03530293	0.10180460
3.96000000	0.02791962	0.10225670	0.12530508	0.17160972	0.03629309	0.10263893
3.96100000	0.02807519	0.10499196	0.12847257	0.16711921	0.03730396	0.10354358
3.96200000	0.02825141	0.10783584	0.13167155	0.16307901	0.03833298	0.10452251
3.96300000	0.02844665	0.11078751	0.13489992	0.15948520	0.03937762	0.10557950
3.96400000	0.02865929	0.11384584	0.13815562	0.15633270	0.04043541	0.10671810
3.96500000	0.02888773	0.11700934	0.14143669	0.15361524	0.04150389	0.10794166
3.96600000	0.02913040	0.12027618	0.14474123	0.15132544	0.04258071	0.10925324
3.96700000	0.02938576	0.12364416	0.14806748	0.14945479	0.04366353	0.11065565
3.96800000	0.02965228	0.12711076	0.15141376	0.14799368	0.04475008	0.11215141
3.96900000	0.02992851	0.13067307	0.15477851	0.14693147	0.04583817	0.11374271
3.97000000	0.03021300	0.13432785	0.15816029	0.14625647	0.04692564	0.11543144
3.97100000	0.03050435	0.13807152	0.16155782	0.14595604	0.04801042	0.11721913
3.97200000	0.03080122	0.14190012	0.16496993	0.14601659	0.04909048	0.11910696
3.97300000	0.03110230	0.14580937	0.16839560	0.14642364	0.05016387	0.12109573
3.97400000	0.03140632	0.14979467	0.17183395	0.14716188	0.05122871	0.12318587
3.97500000	0.03171208	0.15385107	0.17528427	0.14821518	0.05228319	0.12537739
3.97600000	0.03201843	0.15797332	0.17874600	0.14956673	0.05332554	0.12766993
3.97700000	0.03232426	0.16215584	0.18221873	0.15119901	0.05435409	0.13006270
3.97800000	0.03262853	0.16639278	0.18570221	0.15309389	0.05536723	0.13255447
3.97900000	0.03293023	0.17067800	0.18919634	0.15523271	0.05636342	0.13514362
3.98000000	0.03322844	0.17500510	0.19270119	0.15759632	0.05734119	0.13782809
3.98100000	0.03352228	0.17936741	0.19621698	0.16016514	0.05829912	0.14060538
3.98200000	0.03381092	0.18375804	0.19974407	0.16291926	0.05923590	0.14347258
3.98300000	0.03409360	0.18816988	0.20328296	0.16583848	0.06015025	0.14642633
