Toe y trajetcoriesendheader

time	leftToe	rightToe	leftCalf	rightCalf
3.55000000	163.95782471	197.78038025	162.18704224	359.78845215
3.56000000	163.99343872	197.21905518	162.51042175	351.00686646
3.57000000	164.70275879	195.76756287	163.06974792	341.34887695
3.58000000	164.61743164	194.58824158	163.50650024	331.07235718
3.59000000	164.25796509	193.36134338	163.50941467	320.05654907
3.60000000	164.34249878	191.55572510	163.67248535	308.10205078
3.61000000	164.87101746	189.38406372	164.53808594	295.97143555
3.62000000	166.26121521	187.31794739	165.19580078	284.29132080
3.63000000	167.24398804	186.06767273	165.60667419	273.20587158
3.64000000	166.86367798	185.25144958	165.78106689	262.67660522
3.65000000	166.50877380	185.31324768	165.57862854	252.14181519
3.66000000	165.26982117	186.45797729	165.58818054	241.83517456
3.67000000	164.61741638	186.90760803	165.84855652	232.24314880
3.68000000	165.58633423	187.46733093	165.98156738	223.18656921
3.69000000	166.06039429	189.82998657	166.55284119	214.82151794
3.70000000	165.79566956	192.02529907	167.02011108	207.48771667
3.71000000	164.49165344	194.21632385	167.13356018	201.22175598
3.72000000	163.09535217	199.10183716	167.78733826	196.25215149
3.73000000	162.06439209	204.44508362	169.20812988	192.41964722
3.74000000	161.73982239	210.05941772	170.63142395	189.20132446
3.75000000	161.78897095	215.74464417	171.87754822	186.54072571
3.76000000	161.51361084	221.22734070	173.30895996	184.49804688
3.77000000	161.49203491	227.10052490	175.12037659	183.19981384
3.78000000	161.04006958	233.18008423	176.88851929	182.53594971
3.79000000	160.29475403	237.83425903	178.74284363	182.57969666
3.80000000	159.73809814	240.97424316	181.14031982	183.00137329
3.81000000	159.89685059	243.24267578	183.84249878	182.83616638
3.82000000	159.58120728	244.31681824	186.53700256	181.68942261
3.83000000	159.01037598	243.37510681	189.35229492	180.05036926
3.84000000	158.94073486	239.62181091	192.72526550	178.39825439
3.85000000	158.80093384	232.39251709	196.69157410	176.42356873
3.86000000	159.08274841	223.39529419	201.14637756	173.78807068
3.87000000	159.04174805	214.53033447	206.18351746	171.98803711
3.88000000	158.28483582	203.68006897	211.85118103	172.44071960
3.89000000	157.98129272	193.48811340	218.31355286	174.86495972
3.90000000	158.29566956	187.34239197	226.10520935	177.18011475
3.91000000	159.00515747	183.12623596	235.28953552	178.16424561
3.92000000	159.25230408	177.90478516	246.01977539	178.32200623
3.93000000	159.01022339	174.03901672	257.84481812	178.25067139
3.94000000	159.28808594	172.52232361	270.74932861	178.16986084
3.95000000	160.09191895	172.58926392	284.59722900	178.39779663
3.96000000	160.95086670	171.83619690	298.27001953	178.77374268
3.97000000	160.83027649	170.33132935	311.14141846	178.75404358
3.98000000	159.69734192	168.72587585	323.96020508	178.45379639
3.99000000	160.80598450	168.73384094	336.45120239	178.26657104
4.00000000	165.55339050	169.57774353	348.29327393	178.03128052
4.01000000	172.89816284	169.58493042	360.27178955	178.04231262
4.02000000	181.60107422	169.01719666	372.44140625	178.74398804
4.03000000	189.36807251	168.55833435	383.51388550	178.47071838
4.04000000	196.25921631	167.95523071	392.46832275	177.74722290
4.05000000	202.41450500	167.35113525	399.14517212	177.20587158
4.06000000	208.55935669	167.26881409	403.75488281	176.77993774
4.07000000	214.12217712	166.88549805	406.47137451	176.50997925
4.08000000	218.45875549	166.61892700	407.48348999	176.69418335
4.09000000	220.91372681	166.43008423	406.88330078	177.31269836
4.10000000	222.93762207	165.68572998	404.50686646	178.03596497
4.11000000	226.39068604	164.90251160	400.11825562	178.29904175
4.12000000	228.77105713	164.20332336	393.82064819	178.81072998
4.13000000	229.29222107	163.70431519	386.03552246	179.02337646
4.14000000	227.38362122	163.77795410	377.28939819	178.71662903
4.15000000	222.75456238	163.94427490	367.35025024	178.80224609
4.16000000	217.02555847	163.68988037	355.93572998	179.55651855
4.17000000	211.76200867	163.40281677	343.68954468	179.82482910
4.18000000	207.65397644	163.33506775	330.44711304	179.09823608
4.19000000	204.77436829	163.83285522	316.36538696	178.99914551
4.20000000	203.54510498	163.95158386	300.88287354	179.67826843
4.21000000	201.26176453	163.44345093	283.78427124	180.30949402
4.22000000	196.89346313	162.88372803	267.82934570	180.94036865
4.23000000	192.33084106	162.66355896	253.48620605	181.79814148
4.24000000	189.25212097	162.58941650	239.43605042	181.92518616
4.25000000	186.69120789	161.62348938	225.17680359	181.88439941
4.26000000	184.93367004	160.97901917	212.53001404	182.39315796
4.27000000	184.57734680	160.98681641	202.47647095	183.06570435
4.28000000	187.30912781	160.23759460	192.90733337	183.53585815
4.29000000	191.25738525	159.87692261	183.92630005	184.41767883
4.30000000	197.77478027	159.38223267	176.79566956	185.56829834
4.31000000	205.77648926	158.79827881	171.90379333	185.88664246
4.32000000	214.56524658	158.56494141	168.62998962	185.92738342
4.33000000	223.22753906	158.28063965	167.05850220	186.77565002
4.34000000	231.65579224	157.77583313	166.70903015	188.04460144
4.35000000	239.42822266	157.77749634	166.84532166	189.41191101
4.36000000	245.59782410	157.82118225	167.21937561	191.12155151
4.37000000	249.38598633	157.73330688	168.50187683	192.83453369
4.38000000	250.60920715	157.63281250	170.14559937	194.75396729
4.39000000	249.41421509	157.05511475	170.50418091	197.07528687
4.40000000	246.16067505	156.41732788	168.43370056	199.73899841
4.41000000	240.81959534	155.85475159	164.63082886	202.69157410
4.42000000	232.57641602	155.62811279	160.23446655	206.03190613
4.43000000	222.31861877	155.76365662	155.16026306	210.00630188
4.44000000	210.42433167	155.62307739	151.27423096	214.37361145
4.45000000	199.21981812	155.19680786	151.31591797	219.15782166
4.46000000	191.44302368	155.73796082	156.16928101	224.71817017
4.47000000	188.35829163	156.15502930	161.81221008	231.28450012
4.48000000	186.59014893	156.66995239	164.41429138	238.51701355
4.49000000	180.54594421	157.07716370	164.94827271	246.51437378
4.50000000	173.86781311	157.10302734	165.14189148	255.55366516
4.51000000	170.77337646	157.12828064	165.54621887	265.28982544
4.52000000	169.35699463	157.88209534	166.08424377	275.73556519
4.53000000	169.05142212	158.65702820	166.56297302	286.96948242
4.54000000	169.26545715	159.27560425	166.78617859	298.53771973
4.55000000	168.62179565	159.96238708	166.62959290	310.01007080
4.56000000	167.80511475	161.03851318	166.31098938	320.79629517
4.57000000	167.25703430	161.97190857	166.10627747	330.88113403
4.58000000	167.88435364	163.48617554	165.98580933	340.25726318
4.59000000	168.12606812	167.36528015	165.65272522	348.81292725
4.60000000	167.36405945	173.21372986	165.47065735	356.68521118
